exercice,exercice_debut,rapport,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,3,2,P03L03C02,763.0,763.0,P03L03C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,3,3,P03L03C03,3469.0,3469.0,P03L03C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,3,4,P03L03C04,3911.0,3911.0,P03L03C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,3,5,P03L03C05,618.0,618.0,P03L03C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,3,6,P03L03C06,9188.0,9188.0,P03L03C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,4,1,P03L04C01,281.0,281.0,P03L04C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,4,2,P03L04C02,568.0,568.0,P03L04C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,4,3,P03L04C03,2778.0,2778.0,P03L04C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,4,4,P03L04C04,3243.0,3243.0,P03L04C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,4,5,P03L04C05,553.0,553.0,P03L04C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,4,6,P03L04C06,7423.0,7423.0,P03L04C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,5,1,P03L05C01,146.0,146.0,P03L05C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,5,2,P03L05C02,195.0,195.0,P03L05C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,5,3,P03L05C03,691.0,691.0,P03L05C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,5,4,P03L05C04,668.0,668.0,P03L05C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,5,5,P03L05C05,65.0,65.0,P03L05C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,5,6,P03L05C06,1765.0,1765.0,P03L05C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,6,1,P03L06C01,98.0,98.0,P03L06C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,6,2,P03L06C02,106.0,106.0,P03L06C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,6,3,P03L06C03,397.0,397.0,P03L06C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,6,4,P03L06C04,374.0,374.0,P03L06C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,6,5,P03L06C05,45.0,45.0,P03L06C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,6,6,P03L06C06,1020.0,1020.0,P03L06C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,7,1,P03L07C01,48.0,48.0,P03L07C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,7,2,P03L07C02,89.0,89.0,P03L07C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,7,3,P03L07C03,294.0,294.0,P03L07C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,7,4,P03L07C04,294.0,294.0,P03L07C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,7,5,P03L07C05,20.0,20.0,P03L07C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,7,6,P03L07C06,745.0,745.0,P03L07C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,9,1,P03L09C01,31.0,31.0,P03L09C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,9,2,P03L09C02,4.0,4.0,P03L09C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,9,3,P03L09C03,36.0,36.0,P03L09C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,9,4,P03L09C04,80.0,80.0,P03L09C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,9,5,P03L09C05,23.0,23.0,P03L09C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,9,6,P03L09C06,174.0,174.0,P03L09C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,10,1,P03L10C01,26.0,26.0,P03L10C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,10,2,P03L10C02,19.0,19.0,P03L10C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,10,3,P03L10C03,56.0,56.0,P03L10C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,10,4,P03L10C04,92.0,92.0,P03L10C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,10,5,P03L10C05,3.0,3.0,P03L10C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,10,6,P03L10C06,196.0,196.0,P03L10C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,11,1,P03L11C01,57.0,57.0,P03L11C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,11,2,P03L11C02,23.0,23.0,P03L11C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,11,3,P03L11C03,92.0,92.0,P03L11C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,11,4,P03L11C04,172.0,172.0,P03L11C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,11,5,P03L11C05,26.0,26.0,P03L11C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,11,6,P03L11C06,370.0,370.0,P03L11C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,12,1,P03L12C01,56.0,56.0,P03L12C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,12,2,P03L12C02,16.0,16.0,P03L12C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,12,3,P03L12C03,73.0,73.0,P03L12C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,12,4,P03L12C04,144.0,144.0,P03L12C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,12,5,P03L12C05,23.0,23.0,P03L12C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,12,6,P03L12C06,312.0,312.0,P03L12C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,13,1,P03L13C01,1.0,1.0,P03L13C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,13,2,P03L13C02,7.0,7.0,P03L13C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,13,3,P03L13C03,19.0,19.0,P03L13C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,13,4,P03L13C04,28.0,28.0,P03L13C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,13,5,P03L13C05,3.0,3.0,P03L13C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,13,6,P03L13C06,58.0,58.0,P03L13C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,14,1,P03L14C01,1.0,1.0,P03L14C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,14,2,P03L14C02,7.0,7.0,P03L14C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,14,3,P03L14C03,15.0,15.0,P03L14C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,14,4,P03L14C04,16.0,16.0,P03L14C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,14,5,P03L14C05,3.0,3.0,P03L14C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,14,6,P03L14C06,42.0,42.0,P03L14C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,15,1,P03L15C01,0.0,0.0,P03L15C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,15,2,P03L15C02,0.0,0.0,P03L15C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,15,3,P03L15C03,4.0,4.0,P03L15C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,15,4,P03L15C04,12.0,12.0,P03L15C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,15,5,P03L15C05,0.0,0.0,P03L15C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,15,6,P03L15C06,16.0,16.0,P03L15C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,16,1,P03L16C01,21.0,21.0,P03L16C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,03,,16,2,P03L16C02,26.0,26.0,P03L16C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,1,2,P08L01C02,25.0,25.0,P08L01C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,1,3,P08L01C03,25.0,25.0,P08L01C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,2,2,P08L02C02,22.0,22.0,P08L02C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,2,3,P08L02C03,22.0,22.0,P08L02C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,3,2,P08L03C02,18.0,18.0,P08L03C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,3,3,P08L03C03,18.0,18.0,P08L03C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,4,2,P08L04C02,38.0,38.0,P08L04C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,4,3,P08L04C03,38.0,38.0,P08L04C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,5,2,P08L05C02,1.0,1.0,P08L05C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,5,3,P08L05C03,1.0,1.0,P08L05C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,7,2,P08L07C02,3.0,3.0,P08L07C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,7,3,P08L07C03,3.0,3.0,P08L07C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,8,2,P08L08C02,15.0,15.0,P08L08C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,8,3,P08L08C03,15.0,15.0,P08L08C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,9,2,P08L09C02,122.0,122.0,P08L09C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,9,3,P08L09C03,122.0,122.0,P08L09C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,10,2,P08L10C02,6.0,6.0,P08L10C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,10,3,P08L10C03,6.0,6.0,P08L10C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,11,2,P08L11C02,0.0,0.0,P08L11C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,11,3,P08L11C03,0.0,0.0,P08L11C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,12,2,P08L12C02,128.0,128.0,P08L12C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,08,,12,3,P08L12C03,128.0,128.0,P08L12C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,09,,1,1,P09L01C01,4392.0,4392.0,P09L01C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,09,,1,3,P09L01C03,0.0,0.0,P09L01C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,09,,3,1,P09L03C01,4392.0,4392.0,P09L03C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,09,,3,3,P09L03C03,0.0,0.0,P09L03C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,11,,1,1,P11L01C01,0.0,0.0,P11L01C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,11,,1,6,P11L01C06,0.0,0.0,P11L01C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,11,,3,1,P11L03C01,0.0,0.0,P11L03C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,11,,3,6,P11L03C06,0.0,0.0,P11L03C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,11,,7,1,P11L07C01,0.0,0.0,P11L07C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,11,,7,6,P11L07C06,0.0,0.0,P11L07C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,14,,1,1,P14L01C01,0.0,0.0,P14L01C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,14,,1,6,P14L01C06,0.0,0.0,P14L01C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,14,,3,1,P14L03C01,0.0,0.0,P14L03C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,14,,3,6,P14L03C06,0.0,0.0,P14L03C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,14,,5,1,P14L05C01,0.0,0.0,P14L05C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,14,,5,6,P14L05C06,0.0,0.0,P14L05C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,15,,1,1,P15L01C01,0.0,0.0,P15L01C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,15,,1,6,P15L01C06,0.0,0.0,P15L01C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,15,,3,1,P15L03C01,0.0,0.0,P15L03C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,15,,3,6,P15L03C06,0.0,0.0,P15L03C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,15,,5,1,P15L05C01,0.0,0.0,P15L05C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,03,11045135,CIUSSS de la Capitale-Nationale,15,,5,6,P15L05C06,0.0,0.0,P15L05C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,1,5,P01L01C05,1.0,1.0,P01L01C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,2,3,P01L02C03,30.0,30.0,P01L02C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,2,4,P01L02C04,30.0,30.0,P01L02C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,3,5,P01L03C05,1.0,1.0,P01L03C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,4,5,P01L04C05,1.0,1.0,P01L04C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,5,5,P01L05C05,1.0,1.0,P01L05C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,6,5,P01L06C05,1.0,1.0,P01L06C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,7,5,P01L07C05,1.0,1.0,P01L07C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,8,5,P01L08C05,1.0,1.0,P01L08C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,9,5,P01L09C05,1.0,1.0,P01L09C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,10,5,P01L10C05,1.0,1.0,P01L10C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,11,5,P01L11C05,1.0,1.0,P01L11C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,12,5,P01L12C05,1.0,1.0,P01L12C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,14,3,P01L14C03,30.0,30.0,P01L14C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,01,,14,4,P01L14C04,30.0,30.0,P01L14C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,02,,1,1,P02L01C01,0.0,0.0,P02L01C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,02,,1,2,P02L01C02,2.0,2.0,P02L01C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,02,,1,3,P02L01C03,8.0,8.0,P02L01C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,02,,1,4,P02L01C04,12.0,12.0,P02L01C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,02,,1,5,P02L01C05,1.0,1.0,P02L01C05,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,02,,1,6,P02L01C06,23.0,23.0,P02L01C06,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,02,,2,1,P02L02C01,1.0,1.0,P02L02C01,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,02,,2,2,P02L02C02,46.0,46.0,P02L02C02,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,02,,2,3,P02L02C03,208.0,208.0,P02L02C03,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
2020-2021,2020,AS481,04,11045143,CIUSSS de la Mauricie-et-du-Centre-du-Québec,02,,2,4,P02L02C04,227.0,227.0,P02L02C04,Archives\AS481\2020-2021\AS481_BD_2020_2021.csv
