exercice,exercice_debut,rapport,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,5,4,P15L05C04,0.0,0.0,P15L05C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,3,1,P14L03C01,0.0,0.0,P14L03C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,3,2,P14L03C02,0.0,0.0,P14L03C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,3,3,P14L03C03,0.0,0.0,P14L03C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,3,4,P14L03C04,0.0,0.0,P14L03C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,3,5,P14L03C05,0.0,0.0,P14L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,3,6,P14L03C06,0.0,0.0,P14L03C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,5,1,P14L05C01,0.0,0.0,P14L05C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,5,2,P14L05C02,0.0,0.0,P14L05C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,5,3,P14L05C03,0.0,0.0,P14L05C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,5,4,P14L05C04,0.0,0.0,P14L05C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,5,5,P14L05C05,0.0,0.0,P14L05C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,5,6,P14L05C06,0.0,0.0,P14L05C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,5,1,P15L05C01,0.0,0.0,P15L05C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,14,,1,6,P14L01C06,0.0,0.0,P14L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,1,4,P15L01C04,0.0,0.0,P15L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,3,5,P15L03C05,0.0,0.0,P15L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,3,4,P15L03C04,0.0,0.0,P15L03C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,3,3,P15L03C03,0.0,0.0,P15L03C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,3,2,P15L03C02,0.0,0.0,P15L03C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,3,1,P15L03C01,0.0,0.0,P15L03C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,5,2,P15L05C02,0.0,0.0,P15L05C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,1,5,P15L01C05,0.0,0.0,P15L01C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,5,3,P15L05C03,0.0,0.0,P15L05C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,1,3,P15L01C03,0.0,0.0,P15L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,1,2,P15L01C02,0.0,0.0,P15L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,1,1,P15L01C01,0.0,0.0,P15L01C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,5,6,P15L05C06,0.0,0.0,P15L05C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,5,5,P15L05C05,0.0,0.0,P15L05C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,3,6,P15L03C06,0.0,0.0,P15L03C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,15,,1,6,P15L01C06,0.0,0.0,P15L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,03,11042777,CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC,02,,1,2,P02L01C02,1.0,1.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,14,6,P02L14C06,0.0,0.0,P02L14C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,14,6,P02L14C06,0.0,0.0,P02L14C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,14,6,P02L14C06,0.0,0.0,P02L14C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,03,11042777,CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC,02,,1,1,P02L01C01,0.0,0.0,P02L01C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11043833,CSSS DE JONQUIERE,02,,1,1,P02L01C01,4.0,4.0,P02L01C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,1,1,P02L01C01,0.0,0.0,P02L01C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,1,1,P02L01C01,0.0,0.0,P02L01C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,1,1,P02L01C01,2.0,2.0,P02L01C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,1,1,P02L01C01,7.0,7.0,P02L01C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,15103658,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.,02,,1,1,P02L01C01,78.0,78.0,P02L01C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,03,11042777,CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC,02,,1,3,P02L01C03,5.0,5.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,12,51232619,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,02,,1,1,P02L01C01,23.0,23.0,P02L01C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,14,5,P02L14C05,0.0,0.0,P02L14C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,1,2,P02L01C02,8.0,8.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11043833,CSSS DE JONQUIERE,02,,1,2,P02L01C02,1.0,1.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11044187,CSSS DOMAINE-DU-ROY,02,,1,2,P02L01C02,0.0,0.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,12,11044658,CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES,02,,1,2,P02L01C02,1.0,1.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,1,2,P02L01C02,1.0,1.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,1,2,P02L01C02,3.0,3.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,1,2,P02L01C02,0.0,0.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,1,2,P02L01C02,1.0,1.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,15103658,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.,02,,1,2,P02L01C02,29.0,29.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,02,,1,2,P02L01C02,0.0,0.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11043833,CSSS DE JONQUIERE,02,,15,5,P02L15C05,0.0,0.0,P02L15C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,02,,1,1,P02L01C01,0.0,0.0,P02L01C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,14,1,P02L14C01,0.0,0.0,P02L14C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,13,3,P02L13C03,0.0,0.0,P02L13C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,13,4,P02L13C04,3.0,3.0,P02L13C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,13,4,P02L13C04,1.0,1.0,P02L13C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,13,4,P02L13C04,0.0,0.0,P02L13C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,13,4,P02L13C04,0.0,0.0,P02L13C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,13,5,P02L13C05,0.0,0.0,P02L13C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,13,5,P02L13C05,0.0,0.0,P02L13C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,13,5,P02L13C05,0.0,0.0,P02L13C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,13,6,P02L13C06,3.0,3.0,P02L13C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,13,6,P02L13C06,1.0,1.0,P02L13C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,13,6,P02L13C06,0.0,0.0,P02L13C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,14,5,P02L14C05,0.0,0.0,P02L14C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,14,1,P02L14C01,0.0,0.0,P02L14C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,14,5,P02L14C05,0.0,0.0,P02L14C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,14,1,P02L14C01,0.0,0.0,P02L14C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,14,2,P02L14C02,0.0,0.0,P02L14C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,14,2,P02L14C02,0.0,0.0,P02L14C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,14,2,P02L14C02,0.0,0.0,P02L14C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,14,3,P02L14C03,0.0,0.0,P02L14C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,14,3,P02L14C03,0.0,0.0,P02L14C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,14,3,P02L14C03,0.0,0.0,P02L14C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,14,4,P02L14C04,0.0,0.0,P02L14C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,14,4,P02L14C04,0.0,0.0,P02L14C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,14,4,P02L14C04,0.0,0.0,P02L14C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,09,11042819,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,02,,1,3,P02L01C03,5.0,5.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,13,6,P02L13C06,0.0,0.0,P02L13C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,12,11044658,CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES,02,,1,6,P02L01C06,6.0,6.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11044187,CSSS DOMAINE-DU-ROY,02,,1,5,P02L01C05,2.0,2.0,P02L01C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,1,5,P02L01C05,0.0,0.0,P02L01C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,1,5,P02L01C05,2.0,2.0,P02L01C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,1,5,P02L01C05,0.0,0.0,P02L01C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,1,5,P02L01C05,0.0,0.0,P02L01C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,02,,1,5,P02L01C05,0.0,0.0,P02L01C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,03,11042777,CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC,02,,1,6,P02L01C06,9.0,9.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,09,11042819,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,02,,1,6,P02L01C06,9.0,9.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,1,6,P02L01C06,45.0,45.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,11,11043445,CSSS DE LA HAUTE-GASPESIE,02,,1,6,P02L01C06,5.0,5.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,12,51232619,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,02,,1,2,P02L01C02,1.0,1.0,P02L01C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11044187,CSSS DOMAINE-DU-ROY,02,,1,6,P02L01C06,13.0,13.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,03,11042777,CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC,02,,1,5,P02L01C05,0.0,0.0,P02L01C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,1,6,P02L01C06,17.0,17.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,1,6,P02L01C06,23.0,23.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,1,6,P02L01C06,10.0,10.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,1,6,P02L01C06,21.0,21.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,15103658,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.,02,,1,6,P02L01C06,189.0,189.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,02,,1,6,P02L01C06,7.0,7.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,12,51232619,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,02,,1,6,P02L01C06,24.0,24.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,03,11042777,CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC,02,,15,5,P02L15C05,135.0,135.0,P02L15C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,09,11042819,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,02,,15,5,P02L15C05,35.0,35.0,P02L15C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,15,5,P02L15C05,193.0,193.0,P02L15C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,4,4,P02L04C04,202.0,202.0,P02L04C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11043833,CSSS DE JONQUIERE,02,,1,6,P02L01C06,10.0,10.0,P02L01C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,1,4,P02L01C04,24.0,24.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,1,3,P02L01C03,11.0,11.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,11,11043445,CSSS DE LA HAUTE-GASPESIE,02,,1,3,P02L01C03,1.0,1.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11043833,CSSS DE JONQUIERE,02,,1,3,P02L01C03,2.0,2.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11044187,CSSS DOMAINE-DU-ROY,02,,1,3,P02L01C03,4.0,4.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,12,11044658,CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES,02,,1,3,P02L01C03,2.0,2.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,1,3,P02L01C03,6.0,6.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,1,3,P02L01C03,8.0,8.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,1,3,P02L01C03,3.0,3.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,1,3,P02L01C03,5.0,5.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,15103658,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.,02,,1,3,P02L01C03,64.0,64.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,02,,1,3,P02L01C03,5.0,5.0,P02L01C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11043833,CSSS DE JONQUIERE,02,,1,5,P02L01C05,0.0,0.0,P02L01C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,09,11042819,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,02,,1,4,P02L01C04,4.0,4.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,1,5,P02L01C05,2.0,2.0,P02L01C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,11,11043445,CSSS DE LA HAUTE-GASPESIE,02,,1,4,P02L01C04,4.0,4.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11043833,CSSS DE JONQUIERE,02,,1,4,P02L01C04,3.0,3.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11044187,CSSS DOMAINE-DU-ROY,02,,1,4,P02L01C04,7.0,7.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,12,11044658,CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES,02,,1,4,P02L01C04,3.0,3.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,1,4,P02L01C04,10.0,10.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,1,4,P02L01C04,10.0,10.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,1,4,P02L01C04,5.0,5.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,1,4,P02L01C04,8.0,8.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,15103658,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.,02,,1,4,P02L01C04,18.0,18.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,02,,1,4,P02L01C04,2.0,2.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,13,2,P02L13C02,0.0,0.0,P02L13C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
