exercice,exercice_debut,rapport,sous_formulaire,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille,feuille,col_index,entete,mapping
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,15,,21,08,P15L21C08,0.0,0.0,P15L21C08,P15C08,P15C08,21,20 ans et plus,colonne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,15,,22,08,P15L22C08,0.0,0.0,P15L22C08,P15C08,P15C08,22,Âge inconnu,colonne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,15,,23,08,P15L23C08,0.0,0.0,P15L23C08,P15C08,P15C08,23,Total âge,colonne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,15,,24,08,P15L24C08,0.0,0.0,P15L24C08,P15C08,P15C08,24,Masculin,colonne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,15,,25,08,P15L25C08,0.0,0.0,P15L25C08,P15C08,P15C08,25,Féminin,colonne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,15,,26,08,P15L26C08,0.0,0.0,P15L26C08,P15C08,P15C08,26,Sexe inconnu,colonne_fixe
2012-2013,2012,Général,AS480G,06,,HAVRE-JEUNESSE,15,,27,08,P15L27C08,0.0,0.0,P15L27C08,P15C08,P15C08,27,Total sexe,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,01,08,P15L01C08,337.0,337.0,P15L01C08,P15C08,P15C08,1,0 an,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,02,08,P15L02C08,222.0,222.0,P15L02C08,P15C08,P15C08,2,1 an,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,03,08,P15L03C08,259.0,259.0,P15L03C08,P15C08,P15C08,3,2 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,04,08,P15L04C08,250.0,250.0,P15L04C08,P15C08,P15C08,4,3 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,05,08,P15L05C08,265.0,265.0,P15L05C08,P15C08,P15C08,5,4 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,06,08,P15L06C08,263.0,263.0,P15L06C08,P15C08,P15C08,6,5 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,07,08,P15L07C08,243.0,243.0,P15L07C08,P15C08,P15C08,7,6 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,08,08,P15L08C08,243.0,243.0,P15L08C08,P15C08,P15C08,8,7 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,09,08,P15L09C08,246.0,246.0,P15L09C08,P15C08,P15C08,9,8 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,10,08,P15L10C08,263.0,263.0,P15L10C08,P15C08,P15C08,10,9 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,11,08,P15L11C08,262.0,262.0,P15L11C08,P15C08,P15C08,11,10 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,12,08,P15L12C08,228.0,228.0,P15L12C08,P15C08,P15C08,12,11 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,13,08,P15L13C08,231.0,231.0,P15L13C08,P15C08,P15C08,13,12 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,14,08,P15L14C08,274.0,274.0,P15L14C08,P15C08,P15C08,14,13 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,15,08,P15L15C08,378.0,378.0,P15L15C08,P15C08,P15C08,15,14 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,16,08,P15L16C08,433.0,433.0,P15L16C08,P15C08,P15C08,16,15 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,17,08,P15L17C08,395.0,395.0,P15L17C08,P15C08,P15C08,17,16 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,18,08,P15L18C08,315.0,315.0,P15L18C08,P15C08,P15C08,18,17 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,19,08,P15L19C08,159.0,159.0,P15L19C08,P15C08,P15C08,19,18 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,20,08,P15L20C08,32.0,32.0,P15L20C08,P15C08,P15C08,20,19 ans,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,21,08,P15L21C08,19.0,19.0,P15L21C08,P15C08,P15C08,21,20 ans et plus,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,22,08,P15L22C08,0.0,0.0,P15L22C08,P15C08,P15C08,22,Âge inconnu,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,23,08,P15L23C08,5317.0,5317.0,P15L23C08,P15C08,P15C08,23,Total âge,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,24,08,P15L24C08,2969.0,2969.0,P15L24C08,P15C08,P15C08,24,Masculin,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,25,08,P15L25C08,2343.0,2343.0,P15L25C08,P15C08,P15C08,25,Féminin,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,26,08,P15L26C08,5.0,5.0,P15L26C08,P15C08,P15C08,26,Sexe inconnu,colonne_fixe
2012-2013,2012,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,15,,27,08,P15L27C08,5317.0,5317.0,P15L27C08,P15C08,P15C08,27,Total sexe,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,01,08,P15L01C08,223.0,223.0,P15L01C08,P15C08,P15C08,1,0 an,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,02,08,P15L02C08,202.0,202.0,P15L02C08,P15C08,P15C08,2,1 an,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,03,08,P15L03C08,223.0,223.0,P15L03C08,P15C08,P15C08,3,2 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,04,08,P15L04C08,209.0,209.0,P15L04C08,P15C08,P15C08,4,3 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,05,08,P15L05C08,230.0,230.0,P15L05C08,P15C08,P15C08,5,4 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,06,08,P15L06C08,201.0,201.0,P15L06C08,P15C08,P15C08,6,5 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,07,08,P15L07C08,209.0,209.0,P15L07C08,P15C08,P15C08,7,6 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,08,08,P15L08C08,189.0,189.0,P15L08C08,P15C08,P15C08,8,7 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,09,08,P15L09C08,219.0,219.0,P15L09C08,P15C08,P15C08,9,8 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,10,08,P15L10C08,190.0,190.0,P15L10C08,P15C08,P15C08,10,9 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,11,08,P15L11C08,196.0,196.0,P15L11C08,P15C08,P15C08,11,10 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,12,08,P15L12C08,179.0,179.0,P15L12C08,P15C08,P15C08,12,11 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,13,08,P15L13C08,222.0,222.0,P15L13C08,P15C08,P15C08,13,12 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,14,08,P15L14C08,218.0,218.0,P15L14C08,P15C08,P15C08,14,13 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,15,08,P15L15C08,262.0,262.0,P15L15C08,P15C08,P15C08,15,14 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,16,08,P15L16C08,298.0,298.0,P15L16C08,P15C08,P15C08,16,15 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,17,08,P15L17C08,282.0,282.0,P15L17C08,P15C08,P15C08,17,16 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,18,08,P15L18C08,212.0,212.0,P15L18C08,P15C08,P15C08,18,17 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,19,08,P15L19C08,68.0,68.0,P15L19C08,P15C08,P15C08,19,18 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,20,08,P15L20C08,22.0,22.0,P15L20C08,P15C08,P15C08,20,19 ans,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,21,08,P15L21C08,14.0,14.0,P15L21C08,P15C08,P15C08,21,20 ans et plus,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,22,08,P15L22C08,0.0,0.0,P15L22C08,P15C08,P15C08,22,Âge inconnu,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,23,08,P15L23C08,4068.0,4068.0,P15L23C08,P15C08,P15C08,23,Total âge,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,24,08,P15L24C08,2173.0,2173.0,P15L24C08,P15C08,P15C08,24,Masculin,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,25,08,P15L25C08,1888.0,1888.0,P15L25C08,P15C08,P15C08,25,Féminin,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,26,08,P15L26C08,7.0,7.0,P15L26C08,P15C08,P15C08,26,Sexe inconnu,colonne_fixe
2012-2013,2012,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),15,,27,08,P15L27C08,4068.0,4068.0,P15L27C08,P15C08,P15C08,27,Total sexe,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,01,08,P15L01C08,157.0,157.0,P15L01C08,P15C08,P15C08,1,0 an,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,02,08,P15L02C08,119.0,119.0,P15L02C08,P15C08,P15C08,2,1 an,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,03,08,P15L03C08,132.0,132.0,P15L03C08,P15C08,P15C08,3,2 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,04,08,P15L04C08,153.0,153.0,P15L04C08,P15C08,P15C08,4,3 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,05,08,P15L05C08,139.0,139.0,P15L05C08,P15C08,P15C08,5,4 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,06,08,P15L06C08,136.0,136.0,P15L06C08,P15C08,P15C08,6,5 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,07,08,P15L07C08,136.0,136.0,P15L07C08,P15C08,P15C08,7,6 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,08,08,P15L08C08,148.0,148.0,P15L08C08,P15C08,P15C08,8,7 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,09,08,P15L09C08,147.0,147.0,P15L09C08,P15C08,P15C08,9,8 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,10,08,P15L10C08,128.0,128.0,P15L10C08,P15C08,P15C08,10,9 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,11,08,P15L11C08,116.0,116.0,P15L11C08,P15C08,P15C08,11,10 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,12,08,P15L12C08,122.0,122.0,P15L12C08,P15C08,P15C08,12,11 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,13,08,P15L13C08,144.0,144.0,P15L13C08,P15C08,P15C08,13,12 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,14,08,P15L14C08,144.0,144.0,P15L14C08,P15C08,P15C08,14,13 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,15,08,P15L15C08,178.0,178.0,P15L15C08,P15C08,P15C08,15,14 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,16,08,P15L16C08,183.0,183.0,P15L16C08,P15C08,P15C08,16,15 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,17,08,P15L17C08,190.0,190.0,P15L17C08,P15C08,P15C08,17,16 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,18,08,P15L18C08,175.0,175.0,P15L18C08,P15C08,P15C08,18,17 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,19,08,P15L19C08,53.0,53.0,P15L19C08,P15C08,P15C08,19,18 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,20,08,P15L20C08,16.0,16.0,P15L20C08,P15C08,P15C08,20,19 ans,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,21,08,P15L21C08,12.0,12.0,P15L21C08,P15C08,P15C08,21,20 ans et plus,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,22,08,P15L22C08,0.0,0.0,P15L22C08,P15C08,P15C08,22,Âge inconnu,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,23,08,P15L23C08,2728.0,2728.0,P15L23C08,P15C08,P15C08,23,Total âge,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,24,08,P15L24C08,1536.0,1536.0,P15L24C08,P15C08,P15C08,24,Masculin,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,25,08,P15L25C08,1192.0,1192.0,P15L25C08,P15C08,P15C08,25,Féminin,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,26,08,P15L26C08,0.0,0.0,P15L26C08,P15C08,P15C08,26,Sexe inconnu,colonne_fixe
2012-2013,2012,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,15,,27,08,P15L27C08,2728.0,2728.0,P15L27C08,P15C08,P15C08,27,Total sexe,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,01,08,P15L01C08,57.0,57.0,P15L01C08,P15C08,P15C08,1,0 an,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,02,08,P15L02C08,44.0,44.0,P15L02C08,P15C08,P15C08,2,1 an,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,03,08,P15L03C08,65.0,65.0,P15L03C08,P15C08,P15C08,3,2 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,04,08,P15L04C08,81.0,81.0,P15L04C08,P15C08,P15C08,4,3 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,05,08,P15L05C08,66.0,66.0,P15L05C08,P15C08,P15C08,5,4 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,06,08,P15L06C08,72.0,72.0,P15L06C08,P15C08,P15C08,6,5 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,07,08,P15L07C08,73.0,73.0,P15L07C08,P15C08,P15C08,7,6 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,08,08,P15L08C08,72.0,72.0,P15L08C08,P15C08,P15C08,8,7 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,09,08,P15L09C08,71.0,71.0,P15L09C08,P15C08,P15C08,9,8 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,10,08,P15L10C08,61.0,61.0,P15L10C08,P15C08,P15C08,10,9 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,11,08,P15L11C08,69.0,69.0,P15L11C08,P15C08,P15C08,11,10 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,12,08,P15L12C08,90.0,90.0,P15L12C08,P15C08,P15C08,12,11 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,13,08,P15L13C08,79.0,79.0,P15L13C08,P15C08,P15C08,13,12 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,14,08,P15L14C08,109.0,109.0,P15L14C08,P15C08,P15C08,14,13 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,15,08,P15L15C08,109.0,109.0,P15L15C08,P15C08,P15C08,15,14 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,16,08,P15L16C08,125.0,125.0,P15L16C08,P15C08,P15C08,16,15 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,17,08,P15L17C08,155.0,155.0,P15L17C08,P15C08,P15C08,17,16 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,18,08,P15L18C08,108.0,108.0,P15L18C08,P15C08,P15C08,18,17 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,19,08,P15L19C08,40.0,40.0,P15L19C08,P15C08,P15C08,19,18 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,20,08,P15L20C08,10.0,10.0,P15L20C08,P15C08,P15C08,20,19 ans,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,21,08,P15L21C08,8.0,8.0,P15L21C08,P15C08,P15C08,21,20 ans et plus,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,22,08,P15L22C08,0.0,0.0,P15L22C08,P15C08,P15C08,22,Âge inconnu,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,23,08,P15L23C08,1564.0,1564.0,P15L23C08,P15C08,P15C08,23,Total âge,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,24,08,P15L24C08,882.0,882.0,P15L24C08,P15C08,P15C08,24,Masculin,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,25,08,P15L25C08,679.0,679.0,P15L25C08,P15C08,P15C08,25,Féminin,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,26,08,P15L26C08,3.0,3.0,P15L26C08,P15C08,P15C08,26,Sexe inconnu,colonne_fixe
2012-2013,2012,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,15,,27,08,P15L27C08,1564.0,1564.0,P15L27C08,P15C08,P15C08,27,Total sexe,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,01,08,P15L01C08,237.0,237.0,P15L01C08,P15C08,P15C08,1,0 an,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,02,08,P15L02C08,221.0,221.0,P15L02C08,P15C08,P15C08,2,1 an,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,03,08,P15L03C08,213.0,213.0,P15L03C08,P15C08,P15C08,3,2 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,04,08,P15L04C08,260.0,260.0,P15L04C08,P15C08,P15C08,4,3 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,05,08,P15L05C08,264.0,264.0,P15L05C08,P15C08,P15C08,5,4 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,06,08,P15L06C08,263.0,263.0,P15L06C08,P15C08,P15C08,6,5 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,07,08,P15L07C08,245.0,245.0,P15L07C08,P15C08,P15C08,7,6 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,08,08,P15L08C08,295.0,295.0,P15L08C08,P15C08,P15C08,8,7 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,09,08,P15L09C08,298.0,298.0,P15L09C08,P15C08,P15C08,9,8 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,10,08,P15L10C08,307.0,307.0,P15L10C08,P15C08,P15C08,10,9 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,11,08,P15L11C08,279.0,279.0,P15L11C08,P15C08,P15C08,11,10 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,12,08,P15L12C08,298.0,298.0,P15L12C08,P15C08,P15C08,12,11 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,13,08,P15L13C08,313.0,313.0,P15L13C08,P15C08,P15C08,13,12 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,14,08,P15L14C08,310.0,310.0,P15L14C08,P15C08,P15C08,14,13 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,15,08,P15L15C08,399.0,399.0,P15L15C08,P15C08,P15C08,15,14 ans,colonne_fixe
2012-2013,2012,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,15,,16,08,P15L16C08,434.0,434.0,P15L16C08,P15C08,P15C08,16,15 ans,colonne_fixe
