exercice,exercice_debut,rapport,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille,sous_formulaire
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,02,,1,1,P02L01C01,2.0,2.0,P02L01C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,02,,2,1,P02L02C01,0.0,0.0,P02L02C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,02,,3,1,P02L03C01,2.0,2.0,P02L03C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,02,,4,1,P02L04C01,62.0,62.0,P02L04C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,02,,5,1,P02L05C01,65.0,65.0,P02L05C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,02,,6,1,P02L06C01,127.0,127.0,P02L06C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,02,,7,1,P02L07C01,8.0,8.0,P02L07C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,1,1,P03L01C01,66.0,66.0,P03L01C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,2,1,P03L02C01,14.0,14.0,P03L02C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,4,1,P03L04C01,6.0,6.0,P03L04C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,5,1,P03L05C01,9.0,9.0,P03L05C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,7,1,P03L07C01,0.0,0.0,P03L07C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,8,1,P03L08C01,7.0,7.0,P03L08C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,9,1,P03L09C01,36.0,36.0,P03L09C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,10,1,P03L10C01,7.0,7.0,P03L10C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,11,1,P03L11C01,0.0,0.0,P03L11C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,12,1,P03L12C01,0.0,0.0,P03L12C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,13,1,P03L13C01,5.0,5.0,P03L13C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,03,,14,1,P03L14C01,5.0,5.0,P03L14C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,1,1,P04L01C01,48.0,48.0,P04L01C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,1,2,P04L01C02,4.0,4.0,P04L01C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,1,3,P04L01C03,2.0,2.0,P04L01C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,1,4,P04L01C04,0.0,0.0,P04L01C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,1,5,P04L01C05,0.0,0.0,P04L01C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,1,6,P04L01C06,11.0,11.0,P04L01C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,1,7,P04L01C07,65.0,65.0,P04L01C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,2,1,P04L02C01,2.0,2.0,P04L02C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,2,2,P04L02C02,0.0,0.0,P04L02C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,2,3,P04L02C03,0.0,0.0,P04L02C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,2,4,P04L02C04,7.0,7.0,P04L02C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,2,5,P04L02C05,0.0,0.0,P04L02C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,2,6,P04L02C06,9.0,9.0,P04L02C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,2,7,P04L02C07,3.0,3.0,P04L02C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,3,1,P04L03C01,61.0,61.0,P04L03C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,3,2,P04L03C02,62.0,62.0,P04L03C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,3,3,P04L03C03,74.0,74.0,P04L03C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,3,4,P04L03C04,55.0,55.0,P04L03C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,3,5,P04L03C05,0.0,0.0,P04L03C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,3,6,P04L03C06,43.0,43.0,P04L03C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,3,7,P04L03C07,58.0,58.0,P04L03C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,5,1,P04L05C01,21.0,21.0,P04L05C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,5,2,P04L05C02,0.0,0.0,P04L05C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,5,3,P04L05C03,0.0,0.0,P04L05C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,5,4,P04L05C04,3.0,3.0,P04L05C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,5,5,P04L05C05,0.0,0.0,P04L05C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,5,6,P04L05C06,11.0,11.0,P04L05C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,5,7,P04L05C07,35.0,35.0,P04L05C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,6,1,P04L06C01,22.0,22.0,P04L06C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,6,2,P04L06C02,2.0,2.0,P04L06C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,6,3,P04L06C03,1.0,1.0,P04L06C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,6,4,P04L06C04,1.0,1.0,P04L06C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,6,5,P04L06C05,0.0,0.0,P04L06C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,6,6,P04L06C06,1.0,1.0,P04L06C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,6,7,P04L06C07,27.0,27.0,P04L06C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,7,1,P04L07C01,4.0,4.0,P04L07C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,7,2,P04L07C02,0.0,0.0,P04L07C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,7,3,P04L07C03,0.0,0.0,P04L07C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,7,4,P04L07C04,1.0,1.0,P04L07C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,7,5,P04L07C05,0.0,0.0,P04L07C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,7,6,P04L07C06,0.0,0.0,P04L07C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,7,7,P04L07C07,5.0,5.0,P04L07C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,8,1,P04L08C01,56.0,56.0,P04L08C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,8,2,P04L08C02,62.0,62.0,P04L08C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,8,3,P04L08C03,60.0,60.0,P04L08C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,8,4,P04L08C04,40.0,40.0,P04L08C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,8,5,P04L08C05,0.0,0.0,P04L08C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,8,6,P04L08C06,33.0,33.0,P04L08C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,8,7,P04L08C07,51.0,51.0,P04L08C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,9,1,P04L09C01,25.0,25.0,P04L09C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,9,2,P04L09C02,1.0,1.0,P04L09C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,9,3,P04L09C03,0.0,0.0,P04L09C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,9,4,P04L09C04,2.0,2.0,P04L09C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,9,5,P04L09C05,0.0,0.0,P04L09C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,9,6,P04L09C06,8.0,8.0,P04L09C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,9,7,P04L09C07,36.0,36.0,P04L09C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,10,1,P04L10C01,72.0,72.0,P04L10C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,10,2,P04L10C02,0.0,0.0,P04L10C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,10,3,P04L10C03,0.0,0.0,P04L10C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,10,4,P04L10C04,0.0,0.0,P04L10C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,10,5,P04L10C05,0.0,0.0,P04L10C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,10,6,P04L10C06,0.0,0.0,P04L10C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,10,7,P04L10C07,72.0,72.0,P04L10C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,11,1,P04L11C01,56.0,56.0,P04L11C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,11,2,P04L11C02,0.0,0.0,P04L11C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,11,3,P04L11C03,0.0,0.0,P04L11C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,11,4,P04L11C04,22.0,22.0,P04L11C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,11,5,P04L11C05,0.0,0.0,P04L11C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,11,6,P04L11C06,82.0,82.0,P04L11C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,11,7,P04L11C07,67.0,67.0,P04L11C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,12,1,P04L12C01,14.0,14.0,P04L12C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,12,2,P04L12C02,0.0,0.0,P04L12C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,12,3,P04L12C03,0.0,0.0,P04L12C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,12,4,P04L12C04,1.0,1.0,P04L12C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,12,5,P04L12C05,0.0,0.0,P04L12C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,12,6,P04L12C06,5.0,5.0,P04L12C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,12,7,P04L12C07,20.0,20.0,P04L12C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,13,1,P04L13C01,10.0,10.0,P04L13C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,13,2,P04L13C02,0.0,0.0,P04L13C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,13,3,P04L13C03,0.0,0.0,P04L13C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,13,4,P04L13C04,1.0,1.0,P04L13C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,13,5,P04L13C05,0.0,0.0,P04L13C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,13,6,P04L13C06,12.0,12.0,P04L13C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,13,7,P04L13C07,10.0,10.0,P04L13C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,14,1,P04L14C01,26.0,26.0,P04L14C01,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,14,2,P04L14C02,0.0,0.0,P04L14C02,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,14,3,P04L14C03,0.0,0.0,P04L14C03,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,14,4,P04L14C04,20.0,20.0,P04L14C04,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,14,5,P04L14C05,0.0,0.0,P04L14C05,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,14,6,P04L14C06,9.0,9.0,P04L14C06,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,04,,14,7,P04L14C07,24.0,24.0,P04L14C07,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,1,8,P05L01C08,0.0,0.0,P05L01C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,2,8,P05L02C08,0.0,0.0,P05L02C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,3,8,P05L03C08,0.0,0.0,P05L03C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,4,8,P05L04C08,0.0,0.0,P05L04C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,5,8,P05L05C08,0.0,0.0,P05L05C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,6,8,P05L06C08,0.0,0.0,P05L06C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,7,8,P05L07C08,143.0,143.0,P05L07C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,8,8,P05L08C08,3.0,3.0,P05L08C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,9,8,P05L09C08,0.0,0.0,P05L09C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,10,8,P05L10C08,0.0,0.0,P05L10C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,11,8,P05L11C08,0.0,0.0,P05L11C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,12,8,P05L12C08,0.0,0.0,P05L12C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,13,8,P05L13C08,0.0,0.0,P05L13C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
2014-2015,2014,AS480A,07,11042314,CJ de l'Outaouais,05,,14,8,P05L14C08,0.0,0.0,P05L14C08,00_brut\AS480\BD-AS-480A-Autochtones-2014-15\AS480A_BD_2014_2015.csv,AS480A
