exercice,exercice_debut,rapport,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille,sous_formulaire
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,7,2,P04L07C02,0.0,0.0,P04L07C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,7,3,P04L07C03,0.0,0.0,P04L07C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,7,4,P04L07C04,0.0,0.0,P04L07C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,7,5,P04L07C05,0.0,0.0,P04L07C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,7,6,P04L07C06,0.0,0.0,P04L07C06,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,7,7,P04L07C07,0.0,0.0,P04L07C07,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,9,1,P04L09C01,93.0,93.0,P04L09C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,9,2,P04L09C02,153.0,153.0,P04L09C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,9,3,P04L09C03,363.0,363.0,P04L09C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,9,4,P04L09C04,71.0,71.0,P04L09C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,9,5,P04L09C05,0.0,0.0,P04L09C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,9,6,P04L09C06,111.0,111.0,P04L09C06,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,9,7,P04L09C07,118.0,118.0,P04L09C07,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,10,1,P04L10C01,3.0,3.0,P04L10C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,10,2,P04L10C02,3.0,3.0,P04L10C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,10,3,P04L10C03,0.0,0.0,P04L10C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,10,4,P04L10C04,0.0,0.0,P04L10C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,10,5,P04L10C05,0.0,0.0,P04L10C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,10,6,P04L10C06,2.0,2.0,P04L10C06,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,10,7,P04L10C07,8.0,8.0,P04L10C07,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,11,1,P04L11C01,57.0,57.0,P04L11C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,11,2,P04L11C02,88.0,88.0,P04L11C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,11,3,P04L11C03,0.0,0.0,P04L11C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,11,4,P04L11C04,0.0,0.0,P04L11C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,11,5,P04L11C05,0.0,0.0,P04L11C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,11,6,P04L11C06,0.0,0.0,P04L11C06,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,11,7,P04L11C07,76.0,76.0,P04L11C07,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,12,1,P04L12C01,85.0,85.0,P04L12C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,12,2,P04L12C02,0.0,0.0,P04L12C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,12,3,P04L12C03,0.0,0.0,P04L12C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,12,4,P04L12C04,0.0,0.0,P04L12C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,12,5,P04L12C05,0.0,0.0,P04L12C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,12,6,P04L12C06,40.0,40.0,P04L12C06,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,12,7,P04L12C07,55.0,55.0,P04L12C07,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,13,1,P04L13C01,4.0,4.0,P04L13C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,13,2,P04L13C02,2.0,2.0,P04L13C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,13,3,P04L13C03,0.0,0.0,P04L13C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,13,4,P04L13C04,0.0,0.0,P04L13C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,13,5,P04L13C05,0.0,0.0,P04L13C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,13,6,P04L13C06,2.0,2.0,P04L13C06,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,13,7,P04L13C07,8.0,8.0,P04L13C07,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,14,1,P04L14C01,4.0,4.0,P04L14C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,14,2,P04L14C02,3.0,3.0,P04L14C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,14,3,P04L14C03,0.0,0.0,P04L14C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,14,4,P04L14C04,0.0,0.0,P04L14C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,14,5,P04L14C05,0.0,0.0,P04L14C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,14,6,P04L14C06,0.0,0.0,P04L14C06,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,14,7,P04L14C07,3.0,3.0,P04L14C07,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,15,1,P04L15C01,6.0,6.0,P04L15C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,15,2,P04L15C02,0.0,0.0,P04L15C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,15,3,P04L15C03,0.0,0.0,P04L15C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,15,4,P04L15C04,21.0,21.0,P04L15C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,15,5,P04L15C05,0.0,0.0,P04L15C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,15,6,P04L15C06,0.0,0.0,P04L15C06,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,04,,15,7,P04L15C07,14.0,14.0,P04L15C07,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,08,,1,1,P08L01C01,0.0,0.0,P08L01C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,08,,2,1,P08L02C01,0.0,0.0,P08L02C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,08,,3,1,P08L03C01,1.0,1.0,P08L03C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,1,1,P09L01C01,1.0,1.0,P09L01C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,2,1,P09L02C01,0.0,0.0,P09L02C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,3,1,P09L03C01,0.0,0.0,P09L03C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,4,1,P09L04C01,0.0,0.0,P09L04C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,5,1,P09L05C01,0.0,0.0,P09L05C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,6,1,P09L06C01,1.0,1.0,P09L06C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,7,1,P09L07C01,1.0,1.0,P09L07C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,8,1,P09L08C01,0.0,0.0,P09L08C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,9,1,P09L09C01,0.0,0.0,P09L09C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,10,1,P09L10C01,0.0,0.0,P09L10C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,11,1,P09L11C01,3.0,3.0,P09L11C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,09,,12,1,P09L12C01,2.0,2.0,P09L12C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,10,,1,1,P10L01C01,0.0,0.0,P10L01C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,10,,2,1,P10L02C01,1.0,1.0,P10L02C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,10,,3,1,P10L03C01,35.0,35.0,P10L03C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,10,,4,1,P10L04C01,11.0,11.0,P10L04C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,10,,5,1,P10L05C01,90.0,90.0,P10L05C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,10,,6,1,P10L06C01,61.0,61.0,P10L06C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,10,,7,1,P10L07C01,64.0,64.0,P10L07C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,10,,8,1,P10L08C01,0.0,0.0,P10L08C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,1,1,P11L01C01,11.0,11.0,P11L01C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,2,1,P11L02C01,2.0,2.0,P11L02C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,3,1,P11L03C01,13.0,13.0,P11L03C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,4,1,P11L04C01,0.0,0.0,P11L04C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,5,1,P11L05C01,0.0,0.0,P11L05C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,6,1,P11L06C01,0.0,0.0,P11L06C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,7,1,P11L07C01,0.0,0.0,P11L07C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,8,1,P11L08C01,0.0,0.0,P11L08C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,9,1,P11L09C01,0.0,0.0,P11L09C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,10,1,P11L10C01,0.0,0.0,P11L10C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,11,1,P11L11C01,3.0,3.0,P11L11C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,12,1,P11L12C01,0.0,0.0,P11L12C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,13,1,P11L13C01,0.0,0.0,P11L13C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,11,,14,1,P11L14C01,3.0,3.0,P11L14C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,1,2,P12L01C02,0.0,0.0,P12L01C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,1,3,P12L01C03,0.0,0.0,P12L01C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,1,4,P12L01C04,0.0,0.0,P12L01C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,1,5,P12L01C05,0.0,0.0,P12L01C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,2,2,P12L02C02,0.0,0.0,P12L02C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,2,3,P12L02C03,0.0,0.0,P12L02C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,2,4,P12L02C04,0.0,0.0,P12L02C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,2,5,P12L02C05,0.0,0.0,P12L02C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,3,2,P12L03C02,0.0,0.0,P12L03C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,3,3,P12L03C03,0.0,0.0,P12L03C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,3,4,P12L03C04,0.0,0.0,P12L03C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,3,5,P12L03C05,0.0,0.0,P12L03C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,4,2,P12L04C02,0.0,0.0,P12L04C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,4,3,P12L04C03,0.0,0.0,P12L04C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,4,4,P12L04C04,0.0,0.0,P12L04C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,4,5,P12L04C05,0.0,0.0,P12L04C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,5,2,P12L05C02,0.0,0.0,P12L05C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,5,3,P12L05C03,0.0,0.0,P12L05C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,5,4,P12L05C04,0.0,0.0,P12L05C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,5,5,P12L05C05,0.0,0.0,P12L05C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,6,2,P12L06C02,0.0,0.0,P12L06C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,7,2,P12L07C02,0.0,0.0,P12L07C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,8,2,P12L08C02,0.0,0.0,P12L08C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,9,1,P12L09C01,6.0,6.0,P12L09C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,10,1,P12L10C01,3.0,3.0,P12L10C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,11,1,P12L11C01,0.0,0.0,P12L11C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,12,1,P12L12C01,1.0,1.0,P12L12C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,13,1,P12L13C01,0.0,0.0,P12L13C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,14,1,P12L14C01,0.0,0.0,P12L14C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,15,5,P12L15C05,0.0,0.0,P12L15C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,16,5,P12L16C05,0.0,0.0,P12L16C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,12,,17,5,P12L17C05,0.0,0.0,P12L17C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,14,,5,1,P14L05C01,4.0,4.0,P14L05C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,14,,5,2,P14L05C02,57.0,57.0,P14L05C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,14,,5,3,P14L05C03,3.0,3.0,P14L05C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,14,,6,1,P14L06C01,1.0,1.0,P14L06C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,14,,8,1,P14L08C01,0.0,0.0,P14L08C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,17,,1,1,P17L01C01,0.0,0.0,P17L01C01,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,17,,1,2,P17L01C02,1.0,1.0,P17L01C02,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,17,,1,3,P17L01C03,2.0,2.0,P17L01C03,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,17,,1,4,P17L01C04,0.0,0.0,P17L01C04,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,17,,1,5,P17L01C05,1.0,1.0,P17L01C05,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
2018-2019,2018,AS480A,03,11045135,CIUSSS de la Capitale-Nationale,17,,1,6,P17L01C06,4.0,4.0,P17L01C06,Archives\AS480\2018-2019\AS480A_BD_2018_2019.csv,AS480A
