exercice,fichier,feuille,page,type_onglet,cellules_source,lignes_ecrites,statut
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P05L20,05,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P05L21,05,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P05L22,05,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P06C01,06,colonne_fixe,240,240,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P06C02,06,colonne_fixe,240,240,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P06C03,06,colonne_fixe,240,240,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P06C04,06,colonne_fixe,240,240,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P06C05,06,colonne_fixe,240,240,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L01,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L02,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L03,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L04,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L05,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L06,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L07,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L08,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L09,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L10,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L11,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L12,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L13,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L14,07,ligne_fixe,105,105,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L15,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L16,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L17,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L18,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L19,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L20,07,ligne_fixe,75,75,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L21,07,ligne_fixe,105,105,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P07L22À27,07,plage,90,90,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P08L01ET02,08,plage,32,32,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P08L03À16,08,plage,224,224,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P08L17À22,08,plage,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P09L01À12,09,plage,192,192,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P10L01,10,ligne_fixe,144,144,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P10L02à06,10,plage,80,80,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P11C01,11,colonne_fixe,224,224,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P12C01,12,colonne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P12C02,12,colonne_fixe,128,128,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P12C03,12,colonne_fixe,80,80,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P12C04,12,colonne_fixe,80,80,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P12C05,12,colonne_fixe,128,128,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P13L01À03,13,plage,135,135,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P13L04À06,13,plage,135,135,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P13L07,13,ligne_fixe,45,45,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P14L01ÀL05,14,plage,240,240,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P14L06ÀL09,14,plage,64,64,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P15C01,15,colonne_fixe,400,400,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P15C02,15,colonne_fixe,400,400,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P15C03,15,colonne_fixe,400,400,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P15C04,15,colonne_fixe,400,400,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P15C05,15,colonne_fixe,400,400,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P15C06,15,colonne_fixe,400,400,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P15C07,15,colonne_fixe,400,400,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P15C08,15,colonne_fixe,432,432,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L01,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L02,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L03,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L04,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L05,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L06,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L07,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L08,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L09,17,ligne_fixe,32,32,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L10,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L11,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L12,17,ligne_fixe,96,96,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L13,17,ligne_fixe,64,64,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P17L14&15,17,plage,32,32,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P18L01,18,ligne_fixe,90,90,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P18L02,18,ligne_fixe,90,90,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P18L03,18,ligne_fixe,90,90,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P18L04,18,ligne_fixe,90,90,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P18L05,18,ligne_fixe,90,90,ok
2013-2014,BD-AS-480-General-Autochtone-2013-2014.xlsx,P18L06,18,ligne_fixe,90,90,ok
