jeu,exercice,epoque,deficience,groupe_age,est_total,rss,rss_nom,code_plc,effectif
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,4,Mauricie et Centre-du-Québec,P23L01C06,494
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,4,Mauricie et Centre-du-Québec,P23L01C02,114
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,4,Mauricie et Centre-du-Québec,P23L01C07,134
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,4,Mauricie et Centre-du-Québec,P23L01C08,49
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,4,Mauricie et Centre-du-Québec,P23L01C09,1601
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,5,Estrie,P23L01C01,34
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,5,Estrie,P23L01C03,48
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,5,Estrie,P23L01C04,68
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,5,Estrie,P23L01C05,362
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,5,Estrie,P23L01C06,325
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,5,Estrie,P23L01C02,36
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,5,Estrie,P23L01C07,92
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,5,Estrie,P23L01C08,12
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,5,Estrie,P23L01C09,977
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,6,Montréal,P23L01C01,253
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,6,Montréal,P23L01C03,325
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,6,Montréal,P23L01C04,302
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,6,Montréal,P23L01C05,1629
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,6,Montréal,P23L01C06,1656
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,6,Montréal,P23L01C02,322
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,6,Montréal,P23L01C07,296
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,6,Montréal,P23L01C08,45
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,6,Montréal,P23L01C09,4828
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,7,Outaouais,P23L01C01,64
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,7,Outaouais,P23L01C03,62
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,7,Outaouais,P23L01C04,49
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,7,Outaouais,P23L01C05,193
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,7,Outaouais,P23L01C06,222
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,7,Outaouais,P23L01C02,90
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,7,Outaouais,P23L01C07,40
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,7,Outaouais,P23L01C08,9
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,7,Outaouais,P23L01C09,729
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,8,Abitibi-Témiscamingue,P23L01C01,24
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,8,Abitibi-Témiscamingue,P23L01C03,55
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,8,Abitibi-Témiscamingue,P23L01C04,54
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,8,Abitibi-Témiscamingue,P23L01C05,178
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,8,Abitibi-Témiscamingue,P23L01C06,156
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,8,Abitibi-Témiscamingue,P23L01C02,82
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,8,Abitibi-Témiscamingue,P23L01C07,21
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,8,Abitibi-Témiscamingue,P23L01C08,3
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,8,Abitibi-Témiscamingue,P23L01C09,573
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,9,Côte-Nord,P23L01C01,14
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,9,Côte-Nord,P23L01C03,13
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,9,Côte-Nord,P23L01C04,11
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,9,Côte-Nord,P23L01C05,55
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,9,Côte-Nord,P23L01C06,112
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,9,Côte-Nord,P23L01C02,21
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,9,Côte-Nord,P23L01C07,13
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,9,Côte-Nord,P23L01C08,5
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,9,Côte-Nord,P23L01C09,244
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C01,7
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C03,22
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C04,17
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C05,85
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C06,132
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C02,19
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C07,30
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C08,13
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,11,Gaspésie–Îles-de-la-Madeleine,P23L01C09,325
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,12,Chaudière-Appalaches,P23L01C01,88
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,12,Chaudière-Appalaches,P23L01C03,59
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,12,Chaudière-Appalaches,P23L01C04,76
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,12,Chaudière-Appalaches,P23L01C05,436
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,12,Chaudière-Appalaches,P23L01C06,334
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,12,Chaudière-Appalaches,P23L01C02,81
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,12,Chaudière-Appalaches,P23L01C07,62
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,12,Chaudière-Appalaches,P23L01C08,26
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,12,Chaudière-Appalaches,P23L01C09,1162
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,13,Laval,P23L01C01,51
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,13,Laval,P23L01C03,62
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,13,Laval,P23L01C04,62
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,13,Laval,P23L01C05,299
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,13,Laval,P23L01C06,232
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,13,Laval,P23L01C02,62
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,13,Laval,P23L01C07,39
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,13,Laval,P23L01C08,13
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,13,Laval,P23L01C09,820
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,14,Lanaudière,P23L01C01,67
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,14,Lanaudière,P23L01C03,86
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,14,Lanaudière,P23L01C04,72
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,14,Lanaudière,P23L01C05,337
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,14,Lanaudière,P23L01C06,254
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,14,Lanaudière,P23L01C02,86
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,14,Lanaudière,P23L01C07,40
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,14,Lanaudière,P23L01C08,9
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,14,Lanaudière,P23L01C09,951
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,15,Laurentides,P23L01C01,47
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,15,Laurentides,P23L01C03,80
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,15,Laurentides,P23L01C04,100
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,15,Laurentides,P23L01C05,516
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,15,Laurentides,P23L01C06,376
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,15,Laurentides,P23L01C02,97
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,15,Laurentides,P23L01C07,68
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,15,Laurentides,P23L01C08,15
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,15,Laurentides,P23L01C09,1299
effectifs_population_historique,2017-2018,nouveau,DI,0 à 4 ans,False,16,Montérégie,P23L01C01,104
effectifs_population_historique,2017-2018,nouveau,DI,12 à 17 ans,False,16,Montérégie,P23L01C03,178
effectifs_population_historique,2017-2018,nouveau,DI,18 à 21 ans,False,16,Montérégie,P23L01C04,195
effectifs_population_historique,2017-2018,nouveau,DI,22 à 44 ans,False,16,Montérégie,P23L01C05,1082
effectifs_population_historique,2017-2018,nouveau,DI,45 à 64 ans,False,16,Montérégie,P23L01C06,903
effectifs_population_historique,2017-2018,nouveau,DI,5 à 11 ans,False,16,Montérégie,P23L01C02,174
effectifs_population_historique,2017-2018,nouveau,DI,65 à 74 ans,False,16,Montérégie,P23L01C07,146
effectifs_population_historique,2017-2018,nouveau,DI,75 ans et plus,False,16,Montérégie,P23L01C08,17
effectifs_population_historique,2017-2018,nouveau,DI,Total,True,16,Montérégie,P23L01C09,2799
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,1,Bas-Saint-Laurent,P23L01C01,36
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,1,Bas-Saint-Laurent,P23L01C03,53
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,1,Bas-Saint-Laurent,P23L01C04,37
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,1,Bas-Saint-Laurent,P23L01C05,196
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,1,Bas-Saint-Laurent,P23L01C06,234
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,1,Bas-Saint-Laurent,P23L01C02,65
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,1,Bas-Saint-Laurent,P23L01C07,24
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,1,Bas-Saint-Laurent,P23L01C08,4
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,1,Bas-Saint-Laurent,P23L01C09,649
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C01,72
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C03,63
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C04,47
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C05,372
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C06,334
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C02,68
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C07,89
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,2,Saguenay–Lac-Saint-Jean,P23L01C08,25
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,2,Saguenay–Lac-Saint-Jean,P23L01C09,1070
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,3,Capitale-Nationale,P23L01C01,51
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,3,Capitale-Nationale,P23L01C03,103
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,3,Capitale-Nationale,P23L01C04,109
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,3,Capitale-Nationale,P23L01C05,751
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,3,Capitale-Nationale,P23L01C06,702
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,3,Capitale-Nationale,P23L01C02,108
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,3,Capitale-Nationale,P23L01C07,239
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,3,Capitale-Nationale,P23L01C08,93
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,3,Capitale-Nationale,P23L01C09,2156
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,4,Mauricie et Centre-du-Québec,P23L01C01,82
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,4,Mauricie et Centre-du-Québec,P23L01C03,87
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,4,Mauricie et Centre-du-Québec,P23L01C04,97
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,4,Mauricie et Centre-du-Québec,P23L01C05,545
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,4,Mauricie et Centre-du-Québec,P23L01C06,381
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,4,Mauricie et Centre-du-Québec,P23L01C02,136
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,4,Mauricie et Centre-du-Québec,P23L01C07,73
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,4,Mauricie et Centre-du-Québec,P23L01C08,24
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,4,Mauricie et Centre-du-Québec,P23L01C09,1425
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,5,Estrie,P23L01C01,30
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,5,Estrie,P23L01C03,54
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,5,Estrie,P23L01C04,68
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,5,Estrie,P23L01C05,360
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,5,Estrie,P23L01C06,320
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,5,Estrie,P23L01C02,36
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,5,Estrie,P23L01C07,98
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,5,Estrie,P23L01C08,12
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,5,Estrie,P23L01C09,978
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,6,Montréal,P23L01C01,248
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,6,Montréal,P23L01C03,311
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,6,Montréal,P23L01C04,283
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,6,Montréal,P23L01C05,1658
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,6,Montréal,P23L01C06,1598
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,6,Montréal,P23L01C02,320
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,6,Montréal,P23L01C07,324
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,6,Montréal,P23L01C08,48
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,6,Montréal,P23L01C09,4790
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,7,Outaouais,P23L01C01,63
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,7,Outaouais,P23L01C03,66
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,7,Outaouais,P23L01C04,44
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,7,Outaouais,P23L01C05,184
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,7,Outaouais,P23L01C06,118
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,7,Outaouais,P23L01C02,88
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,7,Outaouais,P23L01C07,11
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,7,Outaouais,P23L01C08,1
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,7,Outaouais,P23L01C09,575
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,8,Abitibi-Témiscamingue,P23L01C01,26
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,8,Abitibi-Témiscamingue,P23L01C03,43
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,8,Abitibi-Témiscamingue,P23L01C04,50
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,8,Abitibi-Témiscamingue,P23L01C05,170
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,8,Abitibi-Témiscamingue,P23L01C06,157
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,8,Abitibi-Témiscamingue,P23L01C02,84
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,8,Abitibi-Témiscamingue,P23L01C07,23
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,8,Abitibi-Témiscamingue,P23L01C08,4
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,8,Abitibi-Témiscamingue,P23L01C09,557
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,9,Côte-Nord,P23L01C01,9
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,9,Côte-Nord,P23L01C03,15
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,9,Côte-Nord,P23L01C04,12
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,9,Côte-Nord,P23L01C05,55
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,9,Côte-Nord,P23L01C06,111
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,9,Côte-Nord,P23L01C02,23
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,9,Côte-Nord,P23L01C07,16
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,9,Côte-Nord,P23L01C08,4
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,9,Côte-Nord,P23L01C09,245
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C01,5
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C03,21
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C04,17
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C05,75
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C06,115
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C02,21
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C07,28
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,11,Gaspésie–Îles-de-la-Madeleine,P23L01C08,12
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,11,Gaspésie–Îles-de-la-Madeleine,P23L01C09,294
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,12,Chaudière-Appalaches,P23L01C01,85
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,12,Chaudière-Appalaches,P23L01C03,66
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,12,Chaudière-Appalaches,P23L01C04,67
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,12,Chaudière-Appalaches,P23L01C05,438
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,12,Chaudière-Appalaches,P23L01C06,321
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,12,Chaudière-Appalaches,P23L01C02,82
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,12,Chaudière-Appalaches,P23L01C07,58
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,12,Chaudière-Appalaches,P23L01C08,28
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,12,Chaudière-Appalaches,P23L01C09,1145
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,13,Laval,P23L01C01,54
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,13,Laval,P23L01C03,55
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,13,Laval,P23L01C04,55
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,13,Laval,P23L01C05,247
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,13,Laval,P23L01C06,191
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,13,Laval,P23L01C02,56
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,13,Laval,P23L01C07,35
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,13,Laval,P23L01C08,14
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,13,Laval,P23L01C09,707
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,14,Lanaudière,P23L01C01,65
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,14,Lanaudière,P23L01C03,76
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,14,Lanaudière,P23L01C04,63
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,14,Lanaudière,P23L01C05,267
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,14,Lanaudière,P23L01C06,141
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,14,Lanaudière,P23L01C02,108
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,14,Lanaudière,P23L01C07,23
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,14,Lanaudière,P23L01C08,5
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,14,Lanaudière,P23L01C09,748
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,15,Laurentides,P23L01C01,49
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,15,Laurentides,P23L01C03,79
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,15,Laurentides,P23L01C04,102
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,15,Laurentides,P23L01C05,520
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,15,Laurentides,P23L01C06,373
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,15,Laurentides,P23L01C02,82
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,15,Laurentides,P23L01C07,71
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,15,Laurentides,P23L01C08,17
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,15,Laurentides,P23L01C09,1293
effectifs_population_historique,2018-2019,nouveau,DI,0 à 4 ans,False,16,Montérégie,P23L01C01,123
effectifs_population_historique,2018-2019,nouveau,DI,12 à 17 ans,False,16,Montérégie,P23L01C03,183
effectifs_population_historique,2018-2019,nouveau,DI,18 à 21 ans,False,16,Montérégie,P23L01C04,183
effectifs_population_historique,2018-2019,nouveau,DI,22 à 44 ans,False,16,Montérégie,P23L01C05,1060
effectifs_population_historique,2018-2019,nouveau,DI,45 à 64 ans,False,16,Montérégie,P23L01C06,859
effectifs_population_historique,2018-2019,nouveau,DI,5 à 11 ans,False,16,Montérégie,P23L01C02,152
effectifs_population_historique,2018-2019,nouveau,DI,65 à 74 ans,False,16,Montérégie,P23L01C07,163
effectifs_population_historique,2018-2019,nouveau,DI,75 ans et plus,False,16,Montérégie,P23L01C08,18
effectifs_population_historique,2018-2019,nouveau,DI,Total,True,16,Montérégie,P23L01C09,2741
effectifs_population_historique,2019-2020,nouveau,DI,0 à 4 ans,False,1,Bas-Saint-Laurent,P23L01C01,41
effectifs_population_historique,2019-2020,nouveau,DI,12 à 17 ans,False,1,Bas-Saint-Laurent,P23L01C03,51
effectifs_population_historique,2019-2020,nouveau,DI,18 à 21 ans,False,1,Bas-Saint-Laurent,P23L01C04,38
effectifs_population_historique,2019-2020,nouveau,DI,22 à 44 ans,False,1,Bas-Saint-Laurent,P23L01C05,197
effectifs_population_historique,2019-2020,nouveau,DI,45 à 64 ans,False,1,Bas-Saint-Laurent,P23L01C06,227
effectifs_population_historique,2019-2020,nouveau,DI,5 à 11 ans,False,1,Bas-Saint-Laurent,P23L01C02,63
effectifs_population_historique,2019-2020,nouveau,DI,65 à 74 ans,False,1,Bas-Saint-Laurent,P23L01C07,12
effectifs_population_historique,2019-2020,nouveau,DI,75 ans et plus,False,1,Bas-Saint-Laurent,P23L01C08,4
effectifs_population_historique,2019-2020,nouveau,DI,Total,True,1,Bas-Saint-Laurent,P23L01C09,633
effectifs_population_historique,2019-2020,nouveau,DI,0 à 4 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C01,80
effectifs_population_historique,2019-2020,nouveau,DI,12 à 17 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C03,47
effectifs_population_historique,2019-2020,nouveau,DI,18 à 21 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C04,56
effectifs_population_historique,2019-2020,nouveau,DI,22 à 44 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C05,358
effectifs_population_historique,2019-2020,nouveau,DI,45 à 64 ans,False,2,Saguenay–Lac-Saint-Jean,P23L01C06,323
