jeu,exercice,centre_activites_code,centre_activites,programme,montant
depenses_par_activites,2018-2019,6351,Inhalothérapie à domicile,Déficience physique,1961944.89
depenses_par_activites,2018-2019,6946,Internat - Déficience physique,Déficience physique,32121756.0
depenses_par_activites,2018-2019,6051,Médecine,Déficience physique,3015765.63
depenses_par_activites,2018-2019,7111,Nutrition à domicile,Déficience physique,2039770.69
depenses_par_activites,2018-2019,6862,Orthophonie,Déficience physique,2943845.9
depenses_par_activites,2018-2019,6801,Pharmacie - Déficience motrice,Déficience physique,2248386.0
depenses_par_activites,2018-2019,6804,Pharmacie - Usagers hospitalisés,Déficience physique,1801800.28
depenses_par_activites,2018-2019,6805,Pharmacie - usagers hébergés,Déficience physique,601178.26
depenses_par_activites,2018-2019,6870,Physiothérapie,Déficience physique,8394659.38
depenses_par_activites,2018-2019,7162,Physiothérapie à domicile,Déficience physique,4878457.06
depenses_par_activites,2018-2019,7163,Prêt d'équipement aux usagers des services à domicile,Déficience physique,2560990.01
depenses_par_activites,2018-2019,6564,Psychologie,Déficience physique,1893416.6
depenses_par_activites,2018-2019,5517,Ressources intermédiaires - Déficience physique,Déficience physique,16844190.0
depenses_par_activites,2018-2019,7042,Ressources résidentielles - Assistance résidentielle continue (déficience physique),Déficience physique,6823925.0
depenses_par_activites,2018-2019,7052,Ressources résidentielles avec allocations pour assistance continue - Déficience physique,Déficience physique,306206.0
depenses_par_activites,2018-2019,8020,Réadaptation pour adultes - Déficience motrice,Déficience physique,96266776.0
depenses_par_activites,2018-2019,8030,Réadaptation pour enfants - Déficience motrice,Déficience physique,56475458.0
depenses_par_activites,2018-2019,5537,Résidences d'accueil - Déficience physique,Déficience physique,2616503.0
depenses_par_activites,2018-2019,6390,Service de soins spirituels,Déficience physique,133605.01
depenses_par_activites,2018-2019,6561,Services psychosociaux à domicile,Déficience physique,24764951.84
depenses_par_activites,2018-2019,6565,Services sociaux,Déficience physique,2507815.12
depenses_par_activites,2018-2019,6160,Soins d'assistance aux personnes en pertes d'autonomie,Déficience physique,711564.0
depenses_par_activites,2018-2019,6060,Soins infirmiers aux personnes en perte d'autonomie,Déficience physique,1820812.0
depenses_par_activites,2018-2019,6080,Soins infirmiers et d'assistance en unité de réadaptation fonctionnelle intensive,Déficience physique,22152356.25
depenses_par_activites,2018-2019,6173,Soins infirmiers à domicile réguliers (non répartis),Déficience physique,30332009.61
depenses_par_activites,2018-2019,7081,Soutien aux familles de personnes ayant une déficience physique,Déficience physique,9567951.0
depenses_par_activites,2018-2019,5557,Suivi professionnel des usagers en RI - RTF - Déficience physique,Déficience physique,120051.0
depenses_par_activites,2018-2019,7022,Support des stages en milieu de travail - Déficience physique,Déficience physique,2946.0
depenses_par_activites,2018-2019,7690,Transport externe des usagers,Déficience physique,1202738.63
depenses_par_activites,2018-2019,6321,Unité de retraitement des dispositifs médicaux - Déficience motrice,Déficience physique,10857.0
depenses_par_activites,2018-2019,8002,"Évaluation, expertise et orientation - Déficience physique",Déficience physique,4080949.0
depenses_par_activites,2018-2019,7988,Activités spéciales - Dépendances,Dépendances,587607.0
depenses_par_activites,2018-2019,7983,Activités spéciales - Santé mentale,Dépendances,103625.0
depenses_par_activites,2018-2019,5545,Autres ressources - Dépendances,Dépendances,3197248.0
depenses_par_activites,2018-2019,,Crédits des organismes communautaires,Dépendances,32765694.0
depenses_par_activites,2018-2019,6340,Désintoxication interne en milieu hospitalier,Dépendances,2913252.0
depenses_par_activites,2018-2019,6430,Encadrement des ressources,Dépendances,112182.68
depenses_par_activites,2018-2019,7158,Gestion et soutien aux programmes (hors territoire),Dépendances,1549468.08
depenses_par_activites,2018-2019,7153,"Gestion et soutien aux programmes - Centre de réadaptation (Toxicomanes, DP)",Dépendances,6279708.96
depenses_par_activites,2018-2019,6804,Pharmacie - Usagers hospitalisés,Dépendances,110148.1
depenses_par_activites,2018-2019,5515,Ressources intermédiaires - Dépendances,Dépendances,1420851.0
depenses_par_activites,2018-2019,5535,Résidences d'accueil - Dépendances,Dépendances,99474.0
depenses_par_activites,2018-2019,6680,Services externes en toxicomanie,Dépendances,55783142.0
depenses_par_activites,2018-2019,6670,Services spécialisés en toxicomanie - Usagers admis,Dépendances,28334354.0
depenses_par_activites,2018-2019,7690,Transport externe des usagers,Dépendances,241660.15
depenses_par_activites,2018-2019,6690,Unité d'intervention brève de traitement en toxicomanie,Dépendances,1415417.0
depenses_par_activites,2018-2019,7994,Activités spéciales - Gestion des bâtiments et des équipements,Gestion des bâtiments,1305054.0
depenses_par_activites,2018-2019,7801,Entretien du parc immobilier et du parc d'équipement non médical et mobilier (propriété CHQ ou établissement public),Gestion des bâtiments,392867533.0
depenses_par_activites,2018-2019,7805,Entretien et réparation des espaces loués (établissement public),Gestion des bâtiments,3129002.0
depenses_par_activites,2018-2019,7802,Entretien et réparation des équipements médicaux,Gestion des bâtiments,133072314.0
depenses_par_activites,2018-2019,7807,Entretien et réparation du parc immobilier et du parc d'équipement non médical et mobilier - Autres,Gestion des bâtiments,19969831.0
depenses_par_activites,2018-2019,7703,Fonctionnement des installations - Autres,Gestion des bâtiments,654135271.0
depenses_par_activites,2018-2019,7701,Fonctionnement des installations - Internat pour personnes ayant une déficience intellectuelle,Gestion des bâtiments,709346.0
depenses_par_activites,2018-2019,7702,Fonctionnement des installations - Internat pour personnes ayant une déficience physique,Gestion des bâtiments,816673.0
depenses_par_activites,2018-2019,7650,Gestion des déchets biomédicaux,Gestion des bâtiments,16183717.0
depenses_par_activites,2018-2019,7646,Hygiène et salubrité - Désinfection suite à des transferts ou départs,Gestion des bâtiments,33432242.0
depenses_par_activites,2018-2019,7645,Hygiène et salubrité - Tâches fonctionnelles,Gestion des bâtiments,25380469.0
depenses_par_activites,2018-2019,7644,Hygiène et salubrité - Tâches opérationnnelles,Gestion des bâtiments,459220385.0
depenses_par_activites,2018-2019,7806,Maintien d'actifs immobiliers (propriété CHQ ou établissement public),Gestion des bâtiments,6537504.0
depenses_par_activites,2018-2019,7710,Sécurité,Gestion des bâtiments,107818457.0
depenses_par_activites,2018-2019,5100,Accueil à la jeunesse (LPJ - LSJPA - LSSSS),Jeunes en difficulté,23775803.0
depenses_par_activites,2018-2019,7989,Activités spéciales - Jeunes en difficulté,Jeunes en difficulté,1031386.0
depenses_par_activites,2018-2019,7107,"Adaptation et soutien à la personne, à la famille et aux proches - Jeunes multiproblématiques",Jeunes en difficulté,300.0
depenses_par_activites,2018-2019,5870,Adoption (LSSSS),Jeunes en difficulté,12515259.0
depenses_par_activites,2018-2019,5402,Assistance et support aux jeunes et à la famille - LPJ - LSSSS,Jeunes en difficulté,230627239.0
depenses_par_activites,2018-2019,5401,Assistance et support aux jeunes et à la famille - LSJPA,Jeunes en difficulté,15979641.0
depenses_par_activites,2018-2019,5541,Autres ressources - Jeunes en difficulté,Jeunes en difficulté,9950537.0
depenses_par_activites,2018-2019,5601,Centre de jour pour jeunes (LPJ - LSJPA - LSSSS),Jeunes en difficulté,2298943.0
depenses_par_activites,2018-2019,5850,Contentieux (LPJ - LSJPA - LSSSS),Jeunes en difficulté,25475435.0
depenses_par_activites,2018-2019,,Crédits des organismes communautaires,Jeunes en difficulté,95503354.0
depenses_par_activites,2018-2019,5202,Demande d'intervention auprès des jeunes contrevenants (LSJPA),Jeunes en difficulté,9154949.0
depenses_par_activites,2018-2019,6430,Encadrement des ressources,Jeunes en difficulté,25461501.34
depenses_par_activites,2018-2019,6370,Enseignement scolaire,Jeunes en difficulté,1233532.0
depenses_par_activites,2018-2019,5810,Expertise à la Cour supérieure (LSSSS),Jeunes en difficulté,3830078.0
depenses_par_activites,2018-2019,5521,Familles d'accueil - Jeunes en difficulté,Jeunes en difficulté,289389693.0
depenses_par_activites,2018-2019,6989,Foyer de groupe - Jeunes en difficulté (LPJ - LSJPA - LSSSS),Jeunes en difficulté,50093661.0
depenses_par_activites,2018-2019,7152,Gestion et soutien aux autres programmes,Jeunes en difficulté,27203686.41
depenses_par_activites,2018-2019,7158,Gestion et soutien aux programmes (hors territoire),Jeunes en difficulté,3908226.08
depenses_par_activites,2018-2019,5203,Mécanismes d'accès (LPJ - LSJPA - LSSSS),Jeunes en difficulté,8052964.0
depenses_par_activites,2018-2019,5820,Médiation familiale (LSSSS),Jeunes en difficulté,146171.0
depenses_par_activites,2018-2019,5580,Postulants familles d'accueil de proximité - Jeunes en difficulté,Jeunes en difficulté,10923362.0
depenses_par_activites,2018-2019,5603,Programme de qualification des jeunes (PQJ) (LPJ - LSJPA - LSSSS),Jeunes en difficulté,6873901.0
depenses_par_activites,2018-2019,5830,Recherche d'antécédents et retrouvailles (LSSSS),Jeunes en difficulté,2190227.0
depenses_par_activites,2018-2019,5511,Ressources intermédiaires - Jeunes en difficulté,Jeunes en difficulté,23525350.0
depenses_par_activites,2018-2019,5700,Révision des mesures (LPJ),Jeunes en difficulté,10462510.0
depenses_par_activites,2018-2019,5860,Santé des jeunes (LPJ - LSJPA - LSSSS),Jeunes en difficulté,6511793.0
depenses_par_activites,2018-2019,5602,Services d'apprentissage aux habitudes de travail (LPJ - LSJPA - LSSSS),Jeunes en difficulté,2243673.0
depenses_par_activites,2018-2019,5910,Services psychosociaux pour les jeunes en difficulté et leur famille,Jeunes en difficulté,151876567.0
depenses_par_activites,2018-2019,7690,Transport externe des usagers,Jeunes en difficulté,13718721.1
depenses_par_activites,2018-2019,5590,Tutelle à un enfant,Jeunes en difficulté,30862613.0
depenses_par_activites,2018-2019,5505,Unités de vie ouverts pour jeunes mères en difficulté d'adaptation (LPJ - LSSSS),Jeunes en difficulté,753143.0
depenses_par_activites,2018-2019,5502,Unités de vie pour jeunes - Garde fermée (LPJ - LSJPA),Jeunes en difficulté,46910980.0
depenses_par_activites,2018-2019,5501,Unités de vie pour jeunes - Garde ouverte (LPJ - LSJPA),Jeunes en difficulté,185264721.0
depenses_par_activites,2018-2019,5201,Évaluation / Orientation (L.P.J.),Jeunes en difficulté,80590366.0
depenses_par_activites,2018-2019,7983,Activités spéciales - Santé mentale,Santé mentale,925601.0
depenses_par_activites,2018-2019,6531,Aide à domicile régulière,Santé mentale,1446584.12
depenses_par_activites,2018-2019,6890,Animation-Loisirs,Santé mentale,1807700.49
depenses_par_activites,2018-2019,7013,Atelier de travail - Santé mentale,Santé mentale,1083439.0
depenses_par_activites,2018-2019,5543,Autres ressources - Santé mentale,Santé mentale,24184988.0
depenses_par_activites,2018-2019,7910,Besoins spéciaux,Santé mentale,1684141.13
depenses_par_activites,2018-2019,6978,Centre de jour en santé mentale - Adultes (18 - 100 ans),Santé mentale,3527621.0
depenses_par_activites,2018-2019,7002,Centre pour activités de jour - Santé mentale,Santé mentale,83087.0
depenses_par_activites,2018-2019,,Crédits des organismes communautaires,Santé mentale,115159205.0
depenses_par_activites,2018-2019,6430,Encadrement des ressources,Santé mentale,7993885.47
depenses_par_activites,2018-2019,6880,Ergothérapie,Santé mentale,8668609.68
depenses_par_activites,2018-2019,5523,Familles d'accueil - Santé mentale,Santé mentale,366285.0
depenses_par_activites,2018-2019,5950,Formation donnée par le personnel infirmier,Santé mentale,836515.44
depenses_par_activites,2018-2019,6986,Foyers de groupe en santé mentale - Adultes (18 - 100 ans),Santé mentale,24687588.0
depenses_par_activites,2018-2019,6985,Foyers de groupe en santé mentale - Jeunes (0 - 17 ans),Santé mentale,5493248.0
depenses_par_activites,2018-2019,7152,Gestion et soutien aux autres programmes,Santé mentale,47862676.18
depenses_par_activites,2018-2019,7158,Gestion et soutien aux programmes (hors territoire),Santé mentale,10900934.11
depenses_par_activites,2018-2019,7151,Gestion et soutien des services à domicile,Santé mentale,427290.77
depenses_par_activites,2018-2019,6280,Hôpital de jour en santé mentale,Santé mentale,11437643.0
depenses_par_activites,2018-2019,5922,Intervention et suivi de crise - Santé mentale,Santé mentale,6200871.0
depenses_par_activites,2018-2019,7033,Intégration à l'emploi - Santé mentale,Santé mentale,1104603.0
depenses_par_activites,2018-2019,6240,L'urgence,Santé mentale,65085943.28
depenses_par_activites,2018-2019,6803,Pharmacie - Usagers externes en CH,Santé mentale,8523916.72
depenses_par_activites,2018-2019,6804,Pharmacie - Usagers hospitalisés,Santé mentale,24841158.38
depenses_par_activites,2018-2019,6805,Pharmacie - usagers hébergés,Santé mentale,2126486.32
depenses_par_activites,2018-2019,6870,Physiothérapie,Santé mentale,1490735.83
depenses_par_activites,2018-2019,7163,Prêt d'équipement aux usagers des services à domicile,Santé mentale,53532.24
depenses_par_activites,2018-2019,6100,Psychiatrie légale,Santé mentale,59467916.0
depenses_par_activites,2018-2019,6564,Psychologie,Santé mentale,11954197.61
depenses_par_activites,2018-2019,5513,Ressources intermédiaires - Santé mentale,Santé mentale,122135659.0
depenses_par_activites,2018-2019,7043,Ressources résidentielles - Assistance résidentielle continue (santé mentale),Santé mentale,9062742.0
depenses_par_activites,2018-2019,7053,Ressources résidentielles avec allocations pour assistance continue - Santé mentale,Santé mentale,86511.0
depenses_par_activites,2018-2019,5533,Résidences d'accueil - Santé mentale,Santé mentale,63716984.0
depenses_par_activites,2018-2019,6390,Service de soins spirituels,Santé mentale,518408.14
depenses_par_activites,2018-2019,5930,Services ambulatoires de santé mentale en première ligne,Santé mentale,144954809.0
depenses_par_activites,2018-2019,6330,Services d'évaluation et de traitement de deuxième et troisième ligne en santé mentale,Santé mentale,140857955.0
depenses_par_activites,2018-2019,6561,Services psychosociaux à domicile,Santé mentale,1720899.35
depenses_par_activites,2018-2019,6565,Services sociaux,Santé mentale,19357818.67
depenses_par_activites,2018-2019,6172,Soins infirmiers à domicile (santé mentale),Santé mentale,1350953.0
depenses_par_activites,2018-2019,6173,Soins infirmiers à domicile réguliers (non répartis),Santé mentale,2946429.27
depenses_par_activites,2018-2019,5410,Soutien aux services de santé mentale (LSSSS),Santé mentale,7328238.0
depenses_par_activites,2018-2019,5940,Soutien dans la communauté aux personnes souffrant d'un trouble mental grave,Santé mentale,102960441.0
depenses_par_activites,2018-2019,5553,Suivi professionnel des usagers en RI - RTF - Santé mentale,Santé mentale,17937968.0
depenses_par_activites,2018-2019,7023,Support des stages en milieu de travail - Santé mentale,Santé mentale,122837.0
depenses_par_activites,2018-2019,7690,Transport externe des usagers,Santé mentale,627541.94
depenses_par_activites,2018-2019,6270,Unité d'hébergement et de soins de longue durée aux adultes avec diagnostic psychiatrique,Santé mentale,36455741.0
depenses_par_activites,2018-2019,6030,Unités d'hospitalisation en gérontopsychiatrie,Santé mentale,13754247.0
depenses_par_activites,2018-2019,6020,Unités d'hospitalisation en psychiatrie pour adultes,Santé mentale,257371858.0
depenses_par_activites,2018-2019,6010,Unités d'hospitalisation en pédopsychiatrie (0 - 17 ans),Santé mentale,29345763.0
depenses_par_activites,2018-2019,5504,Unités de vie pour jeunes - Santé mentale (LPJ - LSJPA - LSSSS),Santé mentale,22448259.0
depenses_par_activites,2018-2019,7982,Activités spéciales - Santé physique,Santé physique,29223686.0
depenses_par_activites,2018-2019,7981,Activités spéciales - Services généraux,Santé physique,3798870.0
depenses_par_activites,2018-2019,6531,Aide à domicile régulière,Santé physique,13745531.08
depenses_par_activites,2018-2019,6604,Anatomopathologie,Santé physique,83606315.0
depenses_par_activites,2018-2019,6836,Angioradiologie (excluant cardiaque),Santé physique,52560196.0
depenses_par_activites,2018-2019,6890,Animation-Loisirs,Santé physique,1567477.55
depenses_par_activites,2018-2019,6861,Audiologie,Santé physique,11202894.0
depenses_par_activites,2018-2019,6863,Audiologie et orthophonie - Autres en CLSC,Santé physique,528886.0
depenses_par_activites,2018-2019,6864,Audiologie et orthophonie à domicile,Santé physique,109981.0
depenses_par_activites,2018-2019,5542,Autres ressources - Santé physique,Santé physique,4273145.0
depenses_par_activites,2018-2019,6601,Banque de sang,Santé physique,32234192.0
depenses_par_activites,2018-2019,6260,Bloc opératoire,Santé physique,944624713.0
depenses_par_activites,2018-2019,6606,Centre de prélèvements,Santé physique,17251438.29
depenses_par_activites,2018-2019,6360,Centre de soins à la mère et au nouveau-né,Santé physique,257028235.0
depenses_par_activites,2018-2019,6650,Chambre hyperbare,Santé physique,1199872.0
depenses_par_activites,2018-2019,6052,Chirurgie,Santé physique,192447537.12
depenses_par_activites,2018-2019,6070,Chirurgie d'un jour,Santé physique,59532011.0
depenses_par_activites,2018-2019,6309,Consultation et suivi de la procréation assistée,Santé physique,2412675.0
depenses_par_activites,2018-2019,6302,Consultations externes spécialisées,Santé physique,211886630.0
depenses_par_activites,2018-2019,,Crédits des organismes communautaires,Santé physique,24047276.0
depenses_par_activites,2018-2019,6605,Cytologie,Santé physique,18808665.0
depenses_par_activites,2018-2019,6795,Dialyse péritonéale,Santé physique,24373030.0
depenses_par_activites,2018-2019,6602,Dépistage prénatal de la trisomie 21,Santé physique,2290029.0
depenses_par_activites,2018-2019,7395,Déplacement des personnes en hémodialyse,Santé physique,4369632.0
depenses_par_activites,2018-2019,7400,Déplacement des usagers,Santé physique,261207819.0
depenses_par_activites,2018-2019,6430,Encadrement des ressources,Santé physique,366306.14
depenses_par_activites,2018-2019,6770,Endoscopie,Santé physique,100381642.0
depenses_par_activites,2018-2019,6880,Ergothérapie,Santé physique,57201612.67
depenses_par_activites,2018-2019,7161,Ergothérapie à domicile,Santé physique,7969279.27
depenses_par_activites,2018-2019,5950,Formation donnée par le personnel infirmier,Santé physique,20177545.24
depenses_par_activites,2018-2019,7152,Gestion et soutien aux autres programmes,Santé physique,59173368.54
depenses_par_activites,2018-2019,7158,Gestion et soutien aux programmes (hors territoire),Santé physique,13092145.28
depenses_par_activites,2018-2019,7151,Gestion et soutien des services à domicile,Santé physique,7719132.36
depenses_par_activites,2018-2019,6609,Génétique médicale,Santé physique,23897837.0
depenses_par_activites,2018-2019,6794,Hémodialyse hors de l'unité de dialyse,Santé physique,2969107.0
depenses_par_activites,2018-2019,6792,Hémodialyse semi-autonome en unité de dialyse,Santé physique,6296707.0
depenses_par_activites,2018-2019,6791,Hémodialyse traditionnelle en unité de dialyse,Santé physique,149085028.0
depenses_par_activites,2018-2019,6793,Hémodialyse à domicile,Santé physique,4586146.0
depenses_par_activites,2018-2019,6750,Hémodynamie et électrophysiologie interventionnelle,Santé physique,174232039.0
depenses_par_activites,2018-2019,6180,Hôtellerie hospitalière,Santé physique,2557299.0
depenses_par_activites,2018-2019,6352,Inhalothérapie - Autres,Santé physique,151258240.0
depenses_par_activites,2018-2019,6351,Inhalothérapie à domicile,Santé physique,15763515.47
depenses_par_activites,2018-2019,7090,L'unité de médecine de jour,Santé physique,137626034.0
depenses_par_activites,2018-2019,6240,L'urgence,Santé physique,660266400.72
depenses_par_activites,2018-2019,6607,Laboratoires regroupés,Santé physique,456794453.0
depenses_par_activites,2018-2019,6837,Lithotripsie,Santé physique,367105.0
depenses_par_activites,2018-2019,6833,Mammographie,Santé physique,15185180.0
depenses_par_activites,2018-2019,6051,Médecine,Santé physique,537270070.57
depenses_par_activites,2018-2019,6056,Médecine et chirurgie (non répartie),Santé physique,669532780.0
depenses_par_activites,2018-2019,6780,Médecine nucléaire et TEP,Santé physique,92290947.0
depenses_par_activites,2018-2019,6838,Neuro-Angio-Radiologie,Santé physique,12807411.0
depenses_par_activites,2018-2019,7112,Nutrition - Autres,Santé physique,6964438.09
depenses_par_activites,2018-2019,7553,Nutrition clinique,Santé physique,67865609.0
depenses_par_activites,2018-2019,6250,Nutrition parentérale totale à domicile,Santé physique,6444021.0
depenses_par_activites,2018-2019,7111,Nutrition à domicile,Santé physique,2801033.59
depenses_par_activites,2018-2019,6862,Orthophonie,Santé physique,18190070.1
depenses_par_activites,2018-2019,6865,Orthophonie pour enfants en CLSC,Santé physique,14169930.0
depenses_par_activites,2018-2019,6803,Pharmacie - Usagers externes en CH,Santé physique,599783472.28
depenses_par_activites,2018-2019,6804,Pharmacie - Usagers hospitalisés,Santé physique,411591056.43
depenses_par_activites,2018-2019,6805,Pharmacie - usagers hébergés,Santé physique,1580709.57
depenses_par_activites,2018-2019,6806,Pharmacie en CLSC,Santé physique,9975439.0
depenses_par_activites,2018-2019,6610,Physiologie repiratoire,Santé physique,27179735.0
depenses_par_activites,2018-2019,6870,Physiothérapie,Santé physique,124429833.13
depenses_par_activites,2018-2019,7162,Physiothérapie à domicile,Santé physique,3437686.06
depenses_par_activites,2018-2019,6303,Planification familiale,Santé physique,4256954.0
depenses_par_activites,2018-2019,7163,Prêt d'équipement aux usagers des services à domicile,Santé physique,437467.33
depenses_par_activites,2018-2019,6564,Psychologie,Santé physique,19238049.72
depenses_par_activites,2018-2019,6055,Pédiatrie,Santé physique,88407750.0
depenses_par_activites,2018-2019,6840,Radio-oncologie,Santé physique,89294151.0
depenses_par_activites,2018-2019,6831,Radiologie générale,Santé physique,119298319.0
depenses_par_activites,2018-2019,5512,Ressources intermédiaires - Santé physique,Santé physique,609426.0
depenses_par_activites,2018-2019,8020,Réadaptation pour adultes - Déficience motrice,Santé physique,2025266.0
depenses_par_activites,2018-2019,6900,Réinsertion et intégration sociales (santé physique),Santé physique,1438696.0
depenses_par_activites,2018-2019,5532,Résidences d'accueil - Santé physique,Santé physique,38721.0
depenses_par_activites,2018-2019,6835,Résonance magnétique,Santé physique,38865067.0
depenses_par_activites,2018-2019,6390,Service de soins spirituels,Santé physique,11201188.26
depenses_par_activites,2018-2019,7060,Services d'oncologie et d'hémathologie,Santé physique,108713735.0
depenses_par_activites,2018-2019,6307,Services de santé courants,Santé physique,83321357.04
depenses_par_activites,2018-2019,6550,Services dentaires curatifs,Santé physique,11098474.0
depenses_par_activites,2018-2019,6561,Services psychosociaux à domicile,Santé physique,10734589.69
depenses_par_activites,2018-2019,6565,Services sociaux,Santé physique,69803591.89
depenses_par_activites,2018-2019,6080,Soins infirmiers et d'assistance en unité de réadaptation fonctionnelle intensive,Santé physique,33867176.75
depenses_par_activites,2018-2019,6171,Soins infirmiers spécialisés à domicile (santé physique),Santé physique,10443625.0
depenses_par_activites,2018-2019,6173,Soins infirmiers à domicile réguliers (non répartis),Santé physique,56063143.12
depenses_par_activites,2018-2019,6053,Soins intensifs,Santé physique,442542521.0
depenses_par_activites,2018-2019,6200,Soins spécialisés aux nouveau-nés (néonatologie),Santé physique,106556269.0
depenses_par_activites,2018-2019,5552,Suivi professionnel des usagers en RI - RTF - Santé physique,Santé physique,319551.0
depenses_par_activites,2018-2019,6839,Support à l'imagerie médicale,Santé physique,116615273.0
depenses_par_activites,2018-2019,6620,Sécurité tranfusionnelle et produits sanguins,Santé physique,384289421.0
depenses_par_activites,2018-2019,6834,Tomodensitométrie,Santé physique,59562874.0
depenses_par_activites,2018-2019,7690,Transport externe des usagers,Santé physique,2447887.27
depenses_par_activites,2018-2019,6832,Ultrasonographie,Santé physique,40544147.0
depenses_par_activites,2018-2019,6322,Unité de retraitement des dispositifs médicaux CLSC et CH,Santé physique,100602045.0
depenses_par_activites,2018-2019,6057,Unité des grands brûlés,Santé physique,7089508.0
depenses_par_activites,2018-2019,6796,Unité mobile d'hémodialyse,Santé physique,395281.0
depenses_par_activites,2018-2019,6710,Électrophysiologie,Santé physique,65013075.0
depenses_par_activites,2018-2019,7983,Activités spéciales - Santé mentale,Santé publique,51000.0
depenses_par_activites,2018-2019,7984,Activités spéciales - Santé publique,Santé publique,851059.0
depenses_par_activites,2018-2019,7993,Activités spéciales - Soutien aux services,Santé publique,2204096.0
depenses_par_activites,2018-2019,4140,Autres activités de santé publique,Santé publique,4070441.0
depenses_par_activites,2018-2019,,Crédits des organismes communautaires,Santé publique,65209611.0
depenses_par_activites,2018-2019,6608,Dépistage néonatal,Santé publique,3476044.0
depenses_par_activites,2018-2019,4116,"Développement, adaptation et intégration sociale adultes incluant personnes âgées",Santé publique,1646084.0
depenses_par_activites,2018-2019,4112,"Développement, adaptation et intégration sociale enfants (0 - 5 ans) et leur famille",Santé publique,50213233.0
depenses_par_activites,2018-2019,4114,"Développement, adaptation et intégration sociale jeunes (6 - 17 ans) et leur famille",Santé publique,18241956.0
depenses_par_activites,2018-2019,6765,Fonctions de soutien,Santé publique,3178305.0
depenses_par_activites,2018-2019,7158,Gestion et soutien aux programmes (hors territoire),Santé publique,3561430.65
depenses_par_activites,2018-2019,7157,Gestion et soutien aux programmes santé publique,Santé publique,12887550.0
depenses_par_activites,2018-2019,4120,Habitudes de vie et maladies chroniques,Santé publique,15181420.0
depenses_par_activites,2018-2019,4132,Immunisation et manifestations cliniques inhabituelles liées à l'immunisation,Santé publique,42694452.0
depenses_par_activites,2018-2019,7995,Lutte à une pandémie d'influenza,Santé publique,6495.0
depenses_par_activites,2018-2019,4131,"Maladies infectieuses à déclaration obligatoire, les signalements et les éclosions",Santé publique,5737251.0
depenses_par_activites,2018-2019,6763,Promotion de la santé et du bien-être,Santé publique,16850384.0
depenses_par_activites,2018-2019,4160,Promotion et soutien des pratiques cliniques préventives,Santé publique,1005874.0
depenses_par_activites,2018-2019,6764,Protection de la santé,Santé publique,21458076.0
depenses_par_activites,2018-2019,4133,Prévention des infections transmissibles sexuellement et par le sang,Santé publique,12263620.0
depenses_par_activites,2018-2019,6762,"Prévention des maladies, des problèmes psychosociaux et des traumatismes",Santé publique,12624925.0
depenses_par_activites,2018-2019,6540,Services dentaires préventifs,Santé publique,18278480.0
depenses_par_activites,2018-2019,4150,Soutien au développement des communautés et à l'action intersectorielle,Santé publique,29310816.0
depenses_par_activites,2018-2019,6761,Surveillance continue de l'état de santé de la population,Santé publique,8836679.0
depenses_par_activites,2018-2019,4134,Vaccination massive et urgente,Santé publique,2661.0
depenses_par_activites,2018-2019,6720,"Accueil, analyse, orientation et référence (A A O R) - Services sociaux généraux",Services généraux,30153341.0
depenses_par_activites,2018-2019,7981,Activités spéciales - Services généraux,Services généraux,1088067.0
depenses_par_activites,2018-2019,7993,Activités spéciales - Soutien aux services,Services généraux,447929.0
depenses_par_activites,2018-2019,6531,Aide à domicile régulière,Services généraux,2925925.59
depenses_par_activites,2018-2019,5960,Autres services téléphoniques régionaux,Services généraux,3694175.0
depenses_par_activites,2018-2019,6606,Centre de prélèvements,Services généraux,46003727.71
depenses_par_activites,2018-2019,6730,Consultation sociale et psychologique de courte durée,Services généraux,81862811.0
depenses_par_activites,2018-2019,,Crédits des organismes communautaires,Services généraux,155893265.0
depenses_par_activites,2018-2019,7161,Ergothérapie à domicile,Services généraux,3256778.87
depenses_par_activites,2018-2019,5950,Formation donnée par le personnel infirmier,Services généraux,1403320.83
depenses_par_activites,2018-2019,7152,Gestion et soutien aux autres programmes,Services généraux,41853695.82
depenses_par_activites,2018-2019,7158,Gestion et soutien aux programmes (hors territoire),Services généraux,25222568.98
depenses_par_activites,2018-2019,7154,Gestion et soutien d'une centrale,Services généraux,7688897.0
depenses_par_activites,2018-2019,7151,Gestion et soutien des services à domicile,Services généraux,6666488.66
depenses_par_activites,2018-2019,6090,Info-Santé 8-1-1,Services généraux,41292451.0
depenses_par_activites,2018-2019,5970,Info-social,Services généraux,14579482.0
depenses_par_activites,2018-2019,5921,Intervention de crise dans le milieu 24/7 - Services sociaux généraux,Services généraux,8665817.0
depenses_par_activites,2018-2019,7112,Nutrition - Autres,Services généraux,10774384.91
depenses_par_activites,2018-2019,7111,Nutrition à domicile,Services généraux,1425245.21
depenses_par_activites,2018-2019,7162,Physiothérapie à domicile,Services généraux,22613443.93
depenses_par_activites,2018-2019,5990,Pratique des sages-femmes,Services généraux,22075652.0
depenses_par_activites,2018-2019,7163,Prêt d'équipement aux usagers des services à domicile,Services généraux,146993.72
depenses_par_activites,2018-2019,6564,Psychologie,Services généraux,593583.1
depenses_par_activites,2018-2019,6510,Santé parentale et infantile,Services généraux,45920346.0
depenses_par_activites,2018-2019,6590,Santé scolaire,Services généraux,26507562.0
