jeu,exercice,centre_activites_code,centre_activites,programme,montant
depenses_par_activites,2013-2014,8001,"Accueil, évaluation et orientation - Déficience intellectuelle et TED",Déficience intellectuelle et TSA,4485752.0
depenses_par_activites,2013-2014,7107,"Adaptation et soutien à la personne, à la famille et aux proches - Jeunes multiproblématiques",Déficience intellectuelle et TSA,355060.0
depenses_par_activites,2013-2014,6531,Aide à domicile régulière,Déficience intellectuelle et TSA,10910699.07
depenses_par_activites,2013-2014,7011,Atelier de travail - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,7225291.1
depenses_par_activites,2013-2014,7999,Autres activités spéciales,Déficience intellectuelle et TSA,853982.0
depenses_par_activites,2013-2014,5546,Autres ressources - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,15108153.0
depenses_par_activites,2013-2014,,Crédits des organismes communautaires,Déficience intellectuelle et TSA,26685203.0
depenses_par_activites,2013-2014,7392,Déplacement des personnes présentant une déficience intellectuelle,Déficience intellectuelle et TSA,188130.0
depenses_par_activites,2013-2014,6430,Encadrement des ressources non institutionnelles (RNI),Déficience intellectuelle et TSA,17900164.2
depenses_par_activites,2013-2014,6370,Enseignement scolaire,Déficience intellectuelle et TSA,1888.0
depenses_par_activites,2013-2014,7161,Ergothérapie à domicile,Déficience intellectuelle et TSA,893233.12
depenses_par_activites,2013-2014,5526,Familles d'accueil - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,9900034.0
depenses_par_activites,2013-2014,7152,Gestion et soutien aux autres programmes,Déficience intellectuelle et TSA,3079923.55
depenses_par_activites,2013-2014,7151,Gestion et soutien des services à domicile,Déficience intellectuelle et TSA,3622587.86
depenses_par_activites,2013-2014,6945,Internat - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,23901584.0
depenses_par_activites,2013-2014,7031,Intégration à l'emploi - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,346416.0
depenses_par_activites,2013-2014,6800,Pharmacie,Déficience intellectuelle et TSA,141278.0
depenses_par_activites,2013-2014,7162,Physiothérapie à domicile,Déficience intellectuelle et TSA,52229.96
depenses_par_activites,2013-2014,7163,Prêt d'équipement aux usagers des services à domicile,Déficience intellectuelle et TSA,92094.76
depenses_par_activites,2013-2014,5516,Ressources intermédiaires - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,212755333.0
depenses_par_activites,2013-2014,7041,Ressources résidentielles - Assistance résidentielle continue (déficience intellectuelle et TED),Déficience intellectuelle et TSA,83765674.93
depenses_par_activites,2013-2014,7051,Ressources résidentielles avec allocations pour assistance continue - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,868539.0
depenses_par_activites,2013-2014,5536,Résidences d'accueil - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,126570450.0
depenses_par_activites,2013-2014,7101,Services aux usagers en milieu naturel - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,20974648.0
depenses_par_activites,2013-2014,7001,Services d'adaptation et de réadaptation en contexte d'intégration communautaire - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,27255330.89
depenses_par_activites,2013-2014,8050,Services d'adaptation et de réadaptation à la personne - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,276577441.0
depenses_par_activites,2013-2014,6910,Services d'assistance éducative spécialisée à la famille et aux proches - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,173497.0
depenses_par_activites,2013-2014,6920,Services de soutien spécialisé aux partenaires - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,42221.0
depenses_par_activites,2013-2014,6561,Services psychosociaux à domicile,Déficience intellectuelle et TSA,12105234.41
depenses_par_activites,2013-2014,6178,Soins infirmiers à domicile réguliers (hors-territoire),Déficience intellectuelle et TSA,1857.89
depenses_par_activites,2013-2014,6173,Soins infirmiers à domicile réguliers (non répartis),Déficience intellectuelle et TSA,2025631.16
depenses_par_activites,2013-2014,7083,Soutien aux familles de personnes ayant un trouble envahissant du développement (TED) - Allocations,Déficience intellectuelle et TSA,10070150.0
depenses_par_activites,2013-2014,7082,Soutien aux familles de personnes ayant une déficience intellectuelle,Déficience intellectuelle et TSA,11230370.0
depenses_par_activites,2013-2014,7180,Soutien aux programmes - CRDI,Déficience intellectuelle et TSA,49917203.97
depenses_par_activites,2013-2014,5556,Supervision et suivi des usagers en RNI - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,20944.0
depenses_par_activites,2013-2014,7025,Support des plateaux de travail - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,9047863.0
depenses_par_activites,2013-2014,7024,Support des stages individuels - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,6008056.0
depenses_par_activites,2013-2014,7690,Transport externe des usagers,Déficience intellectuelle et TSA,913760.5
depenses_par_activites,2014-2015,8001,"Accueil, évaluation et orientation - Déficience intellectuelle et TED",Déficience intellectuelle et TSA,4442058.0
depenses_par_activites,2014-2015,7107,"Adaptation et soutien à la personne, à la famille et aux proches - Jeunes multiproblématiques",Déficience intellectuelle et TSA,330204.0
depenses_par_activites,2014-2015,6531,Aide à domicile régulière,Déficience intellectuelle et TSA,12550935.82
depenses_par_activites,2014-2015,7011,Atelier de travail - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,6723645.0
depenses_par_activites,2014-2015,7999,Autres activités spéciales,Déficience intellectuelle et TSA,909379.0
depenses_par_activites,2014-2015,5546,Autres ressources - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,14858542.0
depenses_par_activites,2014-2015,,Crédits des organismes communautaires,Déficience intellectuelle et TSA,27189926.0
depenses_par_activites,2014-2015,7392,Déplacement des personnes présentant une déficience intellectuelle,Déficience intellectuelle et TSA,157899.0
depenses_par_activites,2014-2015,6430,Encadrement des ressources non institutionnelles (RNI),Déficience intellectuelle et TSA,17653788.03
depenses_par_activites,2014-2015,6370,Enseignement scolaire,Déficience intellectuelle et TSA,4336.0
depenses_par_activites,2014-2015,7161,Ergothérapie à domicile,Déficience intellectuelle et TSA,1051080.71
depenses_par_activites,2014-2015,5526,Familles d'accueil - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,10120916.0
depenses_par_activites,2014-2015,7152,Gestion et soutien aux autres programmes,Déficience intellectuelle et TSA,2971956.55
depenses_par_activites,2014-2015,7151,Gestion et soutien des services à domicile,Déficience intellectuelle et TSA,3481610.54
depenses_par_activites,2014-2015,6945,Internat - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,24150954.0
depenses_par_activites,2014-2015,7031,Intégration à l'emploi - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,340970.0
depenses_par_activites,2014-2015,6800,Pharmacie,Déficience intellectuelle et TSA,155274.0
depenses_par_activites,2014-2015,7162,Physiothérapie à domicile,Déficience intellectuelle et TSA,100587.84
depenses_par_activites,2014-2015,7163,Prêt d'équipement aux usagers des services à domicile,Déficience intellectuelle et TSA,128908.21
depenses_par_activites,2014-2015,5516,Ressources intermédiaires - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,214925900.0
depenses_par_activites,2014-2015,7041,Ressources résidentielles - Assistance résidentielle continue (déficience intellectuelle et TED),Déficience intellectuelle et TSA,78607522.73
depenses_par_activites,2014-2015,7051,Ressources résidentielles avec allocations pour assistance continue - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,881409.0
depenses_par_activites,2014-2015,5536,Résidences d'accueil - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,132095462.0
depenses_par_activites,2014-2015,7101,Services aux usagers en milieu naturel - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,22891066.0
depenses_par_activites,2014-2015,7001,Services d'adaptation et de réadaptation en contexte d'intégration communautaire - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,26080931.0
depenses_par_activites,2014-2015,8050,Services d'adaptation et de réadaptation à la personne - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,294015009.0
depenses_par_activites,2014-2015,6910,Services d'assistance éducative spécialisée à la famille et aux proches - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,209598.0
depenses_par_activites,2014-2015,6920,Services de soutien spécialisé aux partenaires - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,204198.0
depenses_par_activites,2014-2015,6561,Services psychosociaux à domicile,Déficience intellectuelle et TSA,13431279.1
depenses_par_activites,2014-2015,6178,Soins infirmiers à domicile réguliers (hors-territoire),Déficience intellectuelle et TSA,2018.72
depenses_par_activites,2014-2015,6173,Soins infirmiers à domicile réguliers (non répartis),Déficience intellectuelle et TSA,2505274.59
depenses_par_activites,2014-2015,7083,Soutien aux familles de personnes ayant un trouble envahissant du développement (TED) - Allocations,Déficience intellectuelle et TSA,10256144.0
depenses_par_activites,2014-2015,7082,Soutien aux familles de personnes ayant une déficience intellectuelle,Déficience intellectuelle et TSA,10764977.0
depenses_par_activites,2014-2015,7180,Soutien aux programmes - CRDI,Déficience intellectuelle et TSA,52512125.0
depenses_par_activites,2014-2015,5556,Supervision et suivi des usagers en RNI - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,15808.0
depenses_par_activites,2014-2015,7025,Support des plateaux de travail - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,7620283.0
depenses_par_activites,2014-2015,7024,Support des stages individuels - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,5067534.0
depenses_par_activites,2014-2015,7690,Transport externe des usagers,Déficience intellectuelle et TSA,1057800.0
depenses_par_activites,2015-2016,8001,"Accueil, évaluation et orientation - Déficience intellectuelle et TED",Déficience intellectuelle et TSA,4580653.0
depenses_par_activites,2015-2016,7101,"Adaptation et soutien à la personne, à la famille et aux proches - DI et TSA",Déficience intellectuelle et TSA,23641360.0
depenses_par_activites,2015-2016,7107,"Adaptation et soutien à la personne, à la famille et aux proches - Jeunes multiproblématiques",Déficience intellectuelle et TSA,317296.35
depenses_par_activites,2015-2016,6531,Aide à domicile régulière,Déficience intellectuelle et TSA,13586054.29
depenses_par_activites,2015-2016,7011,Atelier de travail - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,4697396.0
depenses_par_activites,2015-2016,5546,Autres ressources - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,17137898.0
depenses_par_activites,2015-2016,,Crédits des organismes communautaires,Déficience intellectuelle et TSA,27601897.0
depenses_par_activites,2015-2016,7392,Déplacement des personnes présentant une déficience intellectuelle,Déficience intellectuelle et TSA,155893.0
depenses_par_activites,2015-2016,6430,Encadrement des ressources,Déficience intellectuelle et TSA,12796631.67
depenses_par_activites,2015-2016,6370,Enseignement scolaire,Déficience intellectuelle et TSA,1433539.0
depenses_par_activites,2015-2016,7161,Ergothérapie à domicile,Déficience intellectuelle et TSA,1091381.06
depenses_par_activites,2015-2016,5526,Familles d'accueil - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,9130335.0
depenses_par_activites,2015-2016,7152,Gestion et soutien aux autres programmes,Déficience intellectuelle et TSA,4735463.43
depenses_par_activites,2015-2016,7158,Gestion et soutien aux programmes (hors territoire),Déficience intellectuelle et TSA,239823.7
depenses_par_activites,2015-2016,7151,Gestion et soutien des services à domicile,Déficience intellectuelle et TSA,3540766.61
depenses_par_activites,2015-2016,6945,Internat - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,22874636.0
depenses_par_activites,2015-2016,7031,Intégration à l'emploi - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,238641.0
depenses_par_activites,2015-2016,7162,Physiothérapie à domicile,Déficience intellectuelle et TSA,81392.84
depenses_par_activites,2015-2016,8110,"Planification, organisation et coordination des services (Agences)",Déficience intellectuelle et TSA,2739.38
depenses_par_activites,2015-2016,7163,Prêt d'équipement aux usagers des services à domicile,Déficience intellectuelle et TSA,153339.16
depenses_par_activites,2015-2016,5516,Ressources intermédiaires - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,209707537.0
depenses_par_activites,2015-2016,7041,Ressources résidentielles - Assistance résidentielle continue (déficience intellectuelle et TED),Déficience intellectuelle et TSA,76001080.0
depenses_par_activites,2015-2016,7051,Ressources résidentielles avec allocations pour assistance continue - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,826090.0
depenses_par_activites,2015-2016,5536,Résidences d'accueil - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,136250020.0
depenses_par_activites,2015-2016,7001,Services d'adaptation et de réadaptation en contexte d'intégration communautaire - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,26831479.0
depenses_par_activites,2015-2016,8050,Services d'adaptation et de réadaptation à la personne - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,298871278.0
depenses_par_activites,2015-2016,6910,Services d'assistance éducative spécialisée à la famille et aux proches - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,216300.0
depenses_par_activites,2015-2016,6920,Services de soutien spécialisé aux partenaires - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,148367.0
depenses_par_activites,2015-2016,6561,Services psychosociaux à domicile,Déficience intellectuelle et TSA,13902180.73
depenses_par_activites,2015-2016,6178,Soins infirmiers à domicile réguliers (hors-territoire),Déficience intellectuelle et TSA,254.0
depenses_par_activites,2015-2016,6173,Soins infirmiers à domicile réguliers (non répartis),Déficience intellectuelle et TSA,2412421.65
depenses_par_activites,2015-2016,7083,Soutien aux familles de personnes ayant un TSA - Allocations,Déficience intellectuelle et TSA,10693952.0
depenses_par_activites,2015-2016,7082,Soutien aux familles de personnes ayant une déficience intellectuelle,Déficience intellectuelle et TSA,10670255.0
depenses_par_activites,2015-2016,7180,Soutien aux programmes - CRDI,Déficience intellectuelle et TSA,49348705.0
depenses_par_activites,2015-2016,5556,Suivi professionnel des usagers en RI - RTF - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,437422.0
depenses_par_activites,2015-2016,7025,Support des plateaux de travail - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,7540068.0
depenses_par_activites,2015-2016,7024,Support des stages individuels - Déficience intellectuelle et TED,Déficience intellectuelle et TSA,4058395.0
depenses_par_activites,2015-2016,7690,Transport externe des usagers,Déficience intellectuelle et TSA,662586.67
depenses_par_activites,2016-2017,7992,Activités spéciales - Administration,Administration,11638702.0
depenses_par_activites,2016-2017,7993,Activités spéciales - Soutien aux services,Administration,1854396.0
depenses_par_activites,2016-2017,7304,Administration des services professionnnels,Administration,91663912.0
depenses_par_activites,2016-2017,7320,Administration des services techniques,Administration,40425014.0
depenses_par_activites,2016-2017,7303,Administration du personnel,Administration,354212509.0
depenses_par_activites,2016-2017,7302,Administration financière,Administration,223528180.0
depenses_par_activites,2016-2017,7306,Administration financière et du personnel (non réparti),Administration,1884322.0
depenses_par_activites,2016-2017,7307,Approvisionnement et services,Administration,128762700.0
depenses_par_activites,2016-2017,7301,Direction générale,Administration,210968611.0
depenses_par_activites,2016-2017,6766,"Direction, coordination et soutien administratif",Administration,17964069.0
depenses_par_activites,2016-2017,7158,Gestion et soutien aux programmes (hors territoire),Administration,322447.0
depenses_par_activites,2016-2017,7340,Informatique,Administration,339788608.0
depenses_par_activites,2016-2017,8001,"Accueil, évaluation et orientation - Déficience intellectuelle et TSA",Déficience intellectuelle et TSA,4782512.0
depenses_par_activites,2016-2017,7101,"Adaptation et soutien à la personne, à la famille et aux proches - DI et TSA",Déficience intellectuelle et TSA,27011197.0
depenses_par_activites,2016-2017,7107,"Adaptation et soutien à la personne, à la famille et aux proches - Jeunes multiproblématiques",Déficience intellectuelle et TSA,269387.0
depenses_par_activites,2016-2017,6531,Aide à domicile régulière,Déficience intellectuelle et TSA,13195923.92
depenses_par_activites,2016-2017,7011,Atelier de travail - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,4669276.0
depenses_par_activites,2016-2017,5546,Autres ressources - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,17689192.0
depenses_par_activites,2016-2017,,Crédits des organismes communautaires,Déficience intellectuelle et TSA,28243528.0
depenses_par_activites,2016-2017,7392,Déplacement des personnes présentant une déficience intellectuelle,Déficience intellectuelle et TSA,129538.0
depenses_par_activites,2016-2017,6430,Encadrement des ressources,Déficience intellectuelle et TSA,13514734.11
depenses_par_activites,2016-2017,7161,Ergothérapie à domicile,Déficience intellectuelle et TSA,1122305.36
depenses_par_activites,2016-2017,5526,Familles d'accueil - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,9939658.0
depenses_par_activites,2016-2017,7152,Gestion et soutien aux autres programmes,Déficience intellectuelle et TSA,7649491.86
depenses_par_activites,2016-2017,7158,Gestion et soutien aux programmes (hors territoire),Déficience intellectuelle et TSA,196560.64
depenses_par_activites,2016-2017,7151,Gestion et soutien des services à domicile,Déficience intellectuelle et TSA,3597107.47
depenses_par_activites,2016-2017,6945,Internat - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,23335732.0
depenses_par_activites,2016-2017,7031,Intégration à l'emploi - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,522710.0
depenses_par_activites,2016-2017,7162,Physiothérapie à domicile,Déficience intellectuelle et TSA,116806.41
depenses_par_activites,2016-2017,7163,Prêt d'équipement aux usagers des services à domicile,Déficience intellectuelle et TSA,163026.31
depenses_par_activites,2016-2017,5516,Ressources intermédiaires - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,191530540.0
depenses_par_activites,2016-2017,7041,Ressources résidentielles - Assistance résidentielle continue (déficience intellectuelle et TSA),Déficience intellectuelle et TSA,77182342.0
depenses_par_activites,2016-2017,7051,Ressources résidentielles avec allocations pour assistance continue - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,773596.0
depenses_par_activites,2016-2017,5536,Résidences d'accueil - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,153858431.0
depenses_par_activites,2016-2017,7001,Services d'adaptation et de réadaptation en contexte d'intégration communautaire - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,29676343.0
depenses_par_activites,2016-2017,8050,Services d'adaptation et de réadaptation à la personne - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,291498472.0
depenses_par_activites,2016-2017,6910,Services d'assistance éducative spécialisée à la famille et aux proches - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,157531.0
depenses_par_activites,2016-2017,6920,Services de soutien spécialisé aux partenaires - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,120915.0
depenses_par_activites,2016-2017,6561,Services psychosociaux à domicile,Déficience intellectuelle et TSA,13683227.45
depenses_par_activites,2016-2017,6173,Soins infirmiers à domicile réguliers (non répartis),Déficience intellectuelle et TSA,2550735.26
depenses_par_activites,2016-2017,7083,Soutien aux familles de personnes ayant un TSA - Allocations,Déficience intellectuelle et TSA,10531528.0
depenses_par_activites,2016-2017,7082,Soutien aux familles de personnes ayant une déficience intellectuelle,Déficience intellectuelle et TSA,10793801.0
depenses_par_activites,2016-2017,7180,Soutien aux programmes - CRDI,Déficience intellectuelle et TSA,50424789.0
depenses_par_activites,2016-2017,5556,Suivi professionnel des usagers en RI - RTF - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,508838.0
depenses_par_activites,2016-2017,7025,Support des plateaux de travail - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,10642775.0
depenses_par_activites,2016-2017,7024,Support des stages individuels - Déficience intellectuelle et TSA,Déficience intellectuelle et TSA,4082513.0
depenses_par_activites,2016-2017,7690,Transport externe des usagers,Déficience intellectuelle et TSA,836380.78
depenses_par_activites,2016-2017,8040,Adaptation / intégration sociales et adaptation professionelle - Déficience motrice,Déficience physique,21856652.0
depenses_par_activites,2016-2017,8070,Adaptation / réadaptation - Déficience auditive,Déficience physique,26304933.0
depenses_par_activites,2016-2017,8080,Adaptation / réadaptation - Déficience du language et de la parole,Déficience physique,35539037.0
depenses_par_activites,2016-2017,8060,Adaptation / réadaptation - Déficience visuelle,Déficience physique,19003748.0
depenses_par_activites,2016-2017,7108,"Adaptation et soutien à la personne, à la famille et aux proches - Déficience physique",Déficience physique,3152247.0
depenses_par_activites,2016-2017,6531,Aide à domicile régulière,Déficience physique,111710678.33
depenses_par_activites,2016-2017,6890,Animation-Loisirs,Déficience physique,633365.81
depenses_par_activites,2016-2017,7012,Atelier de travail - Déficience physique,Déficience physique,87227.0
depenses_par_activites,2016-2017,5547,Autres ressources - Déficience physique,Déficience physique,7581550.0
depenses_par_activites,2016-2017,6973,Centre de jour - Déficience physique,Déficience physique,6504218.0
depenses_par_activites,2016-2017,,Crédits des organismes communautaires,Déficience physique,26412504.0
depenses_par_activites,2016-2017,7391,Déplacement des personnes ayant une déficience physique,Déficience physique,3091454.0
depenses_par_activites,2016-2017,6430,Encadrement des ressources,Déficience physique,1809361.0
depenses_par_activites,2016-2017,6370,Enseignement scolaire,Déficience physique,68915.0
depenses_par_activites,2016-2017,6880,Ergothérapie,Déficience physique,5973029.96
depenses_par_activites,2016-2017,7161,Ergothérapie à domicile,Déficience physique,23698378.08
depenses_par_activites,2016-2017,5527,Familles d'accueil - Déficience physique,Déficience physique,217136.0
depenses_par_activites,2016-2017,6984,Foyers de groupe - Déficience physique,Déficience physique,535054.0
depenses_par_activites,2016-2017,7152,Gestion et soutien aux autres programmes,Déficience physique,3538207.37
depenses_par_activites,2016-2017,7158,Gestion et soutien aux programmes (hors territoire),Déficience physique,223754.46
depenses_par_activites,2016-2017,7153,"Gestion et soutien aux programmes - Centre de réadaptation (Toxicomanes, DP)",Déficience physique,13866858.34
depenses_par_activites,2016-2017,7151,Gestion et soutien des services à domicile,Déficience physique,14511034.05
depenses_par_activites,2016-2017,6351,Inhalothérapie à domicile,Déficience physique,1568451.61
depenses_par_activites,2016-2017,6946,Internat - Déficience physique,Déficience physique,26542720.0
depenses_par_activites,2016-2017,6051,Médecine,Déficience physique,3270775.0
depenses_par_activites,2016-2017,7111,Nutrition à domicile,Déficience physique,1715674.72
depenses_par_activites,2016-2017,6862,Orthophonie,Déficience physique,2801334.22
depenses_par_activites,2016-2017,6801,Pharmacie - Déficience motrice,Déficience physique,1686551.0
depenses_par_activites,2016-2017,6804,Pharmacie - Usagers hospitalisés,Déficience physique,1270078.89
depenses_par_activites,2016-2017,6805,Pharmacie - usagers hébergés,Déficience physique,250450.4
depenses_par_activites,2016-2017,6870,Physiothérapie,Déficience physique,5433900.15
depenses_par_activites,2016-2017,7162,Physiothérapie à domicile,Déficience physique,4275881.49
depenses_par_activites,2016-2017,7163,Prêt d'équipement aux usagers des services à domicile,Déficience physique,1969436.84
depenses_par_activites,2016-2017,6564,Psychologie,Déficience physique,2223673.0
depenses_par_activites,2016-2017,5517,Ressources intermédiaires - Déficience physique,Déficience physique,17019420.0
depenses_par_activites,2016-2017,7042,Ressources résidentielles - Assistance résidentielle continue (déficience physique),Déficience physique,7026791.0
depenses_par_activites,2016-2017,7052,Ressources résidentielles avec allocations pour assistance continue - Déficience physique,Déficience physique,323319.0
depenses_par_activites,2016-2017,8020,Réadaptation pour adultes - Déficience motrice,Déficience physique,87297014.83
depenses_par_activites,2016-2017,8030,Réadaptation pour enfants - Déficience motrice,Déficience physique,53037474.0
depenses_par_activites,2016-2017,5537,Résidences d'accueil - Déficience physique,Déficience physique,3698839.0
depenses_par_activites,2016-2017,6390,Service de soins spirituels,Déficience physique,181583.23
depenses_par_activites,2016-2017,6561,Services psychosociaux à domicile,Déficience physique,21457460.35
depenses_par_activites,2016-2017,6565,Services sociaux,Déficience physique,1174005.98
depenses_par_activites,2016-2017,6160,Soins d'assistance aux personnes en pertes d'autonomie,Déficience physique,625044.0
depenses_par_activites,2016-2017,6060,Soins infirmiers aux personnes en perte d'autonomie,Déficience physique,1603816.0
depenses_par_activites,2016-2017,6080,Soins infirmiers et d'assistance en unité de réadaptation fonctionnelle intensive,Déficience physique,15430151.29
depenses_par_activites,2016-2017,6173,Soins infirmiers à domicile réguliers (non répartis),Déficience physique,24099728.64
depenses_par_activites,2016-2017,7081,Soutien aux familles de personnes ayant une déficience physique,Déficience physique,10019429.0
depenses_par_activites,2016-2017,5557,Suivi professionnel des usagers en RI - RTF - Déficience physique,Déficience physique,1015184.0
depenses_par_activites,2016-2017,7022,Support des stages en milieu de travail - Déficience physique,Déficience physique,3110.0
depenses_par_activites,2016-2017,7690,Transport externe des usagers,Déficience physique,1027177.25
depenses_par_activites,2016-2017,6321,Unité de retraitement des dispositifs médicaux - Déficience motrice,Déficience physique,83568.0
depenses_par_activites,2016-2017,8090,Unité de réadaptation fonctionnelle intensive en centre de réadaptation pour déficience physique,Déficience physique,6427091.0
depenses_par_activites,2016-2017,8002,"Évaluation, expertise et orientation - Déficience physique",Déficience physique,3082436.0
depenses_par_activites,2016-2017,7983,Activités spéciales - Santé mentale,Dépendances,132303.0
depenses_par_activites,2016-2017,5545,Autres ressources - Dépendances,Dépendances,3486273.0
depenses_par_activites,2016-2017,,Crédits des organismes communautaires,Dépendances,27238240.0
depenses_par_activites,2016-2017,6340,Désintoxication interne en milieu hospitalier,Dépendances,1646016.0
depenses_par_activites,2016-2017,6430,Encadrement des ressources,Dépendances,114468.64
depenses_par_activites,2016-2017,7158,Gestion et soutien aux programmes (hors territoire),Dépendances,797409.55
depenses_par_activites,2016-2017,7153,"Gestion et soutien aux programmes - Centre de réadaptation (Toxicomanes, DP)",Dépendances,3922812.66
depenses_par_activites,2016-2017,6804,Pharmacie - Usagers hospitalisés,Dépendances,43732.14
depenses_par_activites,2016-2017,5515,Ressources intermédiaires - Dépendances,Dépendances,1073378.0
depenses_par_activites,2016-2017,5535,Résidences d'accueil - Dépendances,Dépendances,291934.0
depenses_par_activites,2016-2017,6680,Services externes en toxicomanie,Dépendances,51293114.0
depenses_par_activites,2016-2017,6670,Services spécialisés en toxicomanie - Usagers admis,Dépendances,27251425.0
depenses_par_activites,2016-2017,7690,Transport externe des usagers,Dépendances,191476.11
depenses_par_activites,2016-2017,6690,Unité d'intervention brève de traitement en toxicomanie,Dépendances,1596601.0
depenses_par_activites,2016-2017,7994,Activités spéciales - Gestion des bâtiments et des équipements,Gestion des bâtiments,-275985.0
depenses_par_activites,2016-2017,7801,Entretien du parc immobilier et du parc d'équipement non médical et mobilier (propriété CHQ ou établissement public),Gestion des bâtiments,350012349.0
depenses_par_activites,2016-2017,7805,Entretien et réparation des espaces loués (établissement public),Gestion des bâtiments,3243176.0
depenses_par_activites,2016-2017,7802,Entretien et réparation des équipements médicaux,Gestion des bâtiments,110949416.0
depenses_par_activites,2016-2017,7807,Entretien et réparation du parc immobilier et du parc d'équipement non médical et mobilier - Autres,Gestion des bâtiments,20635954.0
depenses_par_activites,2016-2017,7703,Fonctionnement des installations - Autres,Gestion des bâtiments,623846617.0
depenses_par_activites,2016-2017,7701,Fonctionnement des installations - Internat pour personnes ayant une déficience intellectuelle,Gestion des bâtiments,688067.0
depenses_par_activites,2016-2017,7702,Fonctionnement des installations - Internat pour personnes ayant une déficience physique,Gestion des bâtiments,810714.0
depenses_par_activites,2016-2017,7650,Gestion des déchets biomédicaux,Gestion des bâtiments,15122669.0
depenses_par_activites,2016-2017,7646,Hygiène et salubrité - Désinfection suite à des transferts ou départs,Gestion des bâtiments,30887016.0
depenses_par_activites,2016-2017,7645,Hygiène et salubrité - Tâches fonctionnelles,Gestion des bâtiments,18695331.0
depenses_par_activites,2016-2017,7644,Hygiène et salubrité - Tâches opérationnnelles,Gestion des bâtiments,425669036.0
depenses_par_activites,2016-2017,7806,Maintien d'actifs immobiliers (propriété CHQ ou établissement public),Gestion des bâtiments,5432248.0
depenses_par_activites,2016-2017,7710,Sécurité,Gestion des bâtiments,96411236.0
depenses_par_activites,2016-2017,5100,Accueil à la jeunesse (LPJ - LSJPA - LSSSS),Jeunes en difficulté,20396987.0
depenses_par_activites,2016-2017,7107,"Adaptation et soutien à la personne, à la famille et aux proches - Jeunes multiproblématiques",Jeunes en difficulté,220132.0
depenses_par_activites,2016-2017,5870,Adoption (LSSSS),Jeunes en difficulté,13339692.0
