Annee,NomEtablissement,SousPage,Ligne,Colonne,Chiffre
2011-2012,CENTRE D'ACCUEIL DIXVILLE INC.,0,16,1,51230019.0
2011-2012,CENTRE D'ACCUEIL DIXVILLE INC.,0,16,5,7.0
2011-2012,CENTRE D'ACCUEIL DIXVILLE INC.,0,17,1,51230027.0
2011-2012,CENTRE D'ACCUEIL DIXVILLE INC.,0,17,5,7.0
2011-2012,CENTRE D'ACCUEIL DIXVILLE INC.,0,18,1,51231371.0
2011-2012,CENTRE D'ACCUEIL DIXVILLE INC.,0,18,5,8.0
2011-2012,CENTRE D'ACCUEIL DIXVILLE INC.,0,19,1,51231397.0
2011-2012,CENTRE D'ACCUEIL DIXVILLE INC.,0,19,5,3.0
2011-2012,CENTRE D'ACCUEIL DIXVILLE INC.,0,26,4,91.0
2011-2012,CENTRE D'ACCUEIL DIXVILLE INC.,0,26,5,191.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,1,1,51387371.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,1,4,75.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,1,7,1.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,2,1,52830007.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,2,4,40.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,2,7,1.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,3,1,52834439.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,3,4,24.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,3,7,1.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,4,1,52357068.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,4,7,1.0
2011-2012,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,26,4,139.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,1,1,51220911.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,1,4,56.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,2,1,51221786.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,2,5,30.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,3,1,51221794.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,3,5,20.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,4,1,51221802.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,4,5,53.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,5,1,51226728.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,5,5,30.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,6,1,51225340.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,6,7,1.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,7,1,51243202.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,7,5,35.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,26,4,56.0
2011-2012,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,26,5,168.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,1,1,55183370.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,1,7,1.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,2,1,51831428.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,2,4,5.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,2,7,1.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,3,1,51831436.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,3,4,1.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,3,7,1.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,4,1,52550738.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,4,4,2.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,4,7,1.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,5,1,51231280.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,5,4,5.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,5,7,1.0
2011-2012,CENTRE DE READAPTATION ESTRIE INC.,0,26,4,13.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,1,1,51232254.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,1,2,10.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,1,6,10.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,2,1,51232262.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,2,7,1.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,3,1,52942570.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,3,7,1.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,4,1,51230274.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,4,7,1.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,5,1,53302469.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,5,7,1.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,26,2,10.0
2011-2012,CENTRE DE READAPTATION LA MAISON,0,26,6,10.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,1,1,54308911.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,1,7,1.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,2,1,52333051.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,2,7,1.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,3,1,51227932.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,3,7,1.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,4,1,51233922.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,4,7,1.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,5,1,51230258.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,5,7,1.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,6,1,51233575.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,6,7,1.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,7,1,51218071.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,7,7,1.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,8,1,54308937.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,8,7,1.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,9,1,52881224.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,9,7,1.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,10,1,51224004.0
2011-2012,CENTRE DE READAPTATION LA MYRIADE,0,10,7,1.0
2011-2012,CENTRE DU FLORES,0,1,1,51223733.0
2011-2012,CENTRE DU FLORES,0,1,7,1.0
2011-2012,CENTRE DU FLORES,0,2,1,51226785.0
2011-2012,CENTRE DU FLORES,0,2,7,1.0
2011-2012,CENTRE DU FLORES,0,3,1,51227676.0
2011-2012,CENTRE DU FLORES,0,3,5,12.0
2011-2012,CENTRE DU FLORES,0,3,7,1.0
2011-2012,CENTRE DU FLORES,0,4,1,51232833.0
2011-2012,CENTRE DU FLORES,0,4,4,15.0
2011-2012,CENTRE DU FLORES,0,5,1,51232841.0
2011-2012,CENTRE DU FLORES,0,5,5,20.0
2011-2012,CENTRE DU FLORES,0,6,1,51233690.0
2011-2012,CENTRE DU FLORES,0,6,5,15.0
2011-2012,CENTRE DU FLORES,0,6,7,1.0
2011-2012,CENTRE DU FLORES,0,7,1,51233708.0
2011-2012,CENTRE DU FLORES,0,7,5,10.0
2011-2012,CENTRE DU FLORES,0,7,7,1.0
2011-2012,CENTRE DU FLORES,0,8,1,51233716.0
2011-2012,CENTRE DU FLORES,0,8,7,1.0
2011-2012,CENTRE DU FLORES,0,9,1,51233724.0
2011-2012,CENTRE DU FLORES,0,9,5,15.0
2011-2012,CENTRE DU FLORES,0,10,1,51233732.0
2011-2012,CENTRE DU FLORES,0,10,5,12.0
2011-2012,CENTRE DU FLORES,0,11,1,51233740.0
2011-2012,CENTRE DU FLORES,0,11,7,1.0
2011-2012,CENTRE DU FLORES,0,12,1,52731965.0
2011-2012,CENTRE DU FLORES,0,12,4,8.0
2011-2012,CENTRE DU FLORES,0,12,5,13.0
2011-2012,CENTRE DU FLORES,0,13,1,52803269.0
2011-2012,CENTRE DU FLORES,0,13,5,24.0
2011-2012,CENTRE DU FLORES,0,13,7,1.0
2011-2012,CENTRE DU FLORES,0,14,1,54001136.0
2011-2012,CENTRE DU FLORES,0,14,5,20.0
2011-2012,CENTRE DU FLORES,0,15,1,54583745.0
2011-2012,CENTRE DU FLORES,0,15,4,12.0
2011-2012,CENTRE DU FLORES,0,15,5,12.0
2011-2012,CENTRE DU FLORES,0,15,7,1.0
2011-2012,CENTRE DU FLORES,0,26,4,35.0
2011-2012,CENTRE DU FLORES,0,26,5,153.0
2011-2012,CENTRE MIRIAM,0,1,1,12582292.0
2011-2012,CENTRE MIRIAM,0,1,5,150.0
2011-2012,CENTRE MIRIAM,0,1,7,1.0
2011-2012,CENTRE MIRIAM,0,26,5,150.0
2011-2012,CLAIR FOYER INC.,0,1,1,12469490.0
2011-2012,CLAIR FOYER INC.,0,1,2,31.0
2011-2012,CLAIR FOYER INC.,0,1,6,31.0
2011-2012,CLAIR FOYER INC.,0,1,7,1.0
2011-2012,CLAIR FOYER INC.,0,2,1,52328523.0
2011-2012,CLAIR FOYER INC.,0,2,7,1.0
2011-2012,CLAIR FOYER INC.,0,3,1,52571767.0
2011-2012,CLAIR FOYER INC.,0,3,7,1.0
2011-2012,CLAIR FOYER INC.,0,4,1,52328531.0
2011-2012,CLAIR FOYER INC.,0,4,7,1.0
2011-2012,CLAIR FOYER INC.,0,5,1,53071254.0
2011-2012,CLAIR FOYER INC.,0,5,7,1.0
2011-2012,CLAIR FOYER INC.,0,26,2,31.0
2011-2012,CLAIR FOYER INC.,0,26,6,31.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,1,1,102458835.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,1,5,22.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,1,7,1.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,2,1,102460261.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,2,5,26.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,3,1,102460317.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,3,5,22.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,4,1,102460351.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,4,5,18.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,5,1,102460416.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,5,5,21.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,6,1,102460442.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,6,5,26.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,7,1,102460457.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,7,4,8.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,7,5,14.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,8,1,102461077.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,8,4,12.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,8,7,1.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,9,1,102461111.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,9,5,21.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,10,1,102461210.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,10,4,12.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,10,5,10.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,11,1,106810273.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,11,5,75.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,11,7,1.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,12,1,106848287.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,12,5,26.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,12,7,1.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,13,1,51231025.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,13,4,9.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,14,1,51231041.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,14,5,13.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,15,1,51231058.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,15,5,13.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,16,1,51231066.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,16,5,13.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,17,1,51231074.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,17,5,9.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,18,1,51231082.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,18,4,12.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,19,1,51231108.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,19,5,15.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,20,1,51231124.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,20,4,12.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,21,1,51231140.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,21,5,12.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,22,1,51231157.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,22,5,8.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,23,1,51231835.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,23,4,9.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,24,1,51231850.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,24,5,13.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,25,1,51231868.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,25,5,13.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,26,4,74.0
2011-2012,CR EN DEFICIENCE INTELLECTUELLE DE QUEBEC,0,26,5,390.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,1,1,51223816.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,1,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,2,1,51221042.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,2,5,21.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,3,1,55612279.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,3,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,4,1,51232270.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,4,5,15.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,5,1,51232106.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,5,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,6,1,51231645.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,6,5,15.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,6,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,7,1,51233856.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,7,5,17.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,7,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,8,1,51221075.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,8,5,37.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,9,1,55612352.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,9,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,10,1,51231777.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,10,5,20.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,11,1,51221067.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,11,5,10.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,12,1,51216612.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,12,5,13.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,13,1,51231694.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,13,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,14,1,51232098.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,14,5,10.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,14,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,15,1,51233880.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,15,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,16,1,51220465.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,16,5,10.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,17,1,51231652.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,17,5,15.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,18,1,51231751.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,18,5,15.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,19,1,51223824.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,19,5,10.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,19,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,20,1,51231710.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,20,5,10.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,21,1,51231728.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,21,5,17.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,22,1,51231736.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,22,5,10.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,23,1,51231744.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,23,5,12.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,24,1,54578471.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,24,5,10.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,24,7,1.0
2011-2012,CRDITED DE CHAUDIERE-APPALACHES,0,26,5,267.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,1,1,102459272.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,1,7,2.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,2,1,102446054.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,2,5,42.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,2,7,1.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,3,1,102446078.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,3,5,44.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,4,1,102447383.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,4,4,24.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,4,5,6.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,5,1,102447399.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,5,4,10.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,5,5,20.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,5,7,1.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,6,1,102447423.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,6,5,46.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,7,1,102447449.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,7,5,16.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,7,7,1.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,8,1,102447475.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,8,4,10.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,8,7,1.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,9,1,105800101.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,9,7,2.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,10,1,105800116.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,10,5,16.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,10,7,1.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,11,1,105800150.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,11,4,16.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,11,5,23.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,12,1,102448817.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,12,5,32.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,13,1,51232312.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,13,5,16.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,14,1,51226314.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,14,5,15.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,15,1,51226322.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,15,5,33.0
2011-2012,CRDITED DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC - IU,0,16,1,51232072.0
