Annee,NomEtablissement,Ligne,Colonne,Chiffre
2016-2017,CR de l'Ouest de Montréal,18,1,0.0
2016-2017,CR de l'Ouest de Montréal,18,2,35.0
2016-2017,CR de l'Ouest de Montréal,18,3,280.0
2016-2017,CR de l'Ouest de Montréal,18,4,1119.0
2016-2017,CR de l'Ouest de Montréal,18,5,559.0
2016-2017,CR de l'Ouest de Montréal,18,6,1993.0
2016-2017,CR de l'Ouest de Montréal,19,1,0.0
2016-2017,CR de l'Ouest de Montréal,19,2,3.0
2016-2017,CR de l'Ouest de Montréal,19,3,17.0
2016-2017,CR de l'Ouest de Montréal,19,4,25.0
2016-2017,CR de l'Ouest de Montréal,19,5,25.0
2016-2017,CR de l'Ouest de Montréal,19,6,70.0
2016-2017,CR de l'Ouest de Montréal,20,1,0.0
2016-2017,CR de l'Ouest de Montréal,20,2,0.0
2016-2017,CR de l'Ouest de Montréal,20,3,2.0
2016-2017,CR de l'Ouest de Montréal,20,4,9.0
2016-2017,CR de l'Ouest de Montréal,20,5,4.0
2016-2017,CR de l'Ouest de Montréal,20,6,15.0
2016-2017,CR de l'Ouest de Montréal,21,1,0.0
2016-2017,CR de l'Ouest de Montréal,21,2,0.0
2016-2017,CR de l'Ouest de Montréal,21,3,0.0
2016-2017,CR de l'Ouest de Montréal,21,4,3.0
2016-2017,CR de l'Ouest de Montréal,21,5,4.0
2016-2017,CR de l'Ouest de Montréal,21,6,7.0
2016-2017,CR de l'Ouest de Montréal,22,1,110.0
2016-2017,CR de l'Ouest de Montréal,22,2,234.0
2016-2017,CR de l'Ouest de Montréal,22,3,176.0
2016-2017,CR de l'Ouest de Montréal,22,4,94.0
2016-2017,CR de l'Ouest de Montréal,22,5,155.0
2016-2017,CR de l'Ouest de Montréal,22,6,43.0
2016-2017,CR de l'Ouest de Montréal,22,7,0.0
2016-2017,CR de l'Ouest de Montréal,22,8,0.0
2016-2017,CR de l'Ouest de Montréal,22,9,812.0
2016-2017,CR de l'Ouest de Montréal,23,1,84.0
2016-2017,CR de l'Ouest de Montréal,23,2,192.0
2016-2017,CR de l'Ouest de Montréal,23,3,149.0
2016-2017,CR de l'Ouest de Montréal,23,4,71.0
2016-2017,CR de l'Ouest de Montréal,23,5,119.0
2016-2017,CR de l'Ouest de Montréal,23,6,34.0
2016-2017,CR de l'Ouest de Montréal,23,7,0.0
2016-2017,CR de l'Ouest de Montréal,23,8,0.0
2016-2017,CR de l'Ouest de Montréal,23,9,649.0
2016-2017,CR de l'Ouest de Montréal,24,1,26.0
2016-2017,CR de l'Ouest de Montréal,24,2,42.0
2016-2017,CR de l'Ouest de Montréal,24,3,27.0
2016-2017,CR de l'Ouest de Montréal,24,4,23.0
2016-2017,CR de l'Ouest de Montréal,24,5,36.0
2016-2017,CR de l'Ouest de Montréal,24,6,9.0
2016-2017,CR de l'Ouest de Montréal,24,7,0.0
2016-2017,CR de l'Ouest de Montréal,24,8,0.0
2016-2017,CR de l'Ouest de Montréal,24,9,163.0
2016-2017,CR de l'Ouest de Montréal,25,1,3.0
2016-2017,CR de l'Ouest de Montréal,25,2,14.0
2016-2017,CR de l'Ouest de Montréal,25,3,5.0
2016-2017,CR de l'Ouest de Montréal,25,4,3.0
2016-2017,CR de l'Ouest de Montréal,25,5,3.0
2016-2017,CR de l'Ouest de Montréal,25,6,1.0
2016-2017,CR de l'Ouest de Montréal,25,7,0.0
2016-2017,CR de l'Ouest de Montréal,25,8,0.0
2016-2017,CR de l'Ouest de Montréal,25,9,29.0
2016-2017,CR de l'Ouest de Montréal,26,1,2916.0
2016-2017,CR de l'Ouest de Montréal,26,2,7067.0
2016-2017,CR de l'Ouest de Montréal,26,3,14397.0
2016-2017,CR de l'Ouest de Montréal,26,4,18355.0
2016-2017,CR de l'Ouest de Montréal,26,5,30396.0
2016-2017,CR de l'Ouest de Montréal,26,6,9632.0
2016-2017,CR de l'Ouest de Montréal,26,7,0.0
2016-2017,CR de l'Ouest de Montréal,26,8,0.0
2016-2017,CR de l'Ouest de Montréal,26,9,82763.0
2016-2017,CR de la Gaspésie,1,1,7.0
2016-2017,CR de la Gaspésie,1,2,9.0
2016-2017,CR de la Gaspésie,1,3,3.0
2016-2017,CR de la Gaspésie,1,4,0.0
2016-2017,CR de la Gaspésie,1,5,3.0
2016-2017,CR de la Gaspésie,1,6,0.0
2016-2017,CR de la Gaspésie,1,7,0.0
2016-2017,CR de la Gaspésie,1,8,0.0
2016-2017,CR de la Gaspésie,1,9,22.0
2016-2017,CR de la Gaspésie,2,1,5.0
2016-2017,CR de la Gaspésie,2,2,8.0
2016-2017,CR de la Gaspésie,2,3,3.0
2016-2017,CR de la Gaspésie,2,4,0.0
2016-2017,CR de la Gaspésie,2,5,1.0
2016-2017,CR de la Gaspésie,2,6,0.0
2016-2017,CR de la Gaspésie,2,7,0.0
2016-2017,CR de la Gaspésie,2,8,0.0
2016-2017,CR de la Gaspésie,2,9,17.0
2016-2017,CR de la Gaspésie,3,1,2.0
2016-2017,CR de la Gaspésie,3,2,1.0
2016-2017,CR de la Gaspésie,3,3,0.0
2016-2017,CR de la Gaspésie,3,4,0.0
2016-2017,CR de la Gaspésie,3,5,2.0
2016-2017,CR de la Gaspésie,3,6,0.0
2016-2017,CR de la Gaspésie,3,7,0.0
2016-2017,CR de la Gaspésie,3,8,0.0
2016-2017,CR de la Gaspésie,3,9,5.0
2016-2017,CR de la Gaspésie,4,1,237.0
2016-2017,CR de la Gaspésie,4,2,270.0
2016-2017,CR de la Gaspésie,4,3,28.0
2016-2017,CR de la Gaspésie,4,4,0.0
2016-2017,CR de la Gaspésie,4,5,10.0
2016-2017,CR de la Gaspésie,4,6,0.0
2016-2017,CR de la Gaspésie,4,7,0.0
2016-2017,CR de la Gaspésie,4,8,0.0
2016-2017,CR de la Gaspésie,4,9,545.0
2016-2017,CR de la Gaspésie,5,1,11.0
2016-2017,CR de la Gaspésie,5,2,10.0
2016-2017,CR de la Gaspésie,5,3,8.0
2016-2017,CR de la Gaspésie,5,4,3.0
2016-2017,CR de la Gaspésie,5,5,10.0
2016-2017,CR de la Gaspésie,5,6,4.0
2016-2017,CR de la Gaspésie,5,7,3.0
2016-2017,CR de la Gaspésie,5,8,0.0
2016-2017,CR de la Gaspésie,5,9,49.0
2016-2017,CR de la Gaspésie,6,1,26.0
2016-2017,CR de la Gaspésie,6,2,67.0
2016-2017,CR de la Gaspésie,6,3,67.0
2016-2017,CR de la Gaspésie,6,4,27.0
2016-2017,CR de la Gaspésie,6,5,104.0
2016-2017,CR de la Gaspésie,6,6,129.0
2016-2017,CR de la Gaspésie,6,7,24.0
2016-2017,CR de la Gaspésie,6,8,13.0
2016-2017,CR de la Gaspésie,6,9,457.0
2016-2017,CR de la Gaspésie,7,1,16.0
2016-2017,CR de la Gaspésie,7,2,48.0
2016-2017,CR de la Gaspésie,7,3,45.0
2016-2017,CR de la Gaspésie,7,4,17.0
2016-2017,CR de la Gaspésie,7,5,47.0
2016-2017,CR de la Gaspésie,7,6,71.0
2016-2017,CR de la Gaspésie,7,7,11.0
2016-2017,CR de la Gaspésie,7,8,10.0
2016-2017,CR de la Gaspésie,7,9,265.0
2016-2017,CR de la Gaspésie,8,1,10.0
2016-2017,CR de la Gaspésie,8,2,19.0
2016-2017,CR de la Gaspésie,8,3,22.0
2016-2017,CR de la Gaspésie,8,4,10.0
2016-2017,CR de la Gaspésie,8,5,57.0
2016-2017,CR de la Gaspésie,8,6,58.0
2016-2017,CR de la Gaspésie,8,7,13.0
2016-2017,CR de la Gaspésie,8,8,3.0
2016-2017,CR de la Gaspésie,8,9,192.0
2016-2017,CR de la Gaspésie,9,1,0.0
2016-2017,CR de la Gaspésie,9,2,9.0
2016-2017,CR de la Gaspésie,9,3,10.0
2016-2017,CR de la Gaspésie,9,4,7.0
2016-2017,CR de la Gaspésie,9,5,14.0
2016-2017,CR de la Gaspésie,9,6,9.0
2016-2017,CR de la Gaspésie,9,7,4.0
2016-2017,CR de la Gaspésie,9,8,1.0
2016-2017,CR de la Gaspésie,9,9,54.0
2016-2017,CR de la Gaspésie,10,1,8675.0
2016-2017,CR de la Gaspésie,10,2,9855.0
2016-2017,CR de la Gaspésie,10,3,9401.0
2016-2017,CR de la Gaspésie,10,4,2681.0
2016-2017,CR de la Gaspésie,10,5,13158.0
2016-2017,CR de la Gaspésie,10,6,15076.0
2016-2017,CR de la Gaspésie,10,7,1873.0
2016-2017,CR de la Gaspésie,10,8,1048.0
2016-2017,CR de la Gaspésie,10,9,61767.0
2016-2017,CR de la Gaspésie,11,1,5.0
2016-2017,CR de la Gaspésie,11,2,14.0
2016-2017,CR de la Gaspésie,11,3,21.0
2016-2017,CR de la Gaspésie,11,4,15.0
2016-2017,CR de la Gaspésie,11,5,83.0
2016-2017,CR de la Gaspésie,11,6,115.0
2016-2017,CR de la Gaspésie,11,7,23.0
2016-2017,CR de la Gaspésie,11,8,13.0
2016-2017,CR de la Gaspésie,11,9,289.0
2016-2017,CR de la Gaspésie,12,1,1.0
2016-2017,CR de la Gaspésie,12,2,5.0
2016-2017,CR de la Gaspésie,12,3,9.0
2016-2017,CR de la Gaspésie,12,4,6.0
2016-2017,CR de la Gaspésie,12,5,36.0
2016-2017,CR de la Gaspésie,12,6,62.0
2016-2017,CR de la Gaspésie,12,7,11.0
2016-2017,CR de la Gaspésie,12,8,10.0
2016-2017,CR de la Gaspésie,12,9,140.0
2016-2017,CR de la Gaspésie,13,1,4.0
2016-2017,CR de la Gaspésie,13,2,9.0
2016-2017,CR de la Gaspésie,13,3,12.0
2016-2017,CR de la Gaspésie,13,4,9.0
2016-2017,CR de la Gaspésie,13,5,47.0
2016-2017,CR de la Gaspésie,13,6,53.0
2016-2017,CR de la Gaspésie,13,7,12.0
2016-2017,CR de la Gaspésie,13,8,3.0
2016-2017,CR de la Gaspésie,13,9,149.0
2016-2017,CR de la Gaspésie,14,1,0.0
2016-2017,CR de la Gaspésie,14,2,3.0
2016-2017,CR de la Gaspésie,14,3,3.0
2016-2017,CR de la Gaspésie,14,4,4.0
2016-2017,CR de la Gaspésie,14,5,9.0
2016-2017,CR de la Gaspésie,14,6,8.0
2016-2017,CR de la Gaspésie,14,7,4.0
2016-2017,CR de la Gaspésie,14,8,1.0
2016-2017,CR de la Gaspésie,14,9,32.0
2016-2017,CR de la Gaspésie,15,1,875.0
2016-2017,CR de la Gaspésie,15,2,1242.0
2016-2017,CR de la Gaspésie,15,3,1841.0
2016-2017,CR de la Gaspésie,15,4,1616.0
2016-2017,CR de la Gaspésie,15,5,10039.0
2016-2017,CR de la Gaspésie,15,6,13672.0
2016-2017,CR de la Gaspésie,15,7,1813.0
2016-2017,CR de la Gaspésie,15,8,1048.0
2016-2017,CR de la Gaspésie,15,9,32146.0
2016-2017,CR de la Gaspésie,16,1,0.0
2016-2017,CR de la Gaspésie,16,2,1.0
2016-2017,CR de la Gaspésie,16,3,3.0
2016-2017,CR de la Gaspésie,16,4,4.0
2016-2017,CR de la Gaspésie,16,5,3.0
2016-2017,CR de la Gaspésie,16,6,11.0
2016-2017,CR de la Gaspésie,17,1,0.0
2016-2017,CR de la Gaspésie,17,2,45.0
2016-2017,CR de la Gaspésie,17,3,1085.0
2016-2017,CR de la Gaspésie,17,4,1459.0
2016-2017,CR de la Gaspésie,17,5,680.0
2016-2017,CR de la Gaspésie,17,6,3269.0
2016-2017,CR de la Gaspésie,18,1,0.0
2016-2017,CR de la Gaspésie,18,2,3.0
2016-2017,CR de la Gaspésie,18,3,64.0
2016-2017,CR de la Gaspésie,18,4,106.0
2016-2017,CR de la Gaspésie,18,5,52.0
2016-2017,CR de la Gaspésie,18,6,225.0
2016-2017,CR de la Gaspésie,19,1,0.0
2016-2017,CR de la Gaspésie,19,2,0.0
2016-2017,CR de la Gaspésie,19,3,3.0
2016-2017,CR de la Gaspésie,19,4,3.0
2016-2017,CR de la Gaspésie,19,5,2.0
2016-2017,CR de la Gaspésie,19,6,8.0
2016-2017,CR de la Gaspésie,20,1,0.0
2016-2017,CR de la Gaspésie,20,2,1.0
2016-2017,CR de la Gaspésie,20,3,0.0
2016-2017,CR de la Gaspésie,20,4,1.0
2016-2017,CR de la Gaspésie,20,5,1.0
2016-2017,CR de la Gaspésie,20,6,3.0
2016-2017,CR de la Gaspésie,21,1,0.0
2016-2017,CR de la Gaspésie,21,2,0.0
2016-2017,CR de la Gaspésie,21,3,1.0
2016-2017,CR de la Gaspésie,21,4,1.0
2016-2017,CR de la Gaspésie,21,5,3.0
2016-2017,CR de la Gaspésie,21,6,5.0
2016-2017,CR de la Gaspésie,22,1,21.0
2016-2017,CR de la Gaspésie,22,2,53.0
2016-2017,CR de la Gaspésie,22,3,46.0
2016-2017,CR de la Gaspésie,22,4,12.0
2016-2017,CR de la Gaspésie,22,5,21.0
2016-2017,CR de la Gaspésie,22,6,14.0
2016-2017,CR de la Gaspésie,22,7,1.0
2016-2017,CR de la Gaspésie,22,8,0.0
2016-2017,CR de la Gaspésie,22,9,168.0
2016-2017,CR de la Gaspésie,23,1,15.0
2016-2017,CR de la Gaspésie,23,2,43.0
2016-2017,CR de la Gaspésie,23,3,36.0
2016-2017,CR de la Gaspésie,23,4,11.0
2016-2017,CR de la Gaspésie,23,5,11.0
2016-2017,CR de la Gaspésie,23,6,9.0
2016-2017,CR de la Gaspésie,23,7,0.0
2016-2017,CR de la Gaspésie,23,8,0.0
2016-2017,CR de la Gaspésie,23,9,125.0
2016-2017,CR de la Gaspésie,24,1,6.0
2016-2017,CR de la Gaspésie,24,2,10.0
2016-2017,CR de la Gaspésie,24,3,10.0
2016-2017,CR de la Gaspésie,24,4,1.0
2016-2017,CR de la Gaspésie,24,5,10.0
2016-2017,CR de la Gaspésie,24,6,5.0
2016-2017,CR de la Gaspésie,24,7,1.0
2016-2017,CR de la Gaspésie,24,8,0.0
2016-2017,CR de la Gaspésie,24,9,43.0
2016-2017,CR de la Gaspésie,25,1,0.0
2016-2017,CR de la Gaspésie,25,2,6.0
2016-2017,CR de la Gaspésie,25,3,7.0
2016-2017,CR de la Gaspésie,25,4,3.0
2016-2017,CR de la Gaspésie,25,5,5.0
2016-2017,CR de la Gaspésie,25,6,1.0
2016-2017,CR de la Gaspésie,25,7,0.0
2016-2017,CR de la Gaspésie,25,8,0.0
2016-2017,CR de la Gaspésie,25,9,22.0
2016-2017,CR de la Gaspésie,26,1,5211.0
2016-2017,CR de la Gaspésie,26,2,7932.0
2016-2017,CR de la Gaspésie,26,3,6560.0
2016-2017,CR de la Gaspésie,26,4,1066.0
2016-2017,CR de la Gaspésie,26,5,3119.0
2016-2017,CR de la Gaspésie,26,6,1404.0
2016-2017,CR de la Gaspésie,26,7,60.0
2016-2017,CR de la Gaspésie,26,8,0.0
2016-2017,CR de la Gaspésie,26,9,25352.0
2016-2017,CRDI de Québec,1,1,94.0
2016-2017,CRDI de Québec,1,2,161.0
2016-2017,CRDI de Québec,1,3,107.0
2016-2017,CRDI de Québec,1,4,41.0
2016-2017,CRDI de Québec,1,5,41.0
2016-2017,CRDI de Québec,1,6,22.0
2016-2017,CRDI de Québec,1,7,4.0
2016-2017,CRDI de Québec,1,8,1.0
2016-2017,CRDI de Québec,1,9,471.0
2016-2017,CRDI de Québec,2,1,73.0
2016-2017,CRDI de Québec,2,2,117.0
2016-2017,CRDI de Québec,2,3,81.0
2016-2017,CRDI de Québec,2,4,27.0
2016-2017,CRDI de Québec,2,5,24.0
2016-2017,CRDI de Québec,2,6,16.0
2016-2017,CRDI de Québec,2,7,4.0
2016-2017,CRDI de Québec,2,9,342.0
2016-2017,CRDI de Québec,3,1,21.0
2016-2017,CRDI de Québec,3,2,44.0
2016-2017,CRDI de Québec,3,3,26.0
2016-2017,CRDI de Québec,3,4,14.0
2016-2017,CRDI de Québec,3,5,17.0
2016-2017,CRDI de Québec,3,6,6.0
2016-2017,CRDI de Québec,3,8,1.0
2016-2017,CRDI de Québec,3,9,129.0
2016-2017,CRDI de Québec,4,1,81.0
2016-2017,CRDI de Québec,4,2,136.0
2016-2017,CRDI de Québec,4,3,92.0
2016-2017,CRDI de Québec,4,4,61.0
2016-2017,CRDI de Québec,4,5,103.0
2016-2017,CRDI de Québec,4,6,35.0
2016-2017,CRDI de Québec,4,7,7.0
2016-2017,CRDI de Québec,4,9,515.0
2016-2017,CRDI de Québec,5,1,90.0
2016-2017,CRDI de Québec,5,2,163.0
2016-2017,CRDI de Québec,5,3,111.0
2016-2017,CRDI de Québec,5,4,47.0
2016-2017,CRDI de Québec,5,5,51.0
2016-2017,CRDI de Québec,5,6,30.0
2016-2017,CRDI de Québec,5,7,5.0
2016-2017,CRDI de Québec,5,8,1.0
2016-2017,CRDI de Québec,5,9,498.0
2016-2017,CRDI de Québec,6,1,175.0
2016-2017,CRDI de Québec,6,2,519.0
2016-2017,CRDI de Québec,6,3,388.0
2016-2017,CRDI de Québec,6,4,254.0
2016-2017,CRDI de Québec,6,5,899.0
2016-2017,CRDI de Québec,6,6,644.0
2016-2017,CRDI de Québec,6,7,136.0
2016-2017,CRDI de Québec,6,8,48.0
2016-2017,CRDI de Québec,6,9,3063.0
2016-2017,CRDI de Québec,7,1,126.0
2016-2017,CRDI de Québec,7,2,412.0
2016-2017,CRDI de Québec,7,3,278.0
2016-2017,CRDI de Québec,7,4,166.0
2016-2017,CRDI de Québec,7,5,530.0
2016-2017,CRDI de Québec,7,6,370.0
2016-2017,CRDI de Québec,7,7,80.0
2016-2017,CRDI de Québec,7,8,26.0
2016-2017,CRDI de Québec,7,9,1988.0
2016-2017,CRDI de Québec,8,1,49.0
2016-2017,CRDI de Québec,8,2,107.0
2016-2017,CRDI de Québec,8,3,110.0
2016-2017,CRDI de Québec,8,4,88.0
2016-2017,CRDI de Québec,8,5,369.0
2016-2017,CRDI de Québec,8,6,274.0
2016-2017,CRDI de Québec,8,7,56.0
2016-2017,CRDI de Québec,8,8,22.0
2016-2017,CRDI de Québec,8,9,1075.0
2016-2017,CRDI de Québec,9,1,11.0
2016-2017,CRDI de Québec,9,2,81.0
2016-2017,CRDI de Québec,9,3,63.0
2016-2017,CRDI de Québec,9,4,24.0
2016-2017,CRDI de Québec,9,5,40.0
2016-2017,CRDI de Québec,9,6,23.0
2016-2017,CRDI de Québec,9,7,11.0
2016-2017,CRDI de Québec,9,8,7.0
2016-2017,CRDI de Québec,9,9,260.0
2016-2017,CRDI de Québec,10,1,31815.0
2016-2017,CRDI de Québec,10,2,33567.0
2016-2017,CRDI de Québec,10,3,22971.0
2016-2017,CRDI de Québec,10,4,15443.0
2016-2017,CRDI de Québec,10,5,92134.0
2016-2017,CRDI de Québec,10,6,79682.0
2016-2017,CRDI de Québec,10,7,12391.0
2016-2017,CRDI de Québec,10,8,3950.0
2016-2017,CRDI de Québec,10,9,291953.0
2016-2017,CRDI de Québec,11,1,59.0
2016-2017,CRDI de Québec,11,2,106.0
2016-2017,CRDI de Québec,11,3,101.0
2016-2017,CRDI de Québec,11,4,116.0
2016-2017,CRDI de Québec,11,5,691.0
2016-2017,CRDI de Québec,11,6,594.0
2016-2017,CRDI de Québec,11,7,133.0
2016-2017,CRDI de Québec,11,8,48.0
2016-2017,CRDI de Québec,11,9,1848.0
2016-2017,CRDI de Québec,12,1,29.0
2016-2017,CRDI de Québec,12,2,60.0
2016-2017,CRDI de Québec,12,3,55.0
2016-2017,CRDI de Québec,12,4,60.0
2016-2017,CRDI de Québec,12,5,376.0
2016-2017,CRDI de Québec,12,6,333.0
2016-2017,CRDI de Québec,12,7,78.0
2016-2017,CRDI de Québec,12,8,26.0
2016-2017,CRDI de Québec,12,9,1017.0
2016-2017,CRDI de Québec,13,1,30.0
2016-2017,CRDI de Québec,13,2,46.0
2016-2017,CRDI de Québec,13,3,46.0
2016-2017,CRDI de Québec,13,4,56.0
2016-2017,CRDI de Québec,13,5,315.0
2016-2017,CRDI de Québec,13,6,261.0
2016-2017,CRDI de Québec,13,7,55.0
2016-2017,CRDI de Québec,13,8,22.0
2016-2017,CRDI de Québec,13,9,831.0
2016-2017,CRDI de Québec,14,1,9.0
2016-2017,CRDI de Québec,14,2,11.0
2016-2017,CRDI de Québec,14,3,7.0
2016-2017,CRDI de Québec,14,4,3.0
2016-2017,CRDI de Québec,14,5,31.0
2016-2017,CRDI de Québec,14,6,24.0
2016-2017,CRDI de Québec,14,7,12.0
2016-2017,CRDI de Québec,14,8,7.0
2016-2017,CRDI de Québec,14,9,104.0
2016-2017,CRDI de Québec,15,1,4422.0
2016-2017,CRDI de Québec,15,2,4997.0
2016-2017,CRDI de Québec,15,3,5497.0
2016-2017,CRDI de Québec,15,4,7322.0
2016-2017,CRDI de Québec,15,5,71415.0
2016-2017,CRDI de Québec,15,6,73691.0
2016-2017,CRDI de Québec,15,7,12219.0
2016-2017,CRDI de Québec,15,8,3950.0
2016-2017,CRDI de Québec,15,9,183513.0
2016-2017,CRDI de Québec,16,2,2.0
2016-2017,CRDI de Québec,16,3,33.0
2016-2017,CRDI de Québec,16,4,29.0
2016-2017,CRDI de Québec,16,5,26.0
2016-2017,CRDI de Québec,16,6,90.0
2016-2017,CRDI de Québec,17,2,569.0
2016-2017,CRDI de Québec,17,3,9995.0
2016-2017,CRDI de Québec,17,4,6077.0
2016-2017,CRDI de Québec,17,5,4940.0
2016-2017,CRDI de Québec,17,6,21581.0
2016-2017,CRDI de Québec,18,2,56.0
2016-2017,CRDI de Québec,18,3,1027.0
2016-2017,CRDI de Québec,18,4,710.0
2016-2017,CRDI de Québec,18,5,466.0
2016-2017,CRDI de Québec,18,6,2259.0
2016-2017,CRDI de Québec,19,2,1.0
2016-2017,CRDI de Québec,19,3,28.0
2016-2017,CRDI de Québec,19,4,26.0
2016-2017,CRDI de Québec,19,5,23.0
2016-2017,CRDI de Québec,19,6,78.0
2016-2017,CRDI de Québec,20,2,1.0
2016-2017,CRDI de Québec,20,3,5.0
2016-2017,CRDI de Québec,20,4,3.0
2016-2017,CRDI de Québec,20,5,3.0
2016-2017,CRDI de Québec,20,6,12.0
2016-2017,CRDI de Québec,21,4,14.0
2016-2017,CRDI de Québec,21,5,26.0
2016-2017,CRDI de Québec,21,6,40.0
2016-2017,CRDI de Québec,22,1,118.0
2016-2017,CRDI de Québec,22,2,420.0
2016-2017,CRDI de Québec,22,3,290.0
2016-2017,CRDI de Québec,22,4,138.0
2016-2017,CRDI de Québec,22,5,211.0
2016-2017,CRDI de Québec,22,6,52.0
2016-2017,CRDI de Québec,22,7,4.0
2016-2017,CRDI de Québec,22,9,1233.0
2016-2017,CRDI de Québec,23,1,98.0
2016-2017,CRDI de Québec,23,2,356.0
2016-2017,CRDI de Québec,23,3,225.0
2016-2017,CRDI de Québec,23,4,106.0
2016-2017,CRDI de Québec,23,5,155.0
2016-2017,CRDI de Québec,23,6,38.0
2016-2017,CRDI de Québec,23,7,3.0
2016-2017,CRDI de Québec,23,9,981.0
2016-2017,CRDI de Québec,24,1,20.0
2016-2017,CRDI de Québec,24,2,64.0
2016-2017,CRDI de Québec,24,3,65.0
2016-2017,CRDI de Québec,24,4,32.0
2016-2017,CRDI de Québec,24,5,56.0
2016-2017,CRDI de Québec,24,6,14.0
2016-2017,CRDI de Québec,24,7,1.0
2016-2017,CRDI de Québec,24,9,252.0
2016-2017,CRDI de Québec,25,1,5.0
2016-2017,CRDI de Québec,25,2,78.0
2016-2017,CRDI de Québec,25,3,59.0
2016-2017,CRDI de Québec,25,4,21.0
2016-2017,CRDI de Québec,25,5,9.0
2016-2017,CRDI de Québec,25,6,1.0
2016-2017,CRDI de Québec,25,9,173.0
2016-2017,CRDI de Québec,26,1,10751.0
2016-2017,CRDI de Québec,26,2,23630.0
2016-2017,CRDI de Québec,26,3,17473.0
2016-2017,CRDI de Québec,26,4,8120.0
2016-2017,CRDI de Québec,26,5,20720.0
2016-2017,CRDI de Québec,26,6,5991.0
2016-2017,CRDI de Québec,26,7,172.0
2016-2017,CRDI de Québec,26,9,86857.0
2016-2017,CRDITED Chaudière-Appalaches,1,1,64.0
2016-2017,CRDITED Chaudière-Appalaches,1,2,101.0
2016-2017,CRDITED Chaudière-Appalaches,1,3,55.0
2016-2017,CRDITED Chaudière-Appalaches,1,4,56.0
2016-2017,CRDITED Chaudière-Appalaches,1,5,41.0
2016-2017,CRDITED Chaudière-Appalaches,1,6,26.0
2016-2017,CRDITED Chaudière-Appalaches,1,7,4.0
2016-2017,CRDITED Chaudière-Appalaches,1,8,4.0
2016-2017,CRDITED Chaudière-Appalaches,1,9,351.0
2016-2017,CRDITED Chaudière-Appalaches,2,1,48.0
2016-2017,CRDITED Chaudière-Appalaches,2,2,78.0
2016-2017,CRDITED Chaudière-Appalaches,2,3,35.0
2016-2017,CRDITED Chaudière-Appalaches,2,4,35.0
2016-2017,CRDITED Chaudière-Appalaches,2,5,27.0
2016-2017,CRDITED Chaudière-Appalaches,2,6,17.0
2016-2017,CRDITED Chaudière-Appalaches,2,7,2.0
2016-2017,CRDITED Chaudière-Appalaches,2,8,2.0
2016-2017,CRDITED Chaudière-Appalaches,2,9,244.0
2016-2017,CRDITED Chaudière-Appalaches,3,1,16.0
2016-2017,CRDITED Chaudière-Appalaches,3,2,23.0
2016-2017,CRDITED Chaudière-Appalaches,3,3,20.0
2016-2017,CRDITED Chaudière-Appalaches,3,4,21.0
2016-2017,CRDITED Chaudière-Appalaches,3,5,14.0
2016-2017,CRDITED Chaudière-Appalaches,3,6,9.0
2016-2017,CRDITED Chaudière-Appalaches,3,7,2.0
2016-2017,CRDITED Chaudière-Appalaches,3,8,2.0
2016-2017,CRDITED Chaudière-Appalaches,3,9,107.0
2016-2017,CRDITED Chaudière-Appalaches,4,1,99.0
2016-2017,CRDITED Chaudière-Appalaches,4,2,144.0
2016-2017,CRDITED Chaudière-Appalaches,4,3,81.0
2016-2017,CRDITED Chaudière-Appalaches,4,4,70.0
2016-2017,CRDITED Chaudière-Appalaches,4,5,68.0
2016-2017,CRDITED Chaudière-Appalaches,4,6,31.0
2016-2017,CRDITED Chaudière-Appalaches,4,7,5.0
2016-2017,CRDITED Chaudière-Appalaches,4,8,5.0
2016-2017,CRDITED Chaudière-Appalaches,4,9,503.0
2016-2017,CRDITED Chaudière-Appalaches,5,1,65.0
2016-2017,CRDITED Chaudière-Appalaches,5,2,101.0
2016-2017,CRDITED Chaudière-Appalaches,5,3,54.0
2016-2017,CRDITED Chaudière-Appalaches,5,4,60.0
2016-2017,CRDITED Chaudière-Appalaches,5,5,39.0
2016-2017,CRDITED Chaudière-Appalaches,5,6,26.0
2016-2017,CRDITED Chaudière-Appalaches,5,7,4.0
2016-2017,CRDITED Chaudière-Appalaches,5,8,5.0
2016-2017,CRDITED Chaudière-Appalaches,5,9,354.0
2016-2017,CRDITED Chaudière-Appalaches,6,1,150.0
2016-2017,CRDITED Chaudière-Appalaches,6,2,284.0
2016-2017,CRDITED Chaudière-Appalaches,6,3,126.0
2016-2017,CRDITED Chaudière-Appalaches,6,4,126.0
2016-2017,CRDITED Chaudière-Appalaches,6,5,511.0
2016-2017,CRDITED Chaudière-Appalaches,6,6,359.0
2016-2017,CRDITED Chaudière-Appalaches,6,7,55.0
2016-2017,CRDITED Chaudière-Appalaches,6,8,26.0
2016-2017,CRDITED Chaudière-Appalaches,6,9,1637.0
2016-2017,CRDITED Chaudière-Appalaches,7,1,109.0
2016-2017,CRDITED Chaudière-Appalaches,7,2,229.0
2016-2017,CRDITED Chaudière-Appalaches,7,3,92.0
2016-2017,CRDITED Chaudière-Appalaches,7,4,83.0
2016-2017,CRDITED Chaudière-Appalaches,7,5,301.0
2016-2017,CRDITED Chaudière-Appalaches,7,6,192.0
2016-2017,CRDITED Chaudière-Appalaches,7,7,17.0
