Annee,NomEtablissement,Ligne,Colonne,Chiffre
2013-2014,CPR de la Côte-Nord,10,1,3538.0
2013-2014,CPR de la Côte-Nord,10,2,5292.0
2013-2014,CPR de la Côte-Nord,10,3,3810.0
2013-2014,CPR de la Côte-Nord,10,4,1826.0
2013-2014,CPR de la Côte-Nord,10,5,7191.0
2013-2014,CPR de la Côte-Nord,10,6,6320.0
2013-2014,CPR de la Côte-Nord,10,7,488.0
2013-2014,CPR de la Côte-Nord,10,8,31.0
2013-2014,CPR de la Côte-Nord,10,9,28496.0
2013-2014,CPR de la Côte-Nord,11,1,22.0
2013-2014,CPR de la Côte-Nord,11,2,18.0
2013-2014,CPR de la Côte-Nord,11,3,18.0
2013-2014,CPR de la Côte-Nord,11,4,12.0
2013-2014,CPR de la Côte-Nord,11,5,84.0
2013-2014,CPR de la Côte-Nord,11,6,115.0
2013-2014,CPR de la Côte-Nord,11,7,14.0
2013-2014,CPR de la Côte-Nord,11,8,1.0
2013-2014,CPR de la Côte-Nord,11,9,284.0
2013-2014,CPR de la Côte-Nord,12,1,17.0
2013-2014,CPR de la Côte-Nord,12,2,10.0
2013-2014,CPR de la Côte-Nord,12,3,12.0
2013-2014,CPR de la Côte-Nord,12,4,4.0
2013-2014,CPR de la Côte-Nord,12,5,41.0
2013-2014,CPR de la Côte-Nord,12,6,56.0
2013-2014,CPR de la Côte-Nord,12,7,4.0
2013-2014,CPR de la Côte-Nord,12,9,144.0
2013-2014,CPR de la Côte-Nord,13,1,5.0
2013-2014,CPR de la Côte-Nord,13,2,8.0
2013-2014,CPR de la Côte-Nord,13,3,6.0
2013-2014,CPR de la Côte-Nord,13,4,8.0
2013-2014,CPR de la Côte-Nord,13,5,43.0
2013-2014,CPR de la Côte-Nord,13,6,59.0
2013-2014,CPR de la Côte-Nord,13,7,10.0
2013-2014,CPR de la Côte-Nord,13,8,1.0
2013-2014,CPR de la Côte-Nord,13,9,140.0
2013-2014,CPR de la Côte-Nord,14,1,3.0
2013-2014,CPR de la Côte-Nord,14,2,6.0
2013-2014,CPR de la Côte-Nord,14,3,4.0
2013-2014,CPR de la Côte-Nord,14,4,3.0
2013-2014,CPR de la Côte-Nord,14,5,8.0
2013-2014,CPR de la Côte-Nord,14,6,3.0
2013-2014,CPR de la Côte-Nord,14,7,1.0
2013-2014,CPR de la Côte-Nord,14,9,28.0
2013-2014,CPR de la Côte-Nord,15,1,1928.0
2013-2014,CPR de la Côte-Nord,15,2,596.0
2013-2014,CPR de la Côte-Nord,15,3,1328.0
2013-2014,CPR de la Côte-Nord,15,4,1020.0
2013-2014,CPR de la Côte-Nord,15,5,6129.0
2013-2014,CPR de la Côte-Nord,15,6,6320.0
2013-2014,CPR de la Côte-Nord,15,7,488.0
2013-2014,CPR de la Côte-Nord,15,8,31.0
2013-2014,CPR de la Côte-Nord,15,9,17840.0
2013-2014,CPR de la Côte-Nord,16,1,1.0
2013-2014,CPR de la Côte-Nord,16,2,1.0
2013-2014,CPR de la Côte-Nord,16,3,6.0
2013-2014,CPR de la Côte-Nord,16,5,4.0
2013-2014,CPR de la Côte-Nord,16,6,12.0
2013-2014,CPR de la Côte-Nord,17,1,64.0
2013-2014,CPR de la Côte-Nord,17,2,302.0
2013-2014,CPR de la Côte-Nord,17,3,848.0
2013-2014,CPR de la Côte-Nord,17,5,349.0
2013-2014,CPR de la Côte-Nord,17,6,1563.0
2013-2014,CPR de la Côte-Nord,18,1,19.0
2013-2014,CPR de la Côte-Nord,18,2,48.0
2013-2014,CPR de la Côte-Nord,18,3,165.0
2013-2014,CPR de la Côte-Nord,18,5,59.0
2013-2014,CPR de la Côte-Nord,18,6,291.0
2013-2014,CPR de la Côte-Nord,19,1,1.0
2013-2014,CPR de la Côte-Nord,19,2,1.0
2013-2014,CPR de la Côte-Nord,19,3,6.0
2013-2014,CPR de la Côte-Nord,19,5,4.0
2013-2014,CPR de la Côte-Nord,19,6,12.0
2013-2014,CPR de la Côte-Nord,21,3,1.0
2013-2014,CPR de la Côte-Nord,21,5,4.0
2013-2014,CPR de la Côte-Nord,21,6,5.0
2013-2014,CPR de la Côte-Nord,22,1,5.0
2013-2014,CPR de la Côte-Nord,22,2,49.0
2013-2014,CPR de la Côte-Nord,22,3,41.0
2013-2014,CPR de la Côte-Nord,22,4,9.0
2013-2014,CPR de la Côte-Nord,22,5,14.0
2013-2014,CPR de la Côte-Nord,22,9,118.0
2013-2014,CPR de la Côte-Nord,23,1,4.0
2013-2014,CPR de la Côte-Nord,23,2,47.0
2013-2014,CPR de la Côte-Nord,23,3,33.0
2013-2014,CPR de la Côte-Nord,23,4,7.0
2013-2014,CPR de la Côte-Nord,23,5,12.0
2013-2014,CPR de la Côte-Nord,23,9,103.0
2013-2014,CPR de la Côte-Nord,24,1,1.0
2013-2014,CPR de la Côte-Nord,24,2,2.0
2013-2014,CPR de la Côte-Nord,24,3,8.0
2013-2014,CPR de la Côte-Nord,24,4,2.0
2013-2014,CPR de la Côte-Nord,24,5,2.0
2013-2014,CPR de la Côte-Nord,24,9,15.0
2013-2014,CPR de la Côte-Nord,25,1,1.0
2013-2014,CPR de la Côte-Nord,25,2,5.0
2013-2014,CPR de la Côte-Nord,25,3,10.0
2013-2014,CPR de la Côte-Nord,25,4,1.0
2013-2014,CPR de la Côte-Nord,25,5,3.0
2013-2014,CPR de la Côte-Nord,25,9,20.0
2013-2014,CPR de la Côte-Nord,26,1,397.0
2013-2014,CPR de la Côte-Nord,26,2,4346.0
2013-2014,CPR de la Côte-Nord,26,3,2482.0
2013-2014,CPR de la Côte-Nord,26,4,806.0
2013-2014,CPR de la Côte-Nord,26,5,1062.0
2013-2014,CPR de la Côte-Nord,26,9,9093.0
2013-2014,CR Estrie Inc.,6,1,9.0
2013-2014,CR Estrie Inc.,6,2,5.0
2013-2014,CR Estrie Inc.,6,3,2.0
2013-2014,CR Estrie Inc.,6,4,2.0
2013-2014,CR Estrie Inc.,6,5,5.0
2013-2014,CR Estrie Inc.,6,6,2.0
2013-2014,CR Estrie Inc.,6,7,0.0
2013-2014,CR Estrie Inc.,6,8,0.0
2013-2014,CR Estrie Inc.,6,9,25.0
2013-2014,CR Estrie Inc.,7,1,4.0
2013-2014,CR Estrie Inc.,7,2,2.0
2013-2014,CR Estrie Inc.,7,3,0.0
2013-2014,CR Estrie Inc.,7,4,0.0
2013-2014,CR Estrie Inc.,7,5,3.0
2013-2014,CR Estrie Inc.,7,6,1.0
2013-2014,CR Estrie Inc.,7,7,0.0
2013-2014,CR Estrie Inc.,7,8,0.0
2013-2014,CR Estrie Inc.,7,9,10.0
2013-2014,CR Estrie Inc.,8,1,5.0
2013-2014,CR Estrie Inc.,8,2,3.0
2013-2014,CR Estrie Inc.,8,3,2.0
2013-2014,CR Estrie Inc.,8,4,3.0
2013-2014,CR Estrie Inc.,8,5,2.0
2013-2014,CR Estrie Inc.,8,6,1.0
2013-2014,CR Estrie Inc.,8,7,0.0
2013-2014,CR Estrie Inc.,8,8,0.0
2013-2014,CR Estrie Inc.,8,9,16.0
2013-2014,CR Estrie Inc.,9,1,1.0
2013-2014,CR Estrie Inc.,9,2,0.0
2013-2014,CR Estrie Inc.,9,3,0.0
2013-2014,CR Estrie Inc.,9,4,0.0
2013-2014,CR Estrie Inc.,9,5,0.0
2013-2014,CR Estrie Inc.,9,6,0.0
2013-2014,CR Estrie Inc.,9,7,0.0
2013-2014,CR Estrie Inc.,9,8,0.0
2013-2014,CR Estrie Inc.,9,9,1.0
2013-2014,CR Estrie Inc.,10,1,623.0
2013-2014,CR Estrie Inc.,10,2,162.0
2013-2014,CR Estrie Inc.,10,3,89.0
2013-2014,CR Estrie Inc.,10,4,29.0
2013-2014,CR Estrie Inc.,10,5,188.0
2013-2014,CR Estrie Inc.,10,6,21.0
2013-2014,CR Estrie Inc.,10,7,0.0
2013-2014,CR Estrie Inc.,10,8,0.0
2013-2014,CR Estrie Inc.,10,9,1112.0
2013-2014,CR Estrie Inc.,11,1,9.0
2013-2014,CR Estrie Inc.,11,2,5.0
2013-2014,CR Estrie Inc.,11,3,2.0
2013-2014,CR Estrie Inc.,11,4,2.0
2013-2014,CR Estrie Inc.,11,5,5.0
2013-2014,CR Estrie Inc.,11,6,2.0
2013-2014,CR Estrie Inc.,11,7,0.0
2013-2014,CR Estrie Inc.,11,8,0.0
2013-2014,CR Estrie Inc.,11,9,25.0
2013-2014,CR Estrie Inc.,12,1,4.0
2013-2014,CR Estrie Inc.,12,2,2.0
2013-2014,CR Estrie Inc.,12,3,0.0
2013-2014,CR Estrie Inc.,12,4,0.0
2013-2014,CR Estrie Inc.,12,5,3.0
2013-2014,CR Estrie Inc.,12,6,1.0
2013-2014,CR Estrie Inc.,12,7,0.0
2013-2014,CR Estrie Inc.,12,8,0.0
2013-2014,CR Estrie Inc.,12,9,10.0
2013-2014,CR Estrie Inc.,13,1,5.0
2013-2014,CR Estrie Inc.,13,2,3.0
2013-2014,CR Estrie Inc.,13,3,2.0
2013-2014,CR Estrie Inc.,13,4,2.0
2013-2014,CR Estrie Inc.,13,5,2.0
2013-2014,CR Estrie Inc.,13,6,1.0
2013-2014,CR Estrie Inc.,13,7,0.0
2013-2014,CR Estrie Inc.,13,8,0.0
2013-2014,CR Estrie Inc.,13,9,15.0
2013-2014,CR Estrie Inc.,14,1,1.0
2013-2014,CR Estrie Inc.,14,2,0.0
2013-2014,CR Estrie Inc.,14,3,0.0
2013-2014,CR Estrie Inc.,14,4,0.0
2013-2014,CR Estrie Inc.,14,5,0.0
2013-2014,CR Estrie Inc.,14,6,0.0
2013-2014,CR Estrie Inc.,14,7,0.0
2013-2014,CR Estrie Inc.,14,8,0.0
2013-2014,CR Estrie Inc.,14,9,1.0
2013-2014,CR Estrie Inc.,15,1,623.0
2013-2014,CR Estrie Inc.,15,2,162.0
2013-2014,CR Estrie Inc.,15,3,89.0
2013-2014,CR Estrie Inc.,15,4,5.0
2013-2014,CR Estrie Inc.,15,5,188.0
2013-2014,CR Estrie Inc.,15,6,21.0
2013-2014,CR Estrie Inc.,15,7,0.0
2013-2014,CR Estrie Inc.,15,8,0.0
2013-2014,CR Estrie Inc.,15,9,1088.0
2013-2014,CR Estrie Inc.,22,1,0.0
2013-2014,CR Estrie Inc.,22,2,0.0
2013-2014,CR Estrie Inc.,22,3,0.0
2013-2014,CR Estrie Inc.,22,4,1.0
2013-2014,CR Estrie Inc.,22,5,0.0
2013-2014,CR Estrie Inc.,22,6,0.0
2013-2014,CR Estrie Inc.,22,7,0.0
2013-2014,CR Estrie Inc.,22,8,0.0
2013-2014,CR Estrie Inc.,22,9,1.0
2013-2014,CR Estrie Inc.,23,1,0.0
2013-2014,CR Estrie Inc.,23,2,0.0
2013-2014,CR Estrie Inc.,23,3,0.0
2013-2014,CR Estrie Inc.,23,4,0.0
2013-2014,CR Estrie Inc.,23,5,0.0
2013-2014,CR Estrie Inc.,23,6,0.0
2013-2014,CR Estrie Inc.,23,7,0.0
2013-2014,CR Estrie Inc.,23,8,0.0
2013-2014,CR Estrie Inc.,23,9,0.0
2013-2014,CR Estrie Inc.,24,1,0.0
2013-2014,CR Estrie Inc.,24,2,0.0
2013-2014,CR Estrie Inc.,24,3,0.0
2013-2014,CR Estrie Inc.,24,4,1.0
2013-2014,CR Estrie Inc.,24,5,0.0
2013-2014,CR Estrie Inc.,24,6,0.0
2013-2014,CR Estrie Inc.,24,7,0.0
2013-2014,CR Estrie Inc.,24,8,0.0
2013-2014,CR Estrie Inc.,24,9,1.0
2013-2014,CR Estrie Inc.,25,1,0.0
2013-2014,CR Estrie Inc.,25,2,0.0
2013-2014,CR Estrie Inc.,25,3,0.0
2013-2014,CR Estrie Inc.,25,4,0.0
2013-2014,CR Estrie Inc.,25,5,0.0
2013-2014,CR Estrie Inc.,25,6,0.0
2013-2014,CR Estrie Inc.,25,7,0.0
2013-2014,CR Estrie Inc.,25,8,0.0
2013-2014,CR Estrie Inc.,25,9,0.0
2013-2014,CR Estrie Inc.,26,1,0.0
2013-2014,CR Estrie Inc.,26,2,0.0
2013-2014,CR Estrie Inc.,26,3,0.0
2013-2014,CR Estrie Inc.,26,4,23.0
2013-2014,CR Estrie Inc.,26,5,0.0
2013-2014,CR Estrie Inc.,26,6,0.0
2013-2014,CR Estrie Inc.,26,7,0.0
2013-2014,CR Estrie Inc.,26,8,0.0
2013-2014,CR Estrie Inc.,26,9,23.0
2013-2014,CR La Maison,5,1,9.0
2013-2014,CR La Maison,5,2,5.0
2013-2014,CR La Maison,5,3,2.0
2013-2014,CR La Maison,5,4,0.0
2013-2014,CR La Maison,5,5,0.0
2013-2014,CR La Maison,5,6,0.0
2013-2014,CR La Maison,5,7,0.0
2013-2014,CR La Maison,5,8,0.0
2013-2014,CR La Maison,5,9,16.0
2013-2014,CR La Maison,6,1,17.0
2013-2014,CR La Maison,6,2,63.0
2013-2014,CR La Maison,6,3,35.0
2013-2014,CR La Maison,6,4,13.0
2013-2014,CR La Maison,6,5,11.0
2013-2014,CR La Maison,6,6,5.0
2013-2014,CR La Maison,6,7,0.0
2013-2014,CR La Maison,6,8,0.0
2013-2014,CR La Maison,6,9,144.0
2013-2014,CR La Maison,7,1,14.0
2013-2014,CR La Maison,7,2,52.0
2013-2014,CR La Maison,7,3,27.0
2013-2014,CR La Maison,7,4,12.0
2013-2014,CR La Maison,7,5,9.0
2013-2014,CR La Maison,7,6,4.0
2013-2014,CR La Maison,7,7,0.0
2013-2014,CR La Maison,7,8,0.0
2013-2014,CR La Maison,7,9,118.0
2013-2014,CR La Maison,8,1,3.0
2013-2014,CR La Maison,8,2,11.0
2013-2014,CR La Maison,8,3,8.0
2013-2014,CR La Maison,8,4,1.0
2013-2014,CR La Maison,8,5,2.0
2013-2014,CR La Maison,8,6,1.0
2013-2014,CR La Maison,8,7,0.0
2013-2014,CR La Maison,8,8,0.0
2013-2014,CR La Maison,8,9,26.0
2013-2014,CR La Maison,9,1,0.0
2013-2014,CR La Maison,9,2,2.0
2013-2014,CR La Maison,9,3,4.0
2013-2014,CR La Maison,9,4,2.0
2013-2014,CR La Maison,9,5,0.0
2013-2014,CR La Maison,9,6,0.0
2013-2014,CR La Maison,9,7,0.0
2013-2014,CR La Maison,9,8,0.0
2013-2014,CR La Maison,9,9,8.0
2013-2014,CR La Maison,10,1,1541.0
2013-2014,CR La Maison,10,2,9961.0
2013-2014,CR La Maison,10,3,2628.0
2013-2014,CR La Maison,10,4,1045.0
2013-2014,CR La Maison,10,5,2075.0
2013-2014,CR La Maison,10,6,1421.0
2013-2014,CR La Maison,10,7,0.0
2013-2014,CR La Maison,10,8,0.0
2013-2014,CR La Maison,10,9,18671.0
2013-2014,CR La Maison,16,1,0.0
2013-2014,CR La Maison,16,2,5.0
2013-2014,CR La Maison,16,3,6.0
2013-2014,CR La Maison,16,4,6.0
2013-2014,CR La Maison,16,5,9.0
2013-2014,CR La Maison,16,6,26.0
2013-2014,CR La Maison,17,1,0.0
2013-2014,CR La Maison,17,2,185.0
2013-2014,CR La Maison,17,3,787.0
2013-2014,CR La Maison,17,4,569.0
2013-2014,CR La Maison,17,5,360.0
2013-2014,CR La Maison,17,6,1901.0
2013-2014,CR La Maison,18,1,0.0
2013-2014,CR La Maison,18,2,74.0
2013-2014,CR La Maison,18,3,222.0
2013-2014,CR La Maison,18,4,178.0
2013-2014,CR La Maison,18,5,152.0
2013-2014,CR La Maison,18,6,626.0
2013-2014,CR La Maison,19,1,0.0
2013-2014,CR La Maison,19,2,4.0
2013-2014,CR La Maison,19,3,5.0
2013-2014,CR La Maison,19,4,5.0
2013-2014,CR La Maison,19,5,8.0
2013-2014,CR La Maison,19,6,22.0
2013-2014,CR La Maison,20,1,0.0
2013-2014,CR La Maison,20,2,1.0
2013-2014,CR La Maison,20,3,1.0
2013-2014,CR La Maison,20,4,1.0
2013-2014,CR La Maison,20,5,1.0
2013-2014,CR La Maison,20,6,4.0
2013-2014,CR La Maison,21,1,0.0
2013-2014,CR La Maison,21,2,0.0
2013-2014,CR La Maison,21,3,0.0
2013-2014,CR La Maison,21,4,0.0
2013-2014,CR La Maison,21,5,5.0
2013-2014,CR La Maison,21,6,5.0
2013-2014,CR La Maison,22,1,0.0
2013-2014,CR La Maison,22,2,59.0
2013-2014,CR La Maison,22,3,35.0
2013-2014,CR La Maison,22,4,13.0
2013-2014,CR La Maison,22,5,11.0
2013-2014,CR La Maison,22,6,5.0
2013-2014,CR La Maison,22,7,0.0
2013-2014,CR La Maison,22,8,0.0
2013-2014,CR La Maison,22,9,123.0
2013-2014,CR La Maison,23,1,0.0
2013-2014,CR La Maison,23,2,48.0
2013-2014,CR La Maison,23,3,27.0
2013-2014,CR La Maison,23,4,12.0
2013-2014,CR La Maison,23,5,9.0
2013-2014,CR La Maison,23,6,4.0
2013-2014,CR La Maison,23,7,0.0
2013-2014,CR La Maison,23,8,0.0
2013-2014,CR La Maison,23,9,100.0
2013-2014,CR La Maison,24,1,0.0
2013-2014,CR La Maison,24,2,11.0
2013-2014,CR La Maison,24,3,8.0
2013-2014,CR La Maison,24,4,1.0
2013-2014,CR La Maison,24,5,2.0
2013-2014,CR La Maison,24,6,1.0
2013-2014,CR La Maison,24,7,0.0
2013-2014,CR La Maison,24,8,0.0
2013-2014,CR La Maison,24,9,23.0
2013-2014,CR La Maison,25,1,0.0
2013-2014,CR La Maison,25,2,2.0
2013-2014,CR La Maison,25,3,4.0
2013-2014,CR La Maison,25,4,2.0
2013-2014,CR La Maison,25,5,0.0
2013-2014,CR La Maison,25,6,0.0
2013-2014,CR La Maison,25,7,0.0
2013-2014,CR La Maison,25,8,0.0
2013-2014,CR La Maison,25,9,8.0
2013-2014,CR La Maison,26,1,0.0
2013-2014,CR La Maison,26,2,9601.0
2013-2014,CR La Maison,26,3,2628.0
2013-2014,CR La Maison,26,4,1045.0
2013-2014,CR La Maison,26,5,2075.0
2013-2014,CR La Maison,26,6,1421.0
2013-2014,CR La Maison,26,7,0.0
2013-2014,CR La Maison,26,8,0.0
2013-2014,CR La Maison,26,9,16770.0
2013-2014,CR La Myriade,1,1,97.0
2013-2014,CR La Myriade,1,2,100.0
2013-2014,CR La Myriade,1,3,81.0
2013-2014,CR La Myriade,1,4,29.0
2013-2014,CR La Myriade,1,5,37.0
2013-2014,CR La Myriade,1,6,13.0
2013-2014,CR La Myriade,1,7,0.0
2013-2014,CR La Myriade,1,8,0.0
2013-2014,CR La Myriade,1,9,357.0
2013-2014,CR La Myriade,2,1,74.0
2013-2014,CR La Myriade,2,2,78.0
2013-2014,CR La Myriade,2,3,58.0
2013-2014,CR La Myriade,2,4,22.0
2013-2014,CR La Myriade,2,5,26.0
2013-2014,CR La Myriade,2,6,5.0
2013-2014,CR La Myriade,2,7,0.0
2013-2014,CR La Myriade,2,8,0.0
2013-2014,CR La Myriade,2,9,263.0
2013-2014,CR La Myriade,3,1,23.0
2013-2014,CR La Myriade,3,2,22.0
2013-2014,CR La Myriade,3,3,23.0
2013-2014,CR La Myriade,3,4,7.0
2013-2014,CR La Myriade,3,5,11.0
2013-2014,CR La Myriade,3,6,8.0
2013-2014,CR La Myriade,3,7,0.0
2013-2014,CR La Myriade,3,8,0.0
2013-2014,CR La Myriade,3,9,94.0
2013-2014,CR La Myriade,4,1,611.0
2013-2014,CR La Myriade,4,2,696.0
2013-2014,CR La Myriade,4,3,561.0
2013-2014,CR La Myriade,4,4,176.0
2013-2014,CR La Myriade,4,5,238.0
2013-2014,CR La Myriade,4,6,105.0
2013-2014,CR La Myriade,4,7,0.0
2013-2014,CR La Myriade,4,8,0.0
2013-2014,CR La Myriade,4,9,2387.0
2013-2014,CR La Myriade,5,1,84.0
2013-2014,CR La Myriade,5,2,75.0
2013-2014,CR La Myriade,5,3,75.0
2013-2014,CR La Myriade,5,4,26.0
2013-2014,CR La Myriade,5,5,27.0
2013-2014,CR La Myriade,5,6,9.0
2013-2014,CR La Myriade,5,7,0.0
2013-2014,CR La Myriade,5,8,0.0
2013-2014,CR La Myriade,5,9,296.0
2013-2014,CR La Myriade,6,1,100.0
2013-2014,CR La Myriade,6,2,268.0
2013-2014,CR La Myriade,6,3,126.0
2013-2014,CR La Myriade,6,4,111.0
2013-2014,CR La Myriade,6,5,327.0
2013-2014,CR La Myriade,6,6,284.0
2013-2014,CR La Myriade,6,7,45.0
2013-2014,CR La Myriade,6,8,4.0
2013-2014,CR La Myriade,6,9,1265.0
2013-2014,CR La Myriade,7,1,68.0
2013-2014,CR La Myriade,7,2,197.0
2013-2014,CR La Myriade,7,3,86.0
2013-2014,CR La Myriade,7,4,66.0
2013-2014,CR La Myriade,7,5,197.0
2013-2014,CR La Myriade,7,6,148.0
2013-2014,CR La Myriade,7,7,15.0
2013-2014,CR La Myriade,7,8,2.0
2013-2014,CR La Myriade,7,9,779.0
2013-2014,CR La Myriade,8,1,32.0
2013-2014,CR La Myriade,8,2,71.0
2013-2014,CR La Myriade,8,3,40.0
2013-2014,CR La Myriade,8,4,45.0
2013-2014,CR La Myriade,8,5,130.0
2013-2014,CR La Myriade,8,6,136.0
2013-2014,CR La Myriade,8,7,30.0
2013-2014,CR La Myriade,8,8,2.0
2013-2014,CR La Myriade,8,9,486.0
2013-2014,CR La Myriade,9,1,10.0
2013-2014,CR La Myriade,9,2,68.0
2013-2014,CR La Myriade,9,3,19.0
2013-2014,CR La Myriade,9,4,10.0
2013-2014,CR La Myriade,9,5,25.0
2013-2014,CR La Myriade,9,6,26.0
2013-2014,CR La Myriade,9,7,3.0
2013-2014,CR La Myriade,9,8,0.0
2013-2014,CR La Myriade,9,9,161.0
2013-2014,CR La Myriade,10,1,23772.0
2013-2014,CR La Myriade,10,2,40812.0
2013-2014,CR La Myriade,10,3,30392.0
2013-2014,CR La Myriade,10,4,28349.0
2013-2014,CR La Myriade,10,5,57022.0
2013-2014,CR La Myriade,10,6,30134.0
2013-2014,CR La Myriade,10,7,3154.0
2013-2014,CR La Myriade,10,8,159.0
2013-2014,CR La Myriade,10,9,213794.0
2013-2014,CR La Myriade,11,1,50.0
2013-2014,CR La Myriade,11,2,68.0
2013-2014,CR La Myriade,11,3,91.0
2013-2014,CR La Myriade,11,4,104.0
2013-2014,CR La Myriade,11,5,323.0
2013-2014,CR La Myriade,11,6,284.0
2013-2014,CR La Myriade,11,7,45.0
2013-2014,CR La Myriade,11,8,4.0
2013-2014,CR La Myriade,11,9,969.0
2013-2014,CR La Myriade,12,1,30.0
2013-2014,CR La Myriade,12,2,36.0
2013-2014,CR La Myriade,12,3,57.0
2013-2014,CR La Myriade,12,4,59.0
2013-2014,CR La Myriade,12,5,193.0
2013-2014,CR La Myriade,12,6,148.0
2013-2014,CR La Myriade,12,7,15.0
2013-2014,CR La Myriade,12,8,2.0
2013-2014,CR La Myriade,12,9,540.0
2013-2014,CR La Myriade,13,1,20.0
2013-2014,CR La Myriade,13,2,32.0
2013-2014,CR La Myriade,13,3,34.0
2013-2014,CR La Myriade,13,4,45.0
2013-2014,CR La Myriade,13,5,130.0
2013-2014,CR La Myriade,13,6,136.0
2013-2014,CR La Myriade,13,7,30.0
2013-2014,CR La Myriade,13,8,2.0
2013-2014,CR La Myriade,13,9,429.0
2013-2014,CR La Myriade,14,1,8.0
2013-2014,CR La Myriade,14,2,16.0
2013-2014,CR La Myriade,14,3,13.0
2013-2014,CR La Myriade,14,4,9.0
2013-2014,CR La Myriade,14,5,25.0
2013-2014,CR La Myriade,14,6,26.0
2013-2014,CR La Myriade,14,7,3.0
2013-2014,CR La Myriade,14,8,0.0
2013-2014,CR La Myriade,14,9,100.0
2013-2014,CR La Myriade,15,1,13763.0
2013-2014,CR La Myriade,15,2,13159.0
2013-2014,CR La Myriade,15,3,17535.0
2013-2014,CR La Myriade,15,4,27177.0
2013-2014,CR La Myriade,15,5,56219.0
2013-2014,CR La Myriade,15,6,30134.0
2013-2014,CR La Myriade,15,7,3154.0
2013-2014,CR La Myriade,15,8,159.0
2013-2014,CR La Myriade,15,9,161300.0
2013-2014,CR La Myriade,16,1,0.0
2013-2014,CR La Myriade,16,2,0.0
2013-2014,CR La Myriade,16,3,18.0
2013-2014,CR La Myriade,16,4,16.0
2013-2014,CR La Myriade,16,5,20.0
2013-2014,CR La Myriade,16,6,54.0
2013-2014,CR La Myriade,17,1,0.0
2013-2014,CR La Myriade,17,2,0.0
2013-2014,CR La Myriade,17,3,1689.0
2013-2014,CR La Myriade,17,4,1979.0
2013-2014,CR La Myriade,17,5,1201.0
2013-2014,CR La Myriade,17,6,4869.0
2013-2014,CR La Myriade,18,1,0.0
2013-2014,CR La Myriade,18,2,0.0
2013-2014,CR La Myriade,18,3,384.0
2013-2014,CR La Myriade,18,4,421.0
2013-2014,CR La Myriade,18,5,298.0
2013-2014,CR La Myriade,18,6,1103.0
2013-2014,CR La Myriade,19,1,0.0
2013-2014,CR La Myriade,19,2,0.0
2013-2014,CR La Myriade,19,3,15.0
2013-2014,CR La Myriade,19,4,11.0
2013-2014,CR La Myriade,19,5,13.0
2013-2014,CR La Myriade,19,6,39.0
2013-2014,CR La Myriade,20,1,0.0
2013-2014,CR La Myriade,20,2,0.0
2013-2014,CR La Myriade,20,3,3.0
2013-2014,CR La Myriade,20,4,5.0
2013-2014,CR La Myriade,20,5,7.0
2013-2014,CR La Myriade,20,6,15.0
2013-2014,CR La Myriade,21,1,0.0
2013-2014,CR La Myriade,21,2,0.0
2013-2014,CR La Myriade,21,3,2.0
2013-2014,CR La Myriade,21,4,9.0
