Annee,NomEtablissement,Ligne,Colonne,Chiffre
2013-2014,CPR de la Côte-Nord,8,3,11.0
2013-2014,CPR de la Côte-Nord,8,4,3.0
2013-2014,CPR de la Côte-Nord,8,5,3.0
2013-2014,CPR de la Côte-Nord,8,9,25.0
2013-2014,CPR de la Côte-Nord,9,1,2.0
2013-2014,CPR de la Côte-Nord,9,2,14.0
2013-2014,CPR de la Côte-Nord,9,3,14.0
2013-2014,CPR de la Côte-Nord,9,4,9.0
2013-2014,CPR de la Côte-Nord,9,5,14.0
2013-2014,CPR de la Côte-Nord,9,6,6.0
2013-2014,CPR de la Côte-Nord,9,7,1.0
2013-2014,CPR de la Côte-Nord,9,9,60.0
2013-2014,CR Estrie Inc.,1,1,4.0
2013-2014,CR Estrie Inc.,1,2,1.0
2013-2014,CR Estrie Inc.,1,3,3.0
2013-2014,CR Estrie Inc.,1,4,3.0
2013-2014,CR Estrie Inc.,1,5,9.0
2013-2014,CR Estrie Inc.,1,6,3.0
2013-2014,CR Estrie Inc.,1,7,0.0
2013-2014,CR Estrie Inc.,1,8,0.0
2013-2014,CR Estrie Inc.,1,9,23.0
2013-2014,CR Estrie Inc.,2,1,1.0
2013-2014,CR Estrie Inc.,2,2,2.0
2013-2014,CR Estrie Inc.,2,3,0.0
2013-2014,CR Estrie Inc.,2,4,0.0
2013-2014,CR Estrie Inc.,2,5,0.0
2013-2014,CR Estrie Inc.,2,6,0.0
2013-2014,CR Estrie Inc.,2,7,0.0
2013-2014,CR Estrie Inc.,2,8,0.0
2013-2014,CR Estrie Inc.,2,9,3.0
2013-2014,CR Estrie Inc.,3,1,5.0
2013-2014,CR Estrie Inc.,3,2,3.0
2013-2014,CR Estrie Inc.,3,3,3.0
2013-2014,CR Estrie Inc.,3,4,3.0
2013-2014,CR Estrie Inc.,3,5,9.0
2013-2014,CR Estrie Inc.,3,6,3.0
2013-2014,CR Estrie Inc.,3,7,0.0
2013-2014,CR Estrie Inc.,3,8,0.0
2013-2014,CR Estrie Inc.,3,9,26.0
2013-2014,CR Estrie Inc.,4,1,4.0
2013-2014,CR Estrie Inc.,4,2,1.0
2013-2014,CR Estrie Inc.,4,3,1.0
2013-2014,CR Estrie Inc.,4,4,0.0
2013-2014,CR Estrie Inc.,4,5,1.0
2013-2014,CR Estrie Inc.,4,6,0.0
2013-2014,CR Estrie Inc.,4,7,0.0
2013-2014,CR Estrie Inc.,4,8,0.0
2013-2014,CR Estrie Inc.,4,9,7.0
2013-2014,CR Estrie Inc.,6,1,4.0
2013-2014,CR Estrie Inc.,6,2,1.0
2013-2014,CR Estrie Inc.,6,3,1.0
2013-2014,CR Estrie Inc.,6,4,0.0
2013-2014,CR Estrie Inc.,6,5,1.0
2013-2014,CR Estrie Inc.,6,6,0.0
2013-2014,CR Estrie Inc.,6,7,0.0
2013-2014,CR Estrie Inc.,6,8,0.0
2013-2014,CR Estrie Inc.,6,9,7.0
2013-2014,CR Estrie Inc.,7,1,0.0
2013-2014,CR Estrie Inc.,7,2,0.0
2013-2014,CR Estrie Inc.,7,3,1.0
2013-2014,CR Estrie Inc.,7,4,1.0
2013-2014,CR Estrie Inc.,7,5,9.0
2013-2014,CR Estrie Inc.,7,6,2.0
2013-2014,CR Estrie Inc.,7,7,0.0
2013-2014,CR Estrie Inc.,7,8,0.0
2013-2014,CR Estrie Inc.,7,9,13.0
2013-2014,CR Estrie Inc.,8,1,1.0
2013-2014,CR Estrie Inc.,8,2,2.0
2013-2014,CR Estrie Inc.,8,3,2.0
2013-2014,CR Estrie Inc.,8,4,0.0
2013-2014,CR Estrie Inc.,8,5,0.0
2013-2014,CR Estrie Inc.,8,6,0.0
2013-2014,CR Estrie Inc.,8,7,0.0
2013-2014,CR Estrie Inc.,8,8,0.0
2013-2014,CR Estrie Inc.,8,9,5.0
2013-2014,CR Estrie Inc.,9,1,1.0
2013-2014,CR Estrie Inc.,9,2,2.0
2013-2014,CR Estrie Inc.,9,3,3.0
2013-2014,CR Estrie Inc.,9,4,1.0
2013-2014,CR Estrie Inc.,9,5,9.0
2013-2014,CR Estrie Inc.,9,6,2.0
2013-2014,CR Estrie Inc.,9,7,0.0
2013-2014,CR Estrie Inc.,9,8,0.0
2013-2014,CR Estrie Inc.,9,9,18.0
2013-2014,CR La Maison,2,1,11.0
2013-2014,CR La Maison,2,2,6.0
2013-2014,CR La Maison,2,3,2.0
2013-2014,CR La Maison,2,4,2.0
2013-2014,CR La Maison,2,5,0.0
2013-2014,CR La Maison,2,6,0.0
2013-2014,CR La Maison,2,7,0.0
2013-2014,CR La Maison,2,8,0.0
2013-2014,CR La Maison,2,9,21.0
2013-2014,CR La Maison,3,1,11.0
2013-2014,CR La Maison,3,2,6.0
2013-2014,CR La Maison,3,3,2.0
2013-2014,CR La Maison,3,4,2.0
2013-2014,CR La Maison,3,5,0.0
2013-2014,CR La Maison,3,6,0.0
2013-2014,CR La Maison,3,7,0.0
2013-2014,CR La Maison,3,8,0.0
2013-2014,CR La Maison,3,9,21.0
2013-2014,CR La Maison,5,1,8.0
2013-2014,CR La Maison,5,2,6.0
2013-2014,CR La Maison,5,3,1.0
2013-2014,CR La Maison,5,4,0.0
2013-2014,CR La Maison,5,5,0.0
2013-2014,CR La Maison,5,6,0.0
2013-2014,CR La Maison,5,7,0.0
2013-2014,CR La Maison,5,8,0.0
2013-2014,CR La Maison,5,9,15.0
2013-2014,CR La Maison,6,1,8.0
2013-2014,CR La Maison,6,2,6.0
2013-2014,CR La Maison,6,3,1.0
2013-2014,CR La Maison,6,4,0.0
2013-2014,CR La Maison,6,5,0.0
2013-2014,CR La Maison,6,6,0.0
2013-2014,CR La Maison,6,7,0.0
2013-2014,CR La Maison,6,8,0.0
2013-2014,CR La Maison,6,9,15.0
2013-2014,CR La Maison,8,1,1.0
2013-2014,CR La Maison,8,2,6.0
2013-2014,CR La Maison,8,3,7.0
2013-2014,CR La Maison,8,4,4.0
2013-2014,CR La Maison,8,5,0.0
2013-2014,CR La Maison,8,6,0.0
2013-2014,CR La Maison,8,7,0.0
2013-2014,CR La Maison,8,8,0.0
2013-2014,CR La Maison,8,9,18.0
2013-2014,CR La Maison,9,1,1.0
2013-2014,CR La Maison,9,2,6.0
2013-2014,CR La Maison,9,3,7.0
2013-2014,CR La Maison,9,4,4.0
2013-2014,CR La Maison,9,5,0.0
2013-2014,CR La Maison,9,6,0.0
2013-2014,CR La Maison,9,7,0.0
2013-2014,CR La Maison,9,8,0.0
2013-2014,CR La Maison,9,9,18.0
2013-2014,CR La Myriade,1,1,32.0
2013-2014,CR La Myriade,1,2,14.0
2013-2014,CR La Myriade,1,3,35.0
2013-2014,CR La Myriade,1,4,14.0
2013-2014,CR La Myriade,1,5,16.0
2013-2014,CR La Myriade,1,6,9.0
2013-2014,CR La Myriade,1,7,0.0
2013-2014,CR La Myriade,1,8,0.0
2013-2014,CR La Myriade,1,9,120.0
2013-2014,CR La Myriade,2,1,52.0
2013-2014,CR La Myriade,2,2,61.0
2013-2014,CR La Myriade,2,3,40.0
2013-2014,CR La Myriade,2,4,12.0
2013-2014,CR La Myriade,2,5,11.0
2013-2014,CR La Myriade,2,6,0.0
2013-2014,CR La Myriade,2,7,0.0
2013-2014,CR La Myriade,2,8,0.0
2013-2014,CR La Myriade,2,9,176.0
2013-2014,CR La Myriade,3,1,84.0
2013-2014,CR La Myriade,3,2,75.0
2013-2014,CR La Myriade,3,3,75.0
2013-2014,CR La Myriade,3,4,26.0
2013-2014,CR La Myriade,3,5,27.0
2013-2014,CR La Myriade,3,6,9.0
2013-2014,CR La Myriade,3,7,0.0
2013-2014,CR La Myriade,3,8,0.0
2013-2014,CR La Myriade,3,9,296.0
2013-2014,CR La Myriade,4,1,29.0
2013-2014,CR La Myriade,4,2,4.0
2013-2014,CR La Myriade,4,3,16.0
2013-2014,CR La Myriade,4,4,10.0
2013-2014,CR La Myriade,4,5,8.0
2013-2014,CR La Myriade,4,6,2.0
2013-2014,CR La Myriade,4,7,0.0
2013-2014,CR La Myriade,4,8,0.0
2013-2014,CR La Myriade,4,9,69.0
2013-2014,CR La Myriade,5,1,28.0
2013-2014,CR La Myriade,5,2,69.0
2013-2014,CR La Myriade,5,3,5.0
2013-2014,CR La Myriade,5,4,2.0
2013-2014,CR La Myriade,5,5,0.0
2013-2014,CR La Myriade,5,6,0.0
2013-2014,CR La Myriade,5,7,0.0
2013-2014,CR La Myriade,5,8,0.0
2013-2014,CR La Myriade,5,9,104.0
2013-2014,CR La Myriade,6,1,57.0
2013-2014,CR La Myriade,6,2,73.0
2013-2014,CR La Myriade,6,3,21.0
2013-2014,CR La Myriade,6,4,12.0
2013-2014,CR La Myriade,6,5,8.0
2013-2014,CR La Myriade,6,6,2.0
2013-2014,CR La Myriade,6,7,0.0
2013-2014,CR La Myriade,6,8,0.0
2013-2014,CR La Myriade,6,9,173.0
2013-2014,CR La Myriade,7,1,10.0
2013-2014,CR La Myriade,7,2,18.0
2013-2014,CR La Myriade,7,3,26.0
2013-2014,CR La Myriade,7,4,16.0
2013-2014,CR La Myriade,7,5,39.0
2013-2014,CR La Myriade,7,6,35.0
2013-2014,CR La Myriade,7,7,3.0
2013-2014,CR La Myriade,7,8,0.0
2013-2014,CR La Myriade,7,9,147.0
2013-2014,CR La Myriade,8,1,5.0
2013-2014,CR La Myriade,8,2,80.0
2013-2014,CR La Myriade,8,3,25.0
2013-2014,CR La Myriade,8,4,6.0
2013-2014,CR La Myriade,8,5,9.0
2013-2014,CR La Myriade,8,6,0.0
2013-2014,CR La Myriade,8,7,0.0
2013-2014,CR La Myriade,8,8,0.0
2013-2014,CR La Myriade,8,9,125.0
2013-2014,CR La Myriade,9,1,15.0
2013-2014,CR La Myriade,9,2,98.0
2013-2014,CR La Myriade,9,3,51.0
2013-2014,CR La Myriade,9,4,22.0
2013-2014,CR La Myriade,9,5,48.0
2013-2014,CR La Myriade,9,6,35.0
2013-2014,CR La Myriade,9,7,3.0
2013-2014,CR La Myriade,9,8,0.0
2013-2014,CR La Myriade,9,9,272.0
2013-2014,CR de l'Ouest de Montréal,1,1,35.0
2013-2014,CR de l'Ouest de Montréal,1,2,30.0
2013-2014,CR de l'Ouest de Montréal,1,3,39.0
2013-2014,CR de l'Ouest de Montréal,1,4,29.0
2013-2014,CR de l'Ouest de Montréal,1,5,33.0
2013-2014,CR de l'Ouest de Montréal,1,6,13.0
2013-2014,CR de l'Ouest de Montréal,1,7,0.0
2013-2014,CR de l'Ouest de Montréal,1,8,0.0
2013-2014,CR de l'Ouest de Montréal,1,9,179.0
2013-2014,CR de l'Ouest de Montréal,2,1,129.0
2013-2014,CR de l'Ouest de Montréal,2,2,91.0
2013-2014,CR de l'Ouest de Montréal,2,3,35.0
2013-2014,CR de l'Ouest de Montréal,2,4,24.0
2013-2014,CR de l'Ouest de Montréal,2,5,11.0
2013-2014,CR de l'Ouest de Montréal,2,6,0.0
2013-2014,CR de l'Ouest de Montréal,2,7,0.0
2013-2014,CR de l'Ouest de Montréal,2,8,0.0
2013-2014,CR de l'Ouest de Montréal,2,9,290.0
2013-2014,CR de l'Ouest de Montréal,3,1,164.0
2013-2014,CR de l'Ouest de Montréal,3,2,121.0
2013-2014,CR de l'Ouest de Montréal,3,3,74.0
2013-2014,CR de l'Ouest de Montréal,3,4,53.0
2013-2014,CR de l'Ouest de Montréal,3,5,44.0
2013-2014,CR de l'Ouest de Montréal,3,6,13.0
2013-2014,CR de l'Ouest de Montréal,3,7,0.0
2013-2014,CR de l'Ouest de Montréal,3,8,0.0
2013-2014,CR de l'Ouest de Montréal,3,9,469.0
2013-2014,CR de l'Ouest de Montréal,4,1,56.0
2013-2014,CR de l'Ouest de Montréal,4,2,29.0
2013-2014,CR de l'Ouest de Montréal,4,3,26.0
2013-2014,CR de l'Ouest de Montréal,4,4,15.0
2013-2014,CR de l'Ouest de Montréal,4,5,24.0
2013-2014,CR de l'Ouest de Montréal,4,6,8.0
2013-2014,CR de l'Ouest de Montréal,4,7,0.0
2013-2014,CR de l'Ouest de Montréal,4,8,0.0
2013-2014,CR de l'Ouest de Montréal,4,9,158.0
2013-2014,CR de l'Ouest de Montréal,5,1,100.0
2013-2014,CR de l'Ouest de Montréal,5,2,66.0
2013-2014,CR de l'Ouest de Montréal,5,3,27.0
2013-2014,CR de l'Ouest de Montréal,5,4,16.0
2013-2014,CR de l'Ouest de Montréal,5,5,6.0
2013-2014,CR de l'Ouest de Montréal,5,6,1.0
2013-2014,CR de l'Ouest de Montréal,5,7,0.0
2013-2014,CR de l'Ouest de Montréal,5,8,0.0
2013-2014,CR de l'Ouest de Montréal,5,9,216.0
2013-2014,CR de l'Ouest de Montréal,6,1,156.0
2013-2014,CR de l'Ouest de Montréal,6,2,95.0
2013-2014,CR de l'Ouest de Montréal,6,3,53.0
2013-2014,CR de l'Ouest de Montréal,6,4,31.0
2013-2014,CR de l'Ouest de Montréal,6,5,30.0
2013-2014,CR de l'Ouest de Montréal,6,6,9.0
2013-2014,CR de l'Ouest de Montréal,6,7,0.0
2013-2014,CR de l'Ouest de Montréal,6,8,0.0
2013-2014,CR de l'Ouest de Montréal,6,9,374.0
2013-2014,CR de l'Ouest de Montréal,7,1,6.0
2013-2014,CR de l'Ouest de Montréal,7,2,32.0
2013-2014,CR de l'Ouest de Montréal,7,3,15.0
2013-2014,CR de l'Ouest de Montréal,7,4,12.0
2013-2014,CR de l'Ouest de Montréal,7,5,17.0
2013-2014,CR de l'Ouest de Montréal,7,6,10.0
2013-2014,CR de l'Ouest de Montréal,7,7,4.0
2013-2014,CR de l'Ouest de Montréal,7,8,1.0
2013-2014,CR de l'Ouest de Montréal,7,9,97.0
2013-2014,CR de l'Ouest de Montréal,8,1,16.0
2013-2014,CR de l'Ouest de Montréal,8,2,39.0
2013-2014,CR de l'Ouest de Montréal,8,3,11.0
2013-2014,CR de l'Ouest de Montréal,8,4,6.0
2013-2014,CR de l'Ouest de Montréal,8,5,0.0
2013-2014,CR de l'Ouest de Montréal,8,6,0.0
2013-2014,CR de l'Ouest de Montréal,8,7,0.0
2013-2014,CR de l'Ouest de Montréal,8,8,0.0
2013-2014,CR de l'Ouest de Montréal,8,9,72.0
2013-2014,CR de l'Ouest de Montréal,9,1,22.0
2013-2014,CR de l'Ouest de Montréal,9,2,71.0
2013-2014,CR de l'Ouest de Montréal,9,3,26.0
2013-2014,CR de l'Ouest de Montréal,9,4,18.0
2013-2014,CR de l'Ouest de Montréal,9,5,17.0
2013-2014,CR de l'Ouest de Montréal,9,6,10.0
2013-2014,CR de l'Ouest de Montréal,9,7,4.0
2013-2014,CR de l'Ouest de Montréal,9,8,1.0
2013-2014,CR de l'Ouest de Montréal,9,9,169.0
2013-2014,CR de la Gaspésie,1,1,0.0
2013-2014,CR de la Gaspésie,1,2,1.0
2013-2014,CR de la Gaspésie,1,3,2.0
2013-2014,CR de la Gaspésie,1,4,1.0
2013-2014,CR de la Gaspésie,1,5,3.0
2013-2014,CR de la Gaspésie,1,6,6.0
2013-2014,CR de la Gaspésie,1,7,1.0
2013-2014,CR de la Gaspésie,1,8,0.0
2013-2014,CR de la Gaspésie,1,9,14.0
2013-2014,CR de la Gaspésie,2,1,6.0
2013-2014,CR de la Gaspésie,2,2,2.0
2013-2014,CR de la Gaspésie,2,3,3.0
2013-2014,CR de la Gaspésie,2,4,1.0
2013-2014,CR de la Gaspésie,2,5,1.0
2013-2014,CR de la Gaspésie,2,6,0.0
2013-2014,CR de la Gaspésie,2,7,0.0
2013-2014,CR de la Gaspésie,2,8,0.0
2013-2014,CR de la Gaspésie,2,9,13.0
2013-2014,CR de la Gaspésie,3,1,6.0
2013-2014,CR de la Gaspésie,3,2,3.0
2013-2014,CR de la Gaspésie,3,3,5.0
2013-2014,CR de la Gaspésie,3,4,2.0
2013-2014,CR de la Gaspésie,3,5,4.0
2013-2014,CR de la Gaspésie,3,6,6.0
2013-2014,CR de la Gaspésie,3,7,1.0
2013-2014,CR de la Gaspésie,3,8,0.0
2013-2014,CR de la Gaspésie,3,9,27.0
2013-2014,CR de la Gaspésie,4,1,0.0
2013-2014,CR de la Gaspésie,4,2,8.0
2013-2014,CR de la Gaspésie,4,3,3.0
2013-2014,CR de la Gaspésie,4,4,2.0
2013-2014,CR de la Gaspésie,4,5,5.0
2013-2014,CR de la Gaspésie,4,6,2.0
2013-2014,CR de la Gaspésie,4,7,1.0
2013-2014,CR de la Gaspésie,4,8,0.0
2013-2014,CR de la Gaspésie,4,9,21.0
2013-2014,CR de la Gaspésie,5,1,5.0
2013-2014,CR de la Gaspésie,5,2,6.0
2013-2014,CR de la Gaspésie,5,3,3.0
2013-2014,CR de la Gaspésie,5,4,1.0
2013-2014,CR de la Gaspésie,5,5,1.0
2013-2014,CR de la Gaspésie,5,6,0.0
2013-2014,CR de la Gaspésie,5,7,0.0
2013-2014,CR de la Gaspésie,5,8,0.0
2013-2014,CR de la Gaspésie,5,9,16.0
2013-2014,CR de la Gaspésie,6,1,5.0
2013-2014,CR de la Gaspésie,6,2,14.0
2013-2014,CR de la Gaspésie,6,3,6.0
2013-2014,CR de la Gaspésie,6,4,3.0
2013-2014,CR de la Gaspésie,6,5,6.0
2013-2014,CR de la Gaspésie,6,6,2.0
2013-2014,CR de la Gaspésie,6,7,1.0
2013-2014,CR de la Gaspésie,6,8,0.0
2013-2014,CR de la Gaspésie,6,9,37.0
2013-2014,CR de la Gaspésie,7,1,0.0
2013-2014,CR de la Gaspésie,7,2,0.0
2013-2014,CR de la Gaspésie,7,3,3.0
2013-2014,CR de la Gaspésie,7,4,2.0
2013-2014,CR de la Gaspésie,7,5,16.0
2013-2014,CR de la Gaspésie,7,6,8.0
2013-2014,CR de la Gaspésie,7,7,4.0
2013-2014,CR de la Gaspésie,7,8,3.0
2013-2014,CR de la Gaspésie,7,9,36.0
2013-2014,CR de la Gaspésie,8,1,0.0
2013-2014,CR de la Gaspésie,8,2,9.0
2013-2014,CR de la Gaspésie,8,3,7.0
2013-2014,CR de la Gaspésie,8,4,4.0
2013-2014,CR de la Gaspésie,8,5,2.0
2013-2014,CR de la Gaspésie,8,6,0.0
2013-2014,CR de la Gaspésie,8,7,0.0
2013-2014,CR de la Gaspésie,8,8,0.0
2013-2014,CR de la Gaspésie,8,9,22.0
2013-2014,CR de la Gaspésie,9,1,0.0
2013-2014,CR de la Gaspésie,9,2,9.0
2013-2014,CR de la Gaspésie,9,3,10.0
2013-2014,CR de la Gaspésie,9,4,6.0
2013-2014,CR de la Gaspésie,9,5,18.0
2013-2014,CR de la Gaspésie,9,6,8.0
2013-2014,CR de la Gaspésie,9,7,4.0
2013-2014,CR de la Gaspésie,9,8,3.0
2013-2014,CR de la Gaspésie,9,9,58.0
2013-2014,CRDI de Québec,1,1,14.0
2013-2014,CRDI de Québec,1,2,14.0
2013-2014,CRDI de Québec,1,3,27.0
2013-2014,CRDI de Québec,1,4,23.0
2013-2014,CRDI de Québec,1,5,39.0
2013-2014,CRDI de Québec,1,6,18.0
2013-2014,CRDI de Québec,1,7,3.0
2013-2014,CRDI de Québec,1,9,138.0
2013-2014,CRDI de Québec,2,1,35.0
2013-2014,CRDI de Québec,2,2,59.0
2013-2014,CRDI de Québec,2,3,27.0
2013-2014,CRDI de Québec,2,4,9.0
2013-2014,CRDI de Québec,2,5,5.0
2013-2014,CRDI de Québec,2,6,1.0
2013-2014,CRDI de Québec,2,9,136.0
2013-2014,CRDI de Québec,3,1,49.0
2013-2014,CRDI de Québec,3,2,73.0
2013-2014,CRDI de Québec,3,3,54.0
2013-2014,CRDI de Québec,3,4,32.0
2013-2014,CRDI de Québec,3,5,44.0
2013-2014,CRDI de Québec,3,6,19.0
2013-2014,CRDI de Québec,3,7,3.0
2013-2014,CRDI de Québec,3,9,274.0
2013-2014,CRDI de Québec,4,1,9.0
2013-2014,CRDI de Québec,4,2,4.0
2013-2014,CRDI de Québec,4,3,6.0
2013-2014,CRDI de Québec,4,4,10.0
2013-2014,CRDI de Québec,4,5,15.0
2013-2014,CRDI de Québec,4,6,10.0
2013-2014,CRDI de Québec,4,7,1.0
2013-2014,CRDI de Québec,4,9,55.0
2013-2014,CRDI de Québec,5,1,39.0
2013-2014,CRDI de Québec,5,2,29.0
2013-2014,CRDI de Québec,5,3,20.0
2013-2014,CRDI de Québec,5,4,6.0
2013-2014,CRDI de Québec,5,5,8.0
2013-2014,CRDI de Québec,5,6,3.0
2013-2014,CRDI de Québec,5,9,105.0
2013-2014,CRDI de Québec,6,1,48.0
2013-2014,CRDI de Québec,6,2,33.0
2013-2014,CRDI de Québec,6,3,26.0
2013-2014,CRDI de Québec,6,4,16.0
2013-2014,CRDI de Québec,6,5,23.0
2013-2014,CRDI de Québec,6,6,13.0
2013-2014,CRDI de Québec,6,7,1.0
2013-2014,CRDI de Québec,6,9,160.0
2013-2014,CRDI de Québec,7,1,2.0
2013-2014,CRDI de Québec,7,2,8.0
2013-2014,CRDI de Québec,7,3,10.0
2013-2014,CRDI de Québec,7,4,11.0
2013-2014,CRDI de Québec,7,5,24.0
2013-2014,CRDI de Québec,7,6,17.0
2013-2014,CRDI de Québec,7,7,8.0
2013-2014,CRDI de Québec,7,8,1.0
2013-2014,CRDI de Québec,7,9,81.0
2013-2014,CRDI de Québec,8,1,3.0
2013-2014,CRDI de Québec,8,2,22.0
2013-2014,CRDI de Québec,8,3,21.0
2013-2014,CRDI de Québec,8,4,5.0
2013-2014,CRDI de Québec,8,5,8.0
2013-2014,CRDI de Québec,8,6,1.0
2013-2014,CRDI de Québec,8,7,1.0
2013-2014,CRDI de Québec,8,9,61.0
2013-2014,CRDI de Québec,9,1,5.0
2013-2014,CRDI de Québec,9,2,30.0
2013-2014,CRDI de Québec,9,3,31.0
2013-2014,CRDI de Québec,9,4,16.0
2013-2014,CRDI de Québec,9,5,32.0
2013-2014,CRDI de Québec,9,6,18.0
2013-2014,CRDI de Québec,9,7,9.0
2013-2014,CRDI de Québec,9,8,1.0
2013-2014,CRDI de Québec,9,9,142.0
2013-2014,CRDITED Chaudière-Appalaches,1,1,19.0
2013-2014,CRDITED Chaudière-Appalaches,1,2,19.0
2013-2014,CRDITED Chaudière-Appalaches,1,3,10.0
2013-2014,CRDITED Chaudière-Appalaches,1,4,29.0
2013-2014,CRDITED Chaudière-Appalaches,1,5,16.0
2013-2014,CRDITED Chaudière-Appalaches,1,6,17.0
2013-2014,CRDITED Chaudière-Appalaches,1,7,1.0
2013-2014,CRDITED Chaudière-Appalaches,1,8,0.0
2013-2014,CRDITED Chaudière-Appalaches,1,9,111.0
2013-2014,CRDITED Chaudière-Appalaches,2,1,29.0
2013-2014,CRDITED Chaudière-Appalaches,2,2,37.0
2013-2014,CRDITED Chaudière-Appalaches,2,3,21.0
2013-2014,CRDITED Chaudière-Appalaches,2,4,11.0
2013-2014,CRDITED Chaudière-Appalaches,2,5,4.0
2013-2014,CRDITED Chaudière-Appalaches,2,6,0.0
2013-2014,CRDITED Chaudière-Appalaches,2,7,0.0
2013-2014,CRDITED Chaudière-Appalaches,2,8,0.0
2013-2014,CRDITED Chaudière-Appalaches,2,9,102.0
2013-2014,CRDITED Chaudière-Appalaches,3,1,48.0
2013-2014,CRDITED Chaudière-Appalaches,3,2,56.0
2013-2014,CRDITED Chaudière-Appalaches,3,3,31.0
2013-2014,CRDITED Chaudière-Appalaches,3,4,40.0
2013-2014,CRDITED Chaudière-Appalaches,3,5,20.0
2013-2014,CRDITED Chaudière-Appalaches,3,6,17.0
2013-2014,CRDITED Chaudière-Appalaches,3,7,1.0
2013-2014,CRDITED Chaudière-Appalaches,3,8,0.0
2013-2014,CRDITED Chaudière-Appalaches,3,9,213.0
2013-2014,CRDITED Chaudière-Appalaches,4,1,17.0
2013-2014,CRDITED Chaudière-Appalaches,4,2,10.0
2013-2014,CRDITED Chaudière-Appalaches,4,3,6.0
2013-2014,CRDITED Chaudière-Appalaches,4,4,19.0
2013-2014,CRDITED Chaudière-Appalaches,4,5,12.0
2013-2014,CRDITED Chaudière-Appalaches,4,6,8.0
2013-2014,CRDITED Chaudière-Appalaches,4,7,0.0
2013-2014,CRDITED Chaudière-Appalaches,4,8,0.0
2013-2014,CRDITED Chaudière-Appalaches,4,9,72.0
2013-2014,CRDITED Chaudière-Appalaches,5,1,30.0
2013-2014,CRDITED Chaudière-Appalaches,5,2,34.0
2013-2014,CRDITED Chaudière-Appalaches,5,3,19.0
2013-2014,CRDITED Chaudière-Appalaches,5,4,11.0
2013-2014,CRDITED Chaudière-Appalaches,5,5,7.0
2013-2014,CRDITED Chaudière-Appalaches,5,6,0.0
2013-2014,CRDITED Chaudière-Appalaches,5,7,0.0
2013-2014,CRDITED Chaudière-Appalaches,5,8,0.0
2013-2014,CRDITED Chaudière-Appalaches,5,9,101.0
2013-2014,CRDITED Chaudière-Appalaches,6,1,47.0
2013-2014,CRDITED Chaudière-Appalaches,6,2,44.0
2013-2014,CRDITED Chaudière-Appalaches,6,3,25.0
2013-2014,CRDITED Chaudière-Appalaches,6,4,30.0
2013-2014,CRDITED Chaudière-Appalaches,6,5,19.0
