Annee,NomEtablissement,SousPage,Ligne,Colonne,Chiffre
2010-2011,CENTRE D'ACCUEIL DIXVILLE INC.,0,26,2,466.0
2010-2011,CENTRE D'ACCUEIL DIXVILLE INC.,0,26,3,1.0
2010-2011,CENTRE D'ACCUEIL DIXVILLE INC.,0,26,4,296.0
2010-2011,CENTRE D'ACCUEIL DIXVILLE INC.,0,27,1,0.0
2010-2011,CENTRE D'ACCUEIL DIXVILLE INC.,0,27,2,0.0
2010-2011,CENTRE D'ACCUEIL DIXVILLE INC.,0,27,3,0.0
2010-2011,CENTRE D'ACCUEIL DIXVILLE INC.,0,27,4,0.0
2010-2011,CENTRE D'ACCUEIL DIXVILLE INC.,0,28,1,10.0
2010-2011,CENTRE D'ACCUEIL DIXVILLE INC.,0,28,3,5.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,1,3,1.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,1,4,169.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,2,1,1.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,2,2,36.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,2,3,3.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,2,4,275.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,3,1,1.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,3,2,43.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,4,1,4.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,4,2,630.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,4,3,5.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,4,4,660.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,5,1,3.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,5,2,47.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,5,3,3.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,5,4,330.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,7,1,9.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,7,3,12.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,17,3,2.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,17,4,225.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,21,3,2.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,22,1,3.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,22,2,135.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,23,1,2.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,23,2,416.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,23,3,3.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,23,4,189.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,24,1,2.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,24,2,38.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,24,3,1.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,24,4,51.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,25,1,4.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,25,2,276.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,25,3,3.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,25,4,567.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,26,1,3.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,26,2,47.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,26,3,7.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,26,4,90.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,28,1,14.0
2010-2011,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,0,28,3,14.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,1,1,11.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,1,2,436.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,1,3,10.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,1,4,490.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,2,1,47.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,2,2,1119.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,2,3,38.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,2,4,1103.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,3,1,18.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,3,2,565.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,3,3,25.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,3,4,716.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,4,1,41.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,4,2,1052.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,4,3,49.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,4,4,1144.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,5,1,16.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,5,2,1065.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,5,3,18.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,5,4,1208.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,6,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,6,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,6,3,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,6,4,111.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,7,1,133.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,7,3,141.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,8,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,8,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,8,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,8,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,9,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,9,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,9,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,9,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,10,1,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,10,2,301.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,10,3,7.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,10,4,229.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,11,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,11,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,11,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,11,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,12,1,2.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,12,2,101.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,12,3,3.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,12,4,237.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,13,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,13,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,13,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,13,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,14,1,3.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,14,3,10.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,15,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,15,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,15,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,15,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,16,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,16,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,16,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,16,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,17,1,13.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,17,2,85.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,17,3,28.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,17,4,172.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,18,1,2.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,18,2,624.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,18,3,9.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,18,4,352.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,19,1,1.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,19,2,232.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,19,3,3.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,19,4,249.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,20,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,20,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,20,3,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,20,4,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,21,1,16.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,21,3,40.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,22,1,30.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,22,2,222.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,22,3,26.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,22,4,268.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,23,1,99.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,23,2,820.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,23,3,124.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,23,4,776.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,24,1,10.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,24,2,501.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,24,3,34.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,24,4,795.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,25,1,11.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,25,2,844.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,25,3,35.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,25,4,642.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,26,1,6.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,26,2,684.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,26,3,13.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,26,4,620.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,27,1,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,27,2,0.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,27,3,4.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,27,4,390.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,28,1,156.0
2010-2011,CENTRE DE READAPTATION DE L'OUEST DE MONTREAL,0,28,3,236.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,1,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,1,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,1,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,1,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,2,1,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,2,2,866.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,2,3,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,2,4,1231.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,3,1,3.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,3,2,716.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,3,3,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,3,4,1827.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,4,1,9.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,4,2,927.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,4,3,3.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,4,4,1574.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,5,1,2.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,5,2,376.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,5,3,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,5,4,938.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,6,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,6,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,6,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,6,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,7,1,15.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,7,3,6.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,8,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,8,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,8,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,8,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,9,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,9,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,9,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,9,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,10,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,10,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,10,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,10,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,11,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,11,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,11,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,11,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,12,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,12,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,12,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,12,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,13,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,13,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,13,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,13,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,14,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,14,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,15,1,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,15,2,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,15,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,15,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,16,1,1.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,16,2,1104.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,16,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,16,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,17,1,2.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,17,2,488.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,17,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,17,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,18,1,6.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,18,2,446.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,18,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,18,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,19,1,3.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,19,2,346.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,19,3,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,19,4,0.0
2010-2011,CENTRE DE READAPTATION LA MYRIADE,0,20,1,0.0
