Annee,NomEtablissement,Ligne,Colonne,Chiffre
2013-2014,CR La Maison,5,1,91.0
2013-2014,CR La Maison,5,2,75.0
2013-2014,CR La Maison,5,3,55.0
2013-2014,CR La Maison,5,9,76.0
2013-2014,CR La Maison,6,1,35.0
2013-2014,CR La Maison,6,2,75.0
2013-2014,CR La Maison,6,3,55.0
2013-2014,CR La Maison,6,9,55.0
2013-2014,CR La Maison,7,1,3.0
2013-2014,CR La Maison,7,2,1.0
2013-2014,CR La Maison,7,3,2.0
2013-2014,CR La Maison,7,4,0.0
2013-2014,CR La Maison,7,5,0.0
2013-2014,CR La Maison,7,6,0.0
2013-2014,CR La Maison,7,7,0.0
2013-2014,CR La Maison,7,8,0.0
2013-2014,CR La Maison,7,9,6.0
2013-2014,CR La Maison,8,1,91.0
2013-2014,CR La Maison,8,2,75.0
2013-2014,CR La Maison,8,3,55.0
2013-2014,CR La Maison,8,9,76.0
2013-2014,CR La Maison,9,1,35.0
2013-2014,CR La Maison,9,2,75.0
2013-2014,CR La Maison,9,3,55.0
2013-2014,CR La Maison,9,9,55.0
2013-2014,CR La Myriade,1,1,18.0
2013-2014,CR La Myriade,1,2,9.0
2013-2014,CR La Myriade,1,3,15.0
2013-2014,CR La Myriade,1,4,4.0
2013-2014,CR La Myriade,1,5,3.0
2013-2014,CR La Myriade,1,6,2.0
2013-2014,CR La Myriade,1,7,0.0
2013-2014,CR La Myriade,1,8,0.0
2013-2014,CR La Myriade,1,9,51.0
2013-2014,CR La Myriade,2,1,175.0
2013-2014,CR La Myriade,2,2,165.0
2013-2014,CR La Myriade,2,3,218.0
2013-2014,CR La Myriade,2,4,212.0
2013-2014,CR La Myriade,2,5,294.0
2013-2014,CR La Myriade,2,6,318.0
2013-2014,CR La Myriade,2,9,201.0
2013-2014,CR La Myriade,3,1,166.0
2013-2014,CR La Myriade,3,2,161.0
2013-2014,CR La Myriade,3,3,210.0
2013-2014,CR La Myriade,3,4,191.0
2013-2014,CR La Myriade,3,5,397.0
2013-2014,CR La Myriade,3,6,318.0
2013-2014,CR La Myriade,3,9,179.0
2013-2014,CR La Myriade,4,1,50.0
2013-2014,CR La Myriade,4,2,97.0
2013-2014,CR La Myriade,4,3,56.0
2013-2014,CR La Myriade,4,4,19.0
2013-2014,CR La Myriade,4,5,14.0
2013-2014,CR La Myriade,4,6,1.0
2013-2014,CR La Myriade,4,7,0.0
2013-2014,CR La Myriade,4,8,0.0
2013-2014,CR La Myriade,4,9,237.0
2013-2014,CR La Myriade,5,1,226.0
2013-2014,CR La Myriade,5,2,345.0
2013-2014,CR La Myriade,5,3,331.0
2013-2014,CR La Myriade,5,4,351.0
2013-2014,CR La Myriade,5,5,339.0
2013-2014,CR La Myriade,5,6,398.0
2013-2014,CR La Myriade,5,9,317.0
2013-2014,CR La Myriade,6,1,204.0
2013-2014,CR La Myriade,6,2,355.0
2013-2014,CR La Myriade,6,3,328.0
2013-2014,CR La Myriade,6,4,416.0
2013-2014,CR La Myriade,6,5,354.0
2013-2014,CR La Myriade,6,6,398.0
2013-2014,CR La Myriade,6,9,319.0
2013-2014,CR La Myriade,7,1,68.0
2013-2014,CR La Myriade,7,2,106.0
2013-2014,CR La Myriade,7,3,71.0
2013-2014,CR La Myriade,7,4,23.0
2013-2014,CR La Myriade,7,5,17.0
2013-2014,CR La Myriade,7,6,3.0
2013-2014,CR La Myriade,7,7,0.0
2013-2014,CR La Myriade,7,8,0.0
2013-2014,CR La Myriade,7,9,288.0
2013-2014,CR La Myriade,8,1,212.0
2013-2014,CR La Myriade,8,2,330.0
2013-2014,CR La Myriade,8,3,307.0
2013-2014,CR La Myriade,8,4,327.0
2013-2014,CR La Myriade,8,5,331.0
2013-2014,CR La Myriade,8,6,344.0
2013-2014,CR La Myriade,8,9,296.0
2013-2014,CR La Myriade,9,1,176.0
2013-2014,CR La Myriade,9,2,321.0
2013-2014,CR La Myriade,9,3,293.0
2013-2014,CR La Myriade,9,4,375.0
2013-2014,CR La Myriade,9,5,362.0
2013-2014,CR La Myriade,9,6,347.0
2013-2014,CR La Myriade,9,9,287.0
2013-2014,CR de l'Ouest de Montréal,1,1,8.0
2013-2014,CR de l'Ouest de Montréal,1,2,25.0
2013-2014,CR de l'Ouest de Montréal,1,3,25.0
2013-2014,CR de l'Ouest de Montréal,1,4,18.0
2013-2014,CR de l'Ouest de Montréal,1,5,20.0
2013-2014,CR de l'Ouest de Montréal,1,6,5.0
2013-2014,CR de l'Ouest de Montréal,1,7,1.0
2013-2014,CR de l'Ouest de Montréal,1,8,0.0
2013-2014,CR de l'Ouest de Montréal,1,9,102.0
2013-2014,CR de l'Ouest de Montréal,2,1,358.0
2013-2014,CR de l'Ouest de Montréal,2,2,327.0
2013-2014,CR de l'Ouest de Montréal,2,3,255.0
2013-2014,CR de l'Ouest de Montréal,2,4,434.0
2013-2014,CR de l'Ouest de Montréal,2,5,353.0
2013-2014,CR de l'Ouest de Montréal,2,6,426.0
2013-2014,CR de l'Ouest de Montréal,2,7,1215.0
2013-2014,CR de l'Ouest de Montréal,2,8,0.0
2013-2014,CR de l'Ouest de Montréal,2,9,349.0
2013-2014,CR de l'Ouest de Montréal,3,1,314.0
2013-2014,CR de l'Ouest de Montréal,3,2,277.0
2013-2014,CR de l'Ouest de Montréal,3,3,162.0
2013-2014,CR de l'Ouest de Montréal,3,4,368.0
2013-2014,CR de l'Ouest de Montréal,3,5,286.0
2013-2014,CR de l'Ouest de Montréal,3,6,287.0
2013-2014,CR de l'Ouest de Montréal,3,7,1215.0
2013-2014,CR de l'Ouest de Montréal,3,8,0.0
2013-2014,CR de l'Ouest de Montréal,3,9,272.0
2013-2014,CR de l'Ouest de Montréal,4,1,139.0
2013-2014,CR de l'Ouest de Montréal,4,2,107.0
2013-2014,CR de l'Ouest de Montréal,4,3,41.0
2013-2014,CR de l'Ouest de Montréal,4,4,10.0
2013-2014,CR de l'Ouest de Montréal,4,5,4.0
2013-2014,CR de l'Ouest de Montréal,4,6,0.0
2013-2014,CR de l'Ouest de Montréal,4,7,0.0
2013-2014,CR de l'Ouest de Montréal,4,8,0.0
2013-2014,CR de l'Ouest de Montréal,4,9,301.0
2013-2014,CR de l'Ouest de Montréal,5,1,263.0
2013-2014,CR de l'Ouest de Montréal,5,2,425.0
2013-2014,CR de l'Ouest de Montréal,5,3,510.0
2013-2014,CR de l'Ouest de Montréal,5,4,466.0
2013-2014,CR de l'Ouest de Montréal,5,5,458.0
2013-2014,CR de l'Ouest de Montréal,5,6,0.0
2013-2014,CR de l'Ouest de Montréal,5,7,0.0
2013-2014,CR de l'Ouest de Montréal,5,8,0.0
2013-2014,CR de l'Ouest de Montréal,5,9,364.0
2013-2014,CR de l'Ouest de Montréal,6,1,278.0
2013-2014,CR de l'Ouest de Montréal,6,2,391.0
2013-2014,CR de l'Ouest de Montréal,6,3,498.0
2013-2014,CR de l'Ouest de Montréal,6,4,426.0
2013-2014,CR de l'Ouest de Montréal,6,5,414.0
2013-2014,CR de l'Ouest de Montréal,6,6,0.0
2013-2014,CR de l'Ouest de Montréal,6,7,0.0
2013-2014,CR de l'Ouest de Montréal,6,8,0.0
2013-2014,CR de l'Ouest de Montréal,6,9,333.0
2013-2014,CR de l'Ouest de Montréal,7,1,147.0
2013-2014,CR de l'Ouest de Montréal,7,2,132.0
2013-2014,CR de l'Ouest de Montréal,7,3,66.0
2013-2014,CR de l'Ouest de Montréal,7,4,28.0
2013-2014,CR de l'Ouest de Montréal,7,5,24.0
2013-2014,CR de l'Ouest de Montréal,7,6,5.0
2013-2014,CR de l'Ouest de Montréal,7,7,1.0
2013-2014,CR de l'Ouest de Montréal,7,8,0.0
2013-2014,CR de l'Ouest de Montréal,7,9,403.0
2013-2014,CR de l'Ouest de Montréal,8,1,268.0
2013-2014,CR de l'Ouest de Montréal,8,2,406.0
2013-2014,CR de l'Ouest de Montréal,8,3,413.0
2013-2014,CR de l'Ouest de Montréal,8,4,446.0
2013-2014,CR de l'Ouest de Montréal,8,5,371.0
2013-2014,CR de l'Ouest de Montréal,8,6,426.0
2013-2014,CR de l'Ouest de Montréal,8,7,1215.0
2013-2014,CR de l'Ouest de Montréal,8,8,0.0
2013-2014,CR de l'Ouest de Montréal,8,9,360.0
2013-2014,CR de l'Ouest de Montréal,9,1,288.0
2013-2014,CR de l'Ouest de Montréal,9,2,364.0
2013-2014,CR de l'Ouest de Montréal,9,3,290.0
2013-2014,CR de l'Ouest de Montréal,9,4,373.0
2013-2014,CR de l'Ouest de Montréal,9,5,320.0
2013-2014,CR de l'Ouest de Montréal,9,6,287.0
2013-2014,CR de l'Ouest de Montréal,9,7,1215.0
2013-2014,CR de l'Ouest de Montréal,9,8,0.0
2013-2014,CR de l'Ouest de Montréal,9,9,315.0
2013-2014,CR de la Gaspésie,1,1,0.0
2013-2014,CR de la Gaspésie,1,2,0.0
2013-2014,CR de la Gaspésie,1,3,0.0
2013-2014,CR de la Gaspésie,1,4,0.0
2013-2014,CR de la Gaspésie,1,5,1.0
2013-2014,CR de la Gaspésie,1,6,2.0
2013-2014,CR de la Gaspésie,1,7,0.0
2013-2014,CR de la Gaspésie,1,8,0.0
2013-2014,CR de la Gaspésie,1,9,3.0
2013-2014,CR de la Gaspésie,2,5,27.0
2013-2014,CR de la Gaspésie,2,6,44.0
2013-2014,CR de la Gaspésie,2,9,39.0
2013-2014,CR de la Gaspésie,3,5,27.0
2013-2014,CR de la Gaspésie,3,6,44.0
2013-2014,CR de la Gaspésie,3,9,29.0
2013-2014,CR de la Gaspésie,4,1,0.0
2013-2014,CR de la Gaspésie,4,2,0.0
2013-2014,CR de la Gaspésie,4,3,1.0
2013-2014,CR de la Gaspésie,4,4,0.0
2013-2014,CR de la Gaspésie,4,5,0.0
2013-2014,CR de la Gaspésie,4,6,0.0
2013-2014,CR de la Gaspésie,4,7,0.0
2013-2014,CR de la Gaspésie,4,8,0.0
2013-2014,CR de la Gaspésie,4,9,1.0
2013-2014,CR de la Gaspésie,5,3,196.0
2013-2014,CR de la Gaspésie,5,9,196.0
2013-2014,CR de la Gaspésie,6,3,196.0
2013-2014,CR de la Gaspésie,6,9,196.0
2013-2014,CR de la Gaspésie,7,1,0.0
2013-2014,CR de la Gaspésie,7,2,0.0
2013-2014,CR de la Gaspésie,7,3,1.0
2013-2014,CR de la Gaspésie,7,4,0.0
2013-2014,CR de la Gaspésie,7,5,1.0
2013-2014,CR de la Gaspésie,7,6,2.0
2013-2014,CR de la Gaspésie,7,7,0.0
2013-2014,CR de la Gaspésie,7,8,0.0
2013-2014,CR de la Gaspésie,7,9,4.0
2013-2014,CR de la Gaspésie,8,3,196.0
2013-2014,CR de la Gaspésie,8,5,27.0
2013-2014,CR de la Gaspésie,8,6,44.0
2013-2014,CR de la Gaspésie,8,9,78.0
2013-2014,CR de la Gaspésie,9,3,196.0
2013-2014,CR de la Gaspésie,9,5,27.0
2013-2014,CR de la Gaspésie,9,6,44.0
2013-2014,CR de la Gaspésie,9,9,44.0
2013-2014,CRDI de Québec,1,1,8.0
2013-2014,CRDI de Québec,1,2,13.0
2013-2014,CRDI de Québec,1,3,9.0
2013-2014,CRDI de Québec,1,4,12.0
2013-2014,CRDI de Québec,1,5,9.0
2013-2014,CRDI de Québec,1,6,7.0
2013-2014,CRDI de Québec,1,7,1.0
2013-2014,CRDI de Québec,1,9,59.0
2013-2014,CRDI de Québec,2,1,137.0
2013-2014,CRDI de Québec,2,2,226.0
2013-2014,CRDI de Québec,2,3,306.0
2013-2014,CRDI de Québec,2,4,188.0
2013-2014,CRDI de Québec,2,5,347.0
2013-2014,CRDI de Québec,2,6,425.0
2013-2014,CRDI de Québec,2,7,874.0
2013-2014,CRDI de Québec,2,9,272.0
2013-2014,CRDI de Québec,3,1,74.0
2013-2014,CRDI de Québec,3,2,246.0
2013-2014,CRDI de Québec,3,3,268.0
2013-2014,CRDI de Québec,3,4,155.0
2013-2014,CRDI de Québec,3,5,287.0
2013-2014,CRDI de Québec,3,6,357.0
2013-2014,CRDI de Québec,3,7,874.0
2013-2014,CRDI de Québec,3,9,246.0
2013-2014,CRDI de Québec,4,1,6.0
2013-2014,CRDI de Québec,4,2,71.0
2013-2014,CRDI de Québec,4,3,36.0
2013-2014,CRDI de Québec,4,4,11.0
2013-2014,CRDI de Québec,4,5,6.0
2013-2014,CRDI de Québec,4,6,1.0
2013-2014,CRDI de Québec,4,9,131.0
2013-2014,CRDI de Québec,5,1,252.0
2013-2014,CRDI de Québec,5,2,296.0
2013-2014,CRDI de Québec,5,3,323.0
2013-2014,CRDI de Québec,5,4,268.0
2013-2014,CRDI de Québec,5,5,289.0
2013-2014,CRDI de Québec,5,6,495.0
2013-2014,CRDI de Québec,5,9,300.0
2013-2014,CRDI de Québec,6,1,272.0
2013-2014,CRDI de Québec,6,2,258.0
2013-2014,CRDI de Québec,6,3,316.0
2013-2014,CRDI de Québec,6,4,258.0
2013-2014,CRDI de Québec,6,5,282.0
2013-2014,CRDI de Québec,6,6,495.0
2013-2014,CRDI de Québec,6,9,292.0
2013-2014,CRDI de Québec,7,1,14.0
2013-2014,CRDI de Québec,7,2,84.0
2013-2014,CRDI de Québec,7,3,45.0
2013-2014,CRDI de Québec,7,4,23.0
2013-2014,CRDI de Québec,7,5,15.0
2013-2014,CRDI de Québec,7,6,8.0
2013-2014,CRDI de Québec,7,7,1.0
2013-2014,CRDI de Québec,7,9,190.0
2013-2014,CRDI de Québec,8,1,187.0
2013-2014,CRDI de Québec,8,2,285.0
2013-2014,CRDI de Québec,8,3,320.0
2013-2014,CRDI de Québec,8,4,227.0
2013-2014,CRDI de Québec,8,5,324.0
2013-2014,CRDI de Québec,8,6,434.0
2013-2014,CRDI de Québec,8,7,874.0
2013-2014,CRDI de Québec,8,9,291.0
2013-2014,CRDI de Québec,9,1,96.0
2013-2014,CRDI de Québec,9,2,258.0
2013-2014,CRDI de Québec,9,3,299.0
2013-2014,CRDI de Québec,9,4,182.0
2013-2014,CRDI de Québec,9,5,287.0
2013-2014,CRDI de Québec,9,6,385.0
2013-2014,CRDI de Québec,9,7,874.0
2013-2014,CRDI de Québec,9,9,267.0
2013-2014,CRDITED Chaudière-Appalaches,1,1,3.0
2013-2014,CRDITED Chaudière-Appalaches,1,2,2.0
2013-2014,CRDITED Chaudière-Appalaches,1,3,2.0
2013-2014,CRDITED Chaudière-Appalaches,1,4,8.0
2013-2014,CRDITED Chaudière-Appalaches,1,5,3.0
2013-2014,CRDITED Chaudière-Appalaches,1,6,3.0
2013-2014,CRDITED Chaudière-Appalaches,1,7,0.0
2013-2014,CRDITED Chaudière-Appalaches,1,8,0.0
2013-2014,CRDITED Chaudière-Appalaches,1,9,21.0
2013-2014,CRDITED Chaudière-Appalaches,2,1,72.0
2013-2014,CRDITED Chaudière-Appalaches,2,2,40.0
2013-2014,CRDITED Chaudière-Appalaches,2,3,96.0
2013-2014,CRDITED Chaudière-Appalaches,2,4,63.0
2013-2014,CRDITED Chaudière-Appalaches,2,5,167.0
2013-2014,CRDITED Chaudière-Appalaches,2,6,214.0
2013-2014,CRDITED Chaudière-Appalaches,2,9,102.0
2013-2014,CRDITED Chaudière-Appalaches,3,1,65.0
2013-2014,CRDITED Chaudière-Appalaches,3,2,40.0
2013-2014,CRDITED Chaudière-Appalaches,3,3,96.0
2013-2014,CRDITED Chaudière-Appalaches,3,4,58.0
2013-2014,CRDITED Chaudière-Appalaches,3,5,77.0
2013-2014,CRDITED Chaudière-Appalaches,3,6,288.0
2013-2014,CRDITED Chaudière-Appalaches,3,9,65.0
2013-2014,CRDITED Chaudière-Appalaches,4,1,3.0
2013-2014,CRDITED Chaudière-Appalaches,4,2,16.0
2013-2014,CRDITED Chaudière-Appalaches,4,3,6.0
2013-2014,CRDITED Chaudière-Appalaches,4,4,2.0
2013-2014,CRDITED Chaudière-Appalaches,4,5,0.0
2013-2014,CRDITED Chaudière-Appalaches,4,6,0.0
2013-2014,CRDITED Chaudière-Appalaches,4,7,0.0
2013-2014,CRDITED Chaudière-Appalaches,4,8,0.0
2013-2014,CRDITED Chaudière-Appalaches,4,9,27.0
2013-2014,CRDITED Chaudière-Appalaches,5,1,23.0
2013-2014,CRDITED Chaudière-Appalaches,5,2,148.0
2013-2014,CRDITED Chaudière-Appalaches,5,3,104.0
2013-2014,CRDITED Chaudière-Appalaches,5,4,110.0
2013-2014,CRDITED Chaudière-Appalaches,5,9,122.0
2013-2014,CRDITED Chaudière-Appalaches,6,1,20.0
2013-2014,CRDITED Chaudière-Appalaches,6,2,146.0
2013-2014,CRDITED Chaudière-Appalaches,6,3,58.0
2013-2014,CRDITED Chaudière-Appalaches,6,4,110.0
2013-2014,CRDITED Chaudière-Appalaches,6,9,88.0
2013-2014,CRDITED Chaudière-Appalaches,7,1,6.0
2013-2014,CRDITED Chaudière-Appalaches,7,2,18.0
2013-2014,CRDITED Chaudière-Appalaches,7,3,8.0
2013-2014,CRDITED Chaudière-Appalaches,7,4,10.0
2013-2014,CRDITED Chaudière-Appalaches,7,5,3.0
2013-2014,CRDITED Chaudière-Appalaches,7,6,3.0
2013-2014,CRDITED Chaudière-Appalaches,7,7,0.0
2013-2014,CRDITED Chaudière-Appalaches,7,8,0.0
2013-2014,CRDITED Chaudière-Appalaches,7,9,48.0
2013-2014,CRDITED Chaudière-Appalaches,8,1,47.0
2013-2014,CRDITED Chaudière-Appalaches,8,2,136.0
2013-2014,CRDITED Chaudière-Appalaches,8,3,102.0
2013-2014,CRDITED Chaudière-Appalaches,8,4,73.0
2013-2014,CRDITED Chaudière-Appalaches,8,5,167.0
2013-2014,CRDITED Chaudière-Appalaches,8,6,214.0
2013-2014,CRDITED Chaudière-Appalaches,8,9,113.0
2013-2014,CRDITED Chaudière-Appalaches,9,1,35.0
2013-2014,CRDITED Chaudière-Appalaches,9,2,104.0
2013-2014,CRDITED Chaudière-Appalaches,9,3,58.0
2013-2014,CRDITED Chaudière-Appalaches,9,4,58.0
2013-2014,CRDITED Chaudière-Appalaches,9,5,77.0
2013-2014,CRDITED Chaudière-Appalaches,9,6,288.0
2013-2014,CRDITED Chaudière-Appalaches,9,9,71.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,1,1,5.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,1,2,1.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,1,3,1.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,1,4,2.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,1,5,5.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,1,6,1.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,1,9,15.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,2,1,35.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,2,2,46.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,2,3,212.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,2,4,626.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,2,5,498.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,2,6,148.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,2,9,288.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,3,1,21.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,3,2,46.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,3,3,212.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,3,4,626.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,3,5,132.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,3,6,148.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,3,9,77.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,4,1,5.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,4,2,10.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,4,4,3.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,4,5,1.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,4,6,1.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,4,9,20.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,5,1,70.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,5,2,135.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,5,4,83.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,5,5,292.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,5,6,84.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,5,9,116.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,6,1,55.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,6,2,134.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,6,4,55.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,6,5,292.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,6,6,84.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,6,9,84.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,7,1,10.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,7,2,11.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,7,3,1.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,7,4,5.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,7,5,6.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,7,6,2.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,7,9,35.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,8,1,52.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,8,2,127.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,8,3,212.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,8,4,300.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,8,5,463.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,8,6,116.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,8,9,190.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,9,1,42.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,9,2,119.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,9,3,212.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,9,4,55.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,9,5,212.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,9,6,116.0
2013-2014,CRDITED Mauricie et Centre-du-Québec,9,9,83.0
2013-2014,CRDITED de Laval,1,1,34.0
2013-2014,CRDITED de Laval,1,2,14.0
2013-2014,CRDITED de Laval,1,3,16.0
2013-2014,CRDITED de Laval,1,4,14.0
2013-2014,CRDITED de Laval,1,5,16.0
2013-2014,CRDITED de Laval,1,6,6.0
2013-2014,CRDITED de Laval,1,9,100.0
2013-2014,CRDITED de Laval,2,1,240.0
2013-2014,CRDITED de Laval,2,2,427.0
2013-2014,CRDITED de Laval,2,3,265.0
2013-2014,CRDITED de Laval,2,4,350.0
2013-2014,CRDITED de Laval,2,5,322.0
2013-2014,CRDITED de Laval,2,6,364.0
2013-2014,CRDITED de Laval,2,9,306.0
2013-2014,CRDITED de Laval,3,1,218.0
2013-2014,CRDITED de Laval,3,2,479.0
2013-2014,CRDITED de Laval,3,3,287.0
2013-2014,CRDITED de Laval,3,4,392.0
2013-2014,CRDITED de Laval,3,5,324.0
2013-2014,CRDITED de Laval,3,6,180.0
2013-2014,CRDITED de Laval,3,9,300.0
2013-2014,CRDITED de Laval,4,1,48.0
2013-2014,CRDITED de Laval,4,2,85.0
2013-2014,CRDITED de Laval,4,3,25.0
2013-2014,CRDITED de Laval,4,4,12.0
2013-2014,CRDITED de Laval,4,5,5.0
2013-2014,CRDITED de Laval,4,9,175.0
2013-2014,CRDITED de Laval,5,1,197.0
2013-2014,CRDITED de Laval,5,2,379.0
2013-2014,CRDITED de Laval,5,3,300.0
2013-2014,CRDITED de Laval,5,4,410.0
2013-2014,CRDITED de Laval,5,5,362.0
2013-2014,CRDITED de Laval,5,9,320.0
2013-2014,CRDITED de Laval,6,1,130.0
2013-2014,CRDITED de Laval,6,2,397.0
2013-2014,CRDITED de Laval,6,3,319.0
2013-2014,CRDITED de Laval,6,4,384.0
2013-2014,CRDITED de Laval,6,5,264.0
2013-2014,CRDITED de Laval,6,9,319.0
2013-2014,CRDITED de Laval,7,1,82.0
2013-2014,CRDITED de Laval,7,2,99.0
2013-2014,CRDITED de Laval,7,3,41.0
2013-2014,CRDITED de Laval,7,4,26.0
2013-2014,CRDITED de Laval,7,5,21.0
2013-2014,CRDITED de Laval,7,6,6.0
2013-2014,CRDITED de Laval,7,9,275.0
