famille,fichier,chemin_relatif,exercice,format,taille_ko,metrique_type,metrique_valeur
Contours financiers,depenses-par-programme-et-par-centre-dactvites-1617(1).xlsx,Archives/Contours financiers/2016-2017/depenses-par-programme-et-par-centre-dactvites-1617(1).xlsx,2016-2017,xlsx,46.0,feuilles,1
Contours financiers,depenses-par-programme-et-par-region-1617.xlsx,Archives/Contours financiers/2016-2017/depenses-par-programme-et-par-region-1617.xlsx,2016-2017,xlsx,24.5,feuilles,1
Contours financiers,depenses-de-services-a-domicile-par-CA-et-par-region-1718.xlsx,Archives/Contours financiers/2017-2018/depenses-de-services-a-domicile-par-CA-et-par-region-1718.xlsx,2017-2018,xlsx,21.4,feuilles,1
Contours financiers,depenses-de-services-a-domicile-par-programme-et-par-region-1718.xlsx,Archives/Contours financiers/2017-2018/depenses-de-services-a-domicile-par-programme-et-par-region-1718.xlsx,2017-2018,xlsx,19.6,feuilles,1
Contours financiers,depenses-par-programme-et-par-centre-dactivites-1718(1).xlsx,Archives/Contours financiers/2017-2018/depenses-par-programme-et-par-centre-dactivites-1718(1).xlsx,2017-2018,xlsx,45.6,feuilles,1
Contours financiers,depenses-par-programme-et-par-region-1718.xlsx,Archives/Contours financiers/2017-2018/depenses-par-programme-et-par-region-1718.xlsx,2017-2018,xlsx,19.2,feuilles,1
Contours financiers,depenses-de-services-a-domicile-par-CA-et-par-region-1819.xlsx,Archives/Contours financiers/2018-2019/depenses-de-services-a-domicile-par-CA-et-par-region-1819.xlsx,2018-2019,xlsx,21.0,feuilles,1
Contours financiers,depenses-de-services-a-domicile-par-programme-et-par-region-1819.xlsx,Archives/Contours financiers/2018-2019/depenses-de-services-a-domicile-par-programme-et-par-region-1819.xlsx,2018-2019,xlsx,18.9,feuilles,1
Contours financiers,depenses-par-programme-et-par-centre-dactivites-1819(1).xlsx,Archives/Contours financiers/2018-2019/depenses-par-programme-et-par-centre-dactivites-1819(1).xlsx,2018-2019,xlsx,44.4,feuilles,1
Contours financiers,depenses-par-programme-et-par-region-1819.xlsx,Archives/Contours financiers/2018-2019/depenses-par-programme-et-par-region-1819.xlsx,2018-2019,xlsx,21.0,feuilles,1
Contours financiers,depenses-de-services-a-domicile-par-CA-et-par-region-1920.xlsx,Archives/Contours financiers/2019-2020/depenses-de-services-a-domicile-par-CA-et-par-region-1920.xlsx,2019-2020,xlsx,27.9,feuilles,1
Contours financiers,depenses-de-services-a-domicile-par-programme-et-par-region-1920.xlsx,Archives/Contours financiers/2019-2020/depenses-de-services-a-domicile-par-programme-et-par-region-1920.xlsx,2019-2020,xlsx,26.7,feuilles,1
Contours financiers,depenses-par-programme-et-par-centre-dactivites-1920.xlsx,Archives/Contours financiers/2019-2020/depenses-par-programme-et-par-centre-dactivites-1920.xlsx,2019-2020,xlsx,50.1,feuilles,1
Contours financiers,depenses-par-programme-et-par-region-1920.xlsx,Archives/Contours financiers/2019-2020/depenses-par-programme-et-par-region-1920.xlsx,2019-2020,xlsx,20.9,feuilles,1
Contours financiers,depenses-de-services-a-domicile-par-CA-et-par-region-2021.xlsx,Archives/Contours financiers/2020-2021/depenses-de-services-a-domicile-par-CA-et-par-region-2021.xlsx,2020-2021,xlsx,28.5,feuilles,1
Contours financiers,depenses-de-services-a-domicile-par-programme-et-par-region-2021.xlsx,Archives/Contours financiers/2020-2021/depenses-de-services-a-domicile-par-programme-et-par-region-2021.xlsx,2020-2021,xlsx,26.2,feuilles,1
Contours financiers,depenses-par-programme-et-par-centre-activites-2021.xlsx,Archives/Contours financiers/2020-2021/depenses-par-programme-et-par-centre-activites-2021.xlsx,2020-2021,xlsx,51.0,feuilles,1
Contours financiers,depenses-par-programme-et-par-region-2021.xlsx,Archives/Contours financiers/2020-2021/depenses-par-programme-et-par-region-2021.xlsx,2020-2021,xlsx,20.8,feuilles,1
Contours financiers,depenses-de-services-a-domicile-par-CA-et-par-region-2022.xlsx,Archives/Contours financiers/2021-2022/depenses-de-services-a-domicile-par-CA-et-par-region-2022.xlsx,2021-2022,xlsx,22.1,feuilles,1
Contours financiers,depenses-de-services-a-domicile-par-programme-et-par-region-2022.xlsx,Archives/Contours financiers/2021-2022/depenses-de-services-a-domicile-par-programme-et-par-region-2022.xlsx,2021-2022,xlsx,23.8,feuilles,1
Contours financiers,depenses-par-programme-et-par-centre-activites-2022.xlsx,Archives/Contours financiers/2021-2022/depenses-par-programme-et-par-centre-activites-2022.xlsx,2021-2022,xlsx,43.5,feuilles,1
Contours financiers,depenses-par-programme-et-par-region-2022.xlsx,Archives/Contours financiers/2021-2022/depenses-par-programme-et-par-region-2022.xlsx,2021-2022,xlsx,21.6,feuilles,1
Contours financiers,depenses-par-programme-et-par-centre-d-activites-2023.xlsx,Archives/Contours financiers/2022-2023/depenses-par-programme-et-par-centre-d-activites-2023.xlsx,2022-2023,xlsx,44.6,feuilles,1
Contours financiers,depenses-par-programme-et-par-region-2023.xlsx,Archives/Contours financiers/2022-2023/depenses-par-programme-et-par-region-2023.xlsx,2022-2023,xlsx,21.4,feuilles,1
Contours financiers,depenses-services-a-domicile-par-ca-et-region-2023.xlsx,Archives/Contours financiers/2022-2023/depenses-services-a-domicile-par-ca-et-region-2023.xlsx,2022-2023,xlsx,21.8,feuilles,1
Contours financiers,depenses-services-a-domicile-par-programme-et-par-region-2023.xlsx,Archives/Contours financiers/2022-2023/depenses-services-a-domicile-par-programme-et-par-region-2023.xlsx,2022-2023,xlsx,20.2,feuilles,1
Racine / divers,Budgets MSSS.xlsx,Budgets MSSS.xlsx,,xlsx,25.0,feuilles,3
Demographic Data,AS485_BD_2010_2011.csv,Demographic Data/AS485_BD_2010_2011.csv,2010-2011,csv,9245.3,lignes,40938
Demographic Data,AS485_BD_2011_2012.csv,Demographic Data/AS485_BD_2011_2012.csv,2011-2012,csv,7659.2,lignes,34696
Demographic Data,AS485_BD_2012_2013.csv,Demographic Data/AS485_BD_2012_2013.csv,2012-2013,csv,7248.2,lignes,32825
Demographic Data,AS485_BD_2013-2014.csv,Demographic Data/AS485_BD_2013-2014.csv,2013-2014,csv,5112.5,lignes,25261
Demographic Data,AS485_BD_2014-2015.csv,Demographic Data/AS485_BD_2014-2015.csv,2014-2015,csv,5341.3,lignes,26605
Demographic Data,AS485_BD_2015_2016.csv,Demographic Data/AS485_BD_2015_2016.csv,2015-2016,csv,6034.0,lignes,29888
Demographic Data,AS485_BD_2016_2017.csv,Demographic Data/AS485_BD_2016_2017.csv,2016-2017,csv,4162.9,lignes,29568
Demographic Data,AS485_BD_2017_2018.csv,Demographic Data/AS485_BD_2017_2018.csv,2017-2018,csv,4017.3,lignes,28396
Demographic Data,AS485_BD_2018_2019.csv,Demographic Data/AS485_BD_2018_2019.csv,2018-2019,csv,4270.9,lignes,24777
Demographic Data,AS485_BD_2019_2020.csv,Demographic Data/AS485_BD_2019_2020.csv,2019-2020,csv,3429.4,lignes,26117
Demographic Data,AS485_BD_2020_2021.csv,Demographic Data/AS485_BD_2020_2021.csv,2020-2021,csv,3141.1,lignes,23869
Demographic Data,AS485_BD_2021-202-2022-09-12.csv,Demographic Data/AS485_BD_2021-202-2022-09-12.csv,2020-2021,csv,3263.0,lignes,24519
Demographic Data,AS485_BD_2022_2023.csv,Demographic Data/AS485_BD_2022_2023.csv,2022-2023,csv,3203.3,lignes,23987
Demographic Data,AS485_BD_2023-2024_2025-07-14.csv,Demographic Data/AS485_BD_2023-2024_2025-07-14.csv,2023-2024,csv,6587.0,lignes,37513
Demographic Data,AS485_BD_2024_2025.csv,Demographic Data/AS485_BD_2024_2025.csv,2024-2025,csv,2357.8,lignes,13502
Demographic Data,Key statistics.docx,Demographic Data/Key statistics.docx,,docx,20.5,,
Demographic Data,Programmes sociopro-23-24.xlsx,Demographic Data/Programmes sociopro-23-24.xlsx,,xlsx,17.0,feuilles,1
Demographic Data,Stats.xlsx,Demographic Data/Stats.xlsx,,xlsx,19180.6,feuilles,23
Dépenses par activités,Depenses-par-programme-et-par-centre-dactivites-2013-2014.xlsx,Depenses-par-programme-et-par-centre-dactivites-2013-2014.xlsx,2013-2014,xlsx,42.0,feuilles,1
Dépenses par activités,Depenses_par_programme_et_par_centre_d-activites_1516.xlsx,Depenses_par_programme_et_par_centre_d-activites_1516.xlsx,2015-2016,xlsx,44.5,feuilles,1
Dépenses par activités,2013-2014.xlsx,Dépenses par activités/2013-2014.xlsx,2013-2014,xlsx,30.7,feuilles,1
Dépenses par activités,2014-2015.xlsx,Dépenses par activités/2014-2015.xlsx,2014-2015,xlsx,31.4,feuilles,1
Dépenses par activités,2015-2016.xlsx,Dépenses par activités/2015-2016.xlsx,2015-2016,xlsx,32.7,feuilles,1
Dépenses par activités,2016-2017.xlsx,Dépenses par activités/2016-2017.xlsx,2016-2017,xlsx,39.8,feuilles,1
Dépenses par activités,2017-2018.xlsx,Dépenses par activités/2017-2018.xlsx,2017-2018,xlsx,39.2,feuilles,1
Dépenses par activités,2018-2019.xlsx,Dépenses par activités/2018-2019.xlsx,2018-2019,xlsx,44.4,feuilles,1
Dépenses par activités,2019-2020.xlsx,Dépenses par activités/2019-2020.xlsx,2019-2020,xlsx,50.1,feuilles,1
Dépenses par activités,2020-2021.xlsx,Dépenses par activités/2020-2021.xlsx,2020-2021,xlsx,45.6,feuilles,1
Dépenses par activités,2021-2022.xlsx,Dépenses par activités/2021-2022.xlsx,2021-2022,xlsx,43.5,feuilles,1
Dépenses par activités,2022-2023.xlsx,Dépenses par activités/2022-2023.xlsx,2022-2023,xlsx,44.6,feuilles,1
Dépenses par activités,2023-2024.xlsx,Dépenses par activités/2023-2024.xlsx,2023-2024,xlsx,49.4,feuilles,1
Dépenses par activités,5516 (15-04-14).pdf,Dépenses par activités/5516 (15-04-14).pdf,,pdf,23.2,,
Dépenses par activités,5526 (15-04-01).pdf,Dépenses par activités/5526 (15-04-01).pdf,,pdf,23.3,,
Dépenses par activités,5536 (2015-04-01).pdf,Dépenses par activités/5536 (2015-04-01).pdf,2015,pdf,23.0,,
Dépenses par activités,5546 (2015-04-01).pdf,Dépenses par activités/5546 (2015-04-01).pdf,2015,pdf,22.5,,
Dépenses par activités,5556 (16-04-01).pdf,Dépenses par activités/5556 (16-04-01).pdf,,pdf,45.1,,
Dépenses par activités,6173 (17-04-01).pdf,Dépenses par activités/6173 (17-04-01).pdf,,pdf,46.9,,
Dépenses par activités,6178 (09-04-01).pdf,Dépenses par activités/6178 (09-04-01).pdf,,pdf,38.6,,
Dépenses par activités,6370 (03-04-01).pdf,Dépenses par activités/6370 (03-04-01).pdf,,pdf,45.4,,
Dépenses par activités,6430 (2015-04-01).pdf,Dépenses par activités/6430 (2015-04-01).pdf,2015,pdf,29.7,,
Dépenses par activités,6531 (2015-04-01).pdf,Dépenses par activités/6531 (2015-04-01).pdf,2015,pdf,96.0,,
Dépenses par activités,6561 (04-04-01).pdf,Dépenses par activités/6561 (04-04-01).pdf,,pdf,46.3,,
Dépenses par activités,6602 (11-04-01).pdf,Dépenses par activités/6602 (11-04-01).pdf,,pdf,47.4,,
Dépenses par activités,6800 (05-04-01).pdf,Dépenses par activités/6800 (05-04-01).pdf,,pdf,54.7,,
Dépenses par activités,6910 (15-04-01).pdf,Dépenses par activités/6910 (15-04-01).pdf,,pdf,80.0,,
Dépenses par activités,6920 (15-04-01).pdf,Dépenses par activités/6920 (15-04-01).pdf,,pdf,63.9,,
Dépenses par activités,6945 (15-04-01).pdf,Dépenses par activités/6945 (15-04-01).pdf,,pdf,56.9,,
Dépenses par activités,7001 (09-04-01).pdf,Dépenses par activités/7001 (09-04-01).pdf,,pdf,49.0,,
Dépenses par activités,7011 (15-04-01).pdf,Dépenses par activités/7011 (15-04-01).pdf,,pdf,57.6,,
Dépenses par activités,7024 (15-04-01).pdf,Dépenses par activités/7024 (15-04-01).pdf,,pdf,49.7,,
Dépenses par activités,7025 (15-04-01).pdf,Dépenses par activités/7025 (15-04-01).pdf,,pdf,49.2,,
Dépenses par activités,7031 (15-04-01).pdf,Dépenses par activités/7031 (15-04-01).pdf,,pdf,46.1,,
Dépenses par activités,7041 (15-04-01).pdf,Dépenses par activités/7041 (15-04-01).pdf,,pdf,47.9,,
Dépenses par activités,7051 (15-04-01).pdf,Dépenses par activités/7051 (15-04-01).pdf,,pdf,36.1,,
Dépenses par activités,7082 (1997-04-01) 2e version.pdf,Dépenses par activités/7082 (1997-04-01) 2e version.pdf,,pdf,81.6,,
Dépenses par activités,7083 (2015-04-01).pdf,Dépenses par activités/7083 (2015-04-01).pdf,2015,pdf,83.6,,
Dépenses par activités,7101 (2015-04-01).pdf,Dépenses par activités/7101 (2015-04-01).pdf,2015,pdf,91.1,,
Dépenses par activités,7107 (15-04-01).pdf,Dépenses par activités/7107 (15-04-01).pdf,,pdf,47.2,,
Dépenses par activités,7151 (03-04-01).pdf,Dépenses par activités/7151 (03-04-01).pdf,,pdf,87.0,,
Dépenses par activités,7152 (12-04-01).pdf,Dépenses par activités/7152 (12-04-01).pdf,,pdf,45.5,,
Dépenses par activités,7158 (97-04-01).pdf,Dépenses par activités/7158 (97-04-01).pdf,,pdf,44.8,,
Dépenses par activités,7161 (13-04-01).pdf,Dépenses par activités/7161 (13-04-01).pdf,,pdf,47.6,,
Dépenses par activités,7162 (05-04-01).pdf,Dépenses par activités/7162 (05-04-01).pdf,,pdf,47.4,,
Dépenses par activités,7163 (15-04-01).pdf,Dépenses par activités/7163 (15-04-01).pdf,,pdf,47.0,,
Dépenses par activités,7180 (04-04-01).pdf,Dépenses par activités/7180 (04-04-01).pdf,,pdf,35.8,,
Dépenses par activités,7392 (99-04-01).pdf,Dépenses par activités/7392 (99-04-01).pdf,,pdf,45.3,,
Dépenses par activités,7690 (11-04-01).pdf,Dépenses par activités/7690 (11-04-01).pdf,,pdf,57.4,,
Dépenses par activités,7999 (07-04-01).pdf,Dépenses par activités/7999 (07-04-01).pdf,,pdf,30.3,,
Dépenses par activités,8001 (09-04-01).pdf,Dépenses par activités/8001 (09-04-01).pdf,,pdf,63.9,,
Dépenses par activités,8050 (15-04-01).pdf,Dépenses par activités/8050 (15-04-01).pdf,,pdf,67.1,,
Dépenses par activités,8110 (04-04-01).pdf,Dépenses par activités/8110 (04-04-01).pdf,,pdf,40.7,,
Dépenses par activités,Depenses-par-programme-et-par-centre-dactivites-2013-2014.xlsx,Dépenses par activités/Depenses-par-programme-et-par-centre-dactivites-2013-2014.xlsx,2013-2014,xlsx,44.4,feuilles,1
Dépenses par activités,depenses-par-programme-et-par-centre-dactivites-1920.xlsx,Dépenses par activités/depenses-par-programme-et-par-centre-dactivites-1920.xlsx,2019-2020,xlsx,38.5,feuilles,1
Dépenses par activités,historique.csv,Dépenses par activités/historique.csv,,csv,15.0,lignes,306
Dépenses par activités,historique.xlsx,Dépenses par activités/historique.xlsx,,xlsx,94.6,feuilles,7
Dépenses par région,Classeur1.xlsx,Dépenses par région/Classeur1.xlsx,,xlsx,27.3,feuilles,3
Dépenses par région,04-Contour-Financier-Depenses-prog-Regions-2014-15.xlsx,Dépenses par région/dépenses/04-Contour-Financier-Depenses-prog-Regions-2014-15.xlsx,2014,xlsx,25.2,feuilles,1
Dépenses par région,Depenses-par-programme-et-par-region-2013-2014.xlsx,Dépenses par région/dépenses/Depenses-par-programme-et-par-region-2013-2014.xlsx,2013-2014,xlsx,25.3,feuilles,1
Dépenses par région,Depenses_par_programme_et_par_regions_1516.xlsx,Dépenses par région/dépenses/Depenses_par_programme_et_par_regions_1516.xlsx,2015-2016,xlsx,26.5,feuilles,1
Dépenses par région,Matrice-methodologique-Resultats-2013-2014.xlsx,Dépenses par région/dépenses/Matrice-methodologique-Resultats-2013-2014.xlsx,2013-2014,xlsx,54.5,feuilles,3
Dépenses par région,depenses-par-programme-et-par-region-1617.xlsx,Dépenses par région/dépenses/depenses-par-programme-et-par-region-1617.xlsx,2016-2017,xlsx,24.5,feuilles,1
Dépenses par région,depenses-par-programme-et-par-region-1718.xlsx,Dépenses par région/dépenses/depenses-par-programme-et-par-region-1718.xlsx,2017-2018,xlsx,19.5,feuilles,1
Dépenses par région,depenses-par-programme-et-par-region-1819.xlsx,Dépenses par région/dépenses/depenses-par-programme-et-par-region-1819.xlsx,2018-2019,xlsx,21.0,feuilles,1
Dépenses par région,depenses-par-programme-et-par-region-1920.xlsx,Dépenses par région/dépenses/depenses-par-programme-et-par-region-1920.xlsx,2019-2020,xlsx,20.9,feuilles,1
Dépenses par région,depenses-par-programme-et-par-region-2021.xlsx,Dépenses par région/dépenses/depenses-par-programme-et-par-region-2021.xlsx,2020-2021,xlsx,20.8,feuilles,1
Dépenses par région,depenses-par-programme-et-par-region-2022.xlsx,Dépenses par région/dépenses/depenses-par-programme-et-par-region-2022.xlsx,2022,xlsx,21.6,feuilles,1
Dépenses par région,depenses-par-programme-et-par-region-2023.xlsx,Dépenses par région/dépenses/depenses-par-programme-et-par-region-2023.xlsx,2023,xlsx,21.4,feuilles,1
Dépenses par région,historique par région.xlsx,Dépenses par région/historique par région.xlsx,,xlsx,29.0,feuilles,3
Racine / divers,Periscope-TSA.pdf,Periscope-TSA.pdf,,pdf,668.7,,
Racine / divers,RA_23-614-01W_MSSS.pdf,RA_23-614-01W_MSSS.pdf,,pdf,1589.3,,
SAD,01-Contour-Financier-SAD-par-CA-2014-15.xlsx,SAD/01-Contour-Financier-SAD-par-CA-2014-15.xlsx,2014,xlsx,20.4,feuilles,1
SAD,06-Contour-Financier-SAD-par-prog-et-region-2014-15.xlsx,SAD/06-Contour-Financier-SAD-par-prog-et-region-2014-15.xlsx,2014,xlsx,31.9,feuilles,1
SAD,Depenses SAD.xlsx,SAD/Depenses SAD.xlsx,,xlsx,137.1,feuilles,11
SAD,Depenses-de-services-a-domicile-par-programme-et-par-region-2013-2014.xlsx,SAD/Depenses-de-services-a-domicile-par-programme-et-par-region-2013-2014.xlsx,2013-2014,xlsx,28.7,feuilles,1
Dépenses par activités,Depenses_de_services_a_domicile_par_centre_d-activites_et_par_region_1516.xlsx,SAD/Depenses_de_services_a_domicile_par_centre_d-activites_et_par_region_1516.xlsx,2015-2016,xlsx,20.8,feuilles,1
SAD,Depenses_de_services_a_domicile_par_programme_et_par_region_1516.xlsx,SAD/Depenses_de_services_a_domicile_par_programme_et_par_region_1516.xlsx,2015-2016,xlsx,31.9,feuilles,1
SAD,SAD-par-Ca-201314.xlsx,SAD/SAD-par-Ca-201314.xlsx,,xlsx,19.6,feuilles,1
SAD,depenses-de-services-a-domicile-par-CA-et-par-region-1617.xlsx,SAD/depenses-de-services-a-domicile-par-CA-et-par-region-1617.xlsx,2016-2017,xlsx,20.3,feuilles,1
SAD,depenses-de-services-a-domicile-par-CA-et-par-region-1718.xlsx,SAD/depenses-de-services-a-domicile-par-CA-et-par-region-1718.xlsx,2017-2018,xlsx,21.4,feuilles,1
SAD,depenses-de-services-a-domicile-par-CA-et-par-region-1819.xlsx,SAD/depenses-de-services-a-domicile-par-CA-et-par-region-1819.xlsx,2018-2019,xlsx,20.9,feuilles,1
SAD,depenses-de-services-a-domicile-par-CA-et-par-region-1920.xlsx,SAD/depenses-de-services-a-domicile-par-CA-et-par-region-1920.xlsx,2019-2020,xlsx,27.9,feuilles,1
SAD,depenses-de-services-a-domicile-par-CA-et-par-region-2021.xlsx,SAD/depenses-de-services-a-domicile-par-CA-et-par-region-2021.xlsx,2020-2021,xlsx,28.5,feuilles,1
SAD,depenses-de-services-a-domicile-par-CA-et-par-region-2022.xlsx,SAD/depenses-de-services-a-domicile-par-CA-et-par-region-2022.xlsx,2022,xlsx,22.1,feuilles,1
SAD,depenses-de-services-a-domicile-par-programme-et-par-region-1617.xlsx,SAD/depenses-de-services-a-domicile-par-programme-et-par-region-1617.xlsx,2016-2017,xlsx,18.4,feuilles,1
SAD,depenses-de-services-a-domicile-par-programme-et-par-region-1718.xlsx,SAD/depenses-de-services-a-domicile-par-programme-et-par-region-1718.xlsx,2017-2018,xlsx,19.6,feuilles,1
SAD,depenses-de-services-a-domicile-par-programme-et-par-region-1819.xlsx,SAD/depenses-de-services-a-domicile-par-programme-et-par-region-1819.xlsx,2018-2019,xlsx,18.9,feuilles,1
SAD,depenses-de-services-a-domicile-par-programme-et-par-region-1920.xlsx,SAD/depenses-de-services-a-domicile-par-programme-et-par-region-1920.xlsx,2019-2020,xlsx,26.7,feuilles,1
SAD,depenses-de-services-a-domicile-par-programme-et-par-region-2021.xlsx,SAD/depenses-de-services-a-domicile-par-programme-et-par-region-2021.xlsx,2020-2021,xlsx,26.2,feuilles,1
SAD,depenses-de-services-a-domicile-par-programme-et-par-region-2022.xlsx,SAD/depenses-de-services-a-domicile-par-programme-et-par-region-2022.xlsx,2022,xlsx,23.9,feuilles,1
SAD,depenses-services-a-domicile-par-ca-et-region-2023.xlsx,SAD/depenses-services-a-domicile-par-ca-et-region-2023.xlsx,2023,xlsx,21.8,feuilles,1
SAD,depenses-services-a-domicile-par-ca-et-region-2324.xlsx,SAD/depenses-services-a-domicile-par-ca-et-region-2324.xlsx,2023-2024,xlsx,23.0,feuilles,1
SAD,depenses-services-a-domicile-par-programme-et-par-region-2023.xlsx,SAD/depenses-services-a-domicile-par-programme-et-par-region-2023.xlsx,2023,xlsx,20.2,feuilles,1
SAD,depenses-services-a-domicile-par-programme-et-par-region-2324.xlsx,SAD/depenses-services-a-domicile-par-programme-et-par-region-2324.xlsx,2023-2024,xlsx,21.7,feuilles,1
Stats usagers DI-TSA,AS-485-2011-12-BD.csv,Stats usagers DI-TSA/AS-485-2011-12-BD.csv,2011,csv,6368.0,lignes,34697
Stats usagers DI-TSA,AS-485-2012-13-BD.zip,Stats usagers DI-TSA/AS-485-2012-13-BD.zip,2012,zip,244.5,membres,1
Stats usagers DI-TSA,AS-485-2013-14-BD.csv,Stats usagers DI-TSA/AS-485-2013-14-BD.csv,2013,csv,5112.5,lignes,25261
Stats usagers DI-TSA,AS-485-2013-14-BD.xlsx,Stats usagers DI-TSA/AS-485-2013-14-BD.xlsx,2013,xlsx,1888.4,feuilles,1
Stats usagers DI-TSA,AS-485-2014-15-BD.csv,Stats usagers DI-TSA/AS-485-2014-15-BD.csv,2014,csv,4344.0,lignes,26607
Stats usagers DI-TSA,AS485_BD_2015_2016.xlsx,Stats usagers DI-TSA/AS485_BD_2015_2016.xlsx,2015-2016,xlsx,2230.7,feuilles,1
Stats usagers DI-TSA,AS485_BD_2016_2017.csv,Stats usagers DI-TSA/AS485_BD_2016_2017.csv,2016-2017,csv,3031.5,lignes,29569
Stats usagers DI-TSA,AS485_BD_2017_2018.xlsx,Stats usagers DI-TSA/AS485_BD_2017_2018.xlsx,2017-2018,xlsx,1944.7,feuilles,1
Stats usagers DI-TSA,AS485_BD_2017_2018.zip,Stats usagers DI-TSA/AS485_BD_2017_2018.zip,2017-2018,zip,264.2,membres,1
Stats usagers DI-TSA,AS485_BD_2018_2019.xlsx,Stats usagers DI-TSA/AS485_BD_2018_2019.xlsx,2018-2019,xlsx,2531.8,feuilles,2
Stats usagers DI-TSA,AS485_BD_2019_2020.csv,Stats usagers DI-TSA/AS485_BD_2019_2020.csv,2019-2020,csv,2665.0,lignes,26118
Stats usagers DI-TSA,AS485_S16_BDan2010_2011.csv,Stats usagers DI-TSA/AS485_S16_BDan2010_2011.csv,2010-2011,csv,7642.4,lignes,40939
Stats usagers DI-TSA,AS485_S16_BDan2012_2013.csv,Stats usagers DI-TSA/AS485_S16_BDan2012_2013.csv,2012-2013,csv,6026.3,lignes,32827
Racine / divers,creditsMinisteresOrganismes.pdf,creditsMinisteresOrganismes.pdf,,pdf,1860.8,,
